Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-NWMN_RS13620	87	59	69	84	70	45	99	64	48	84	70	50	41	52	25	39	20	24	49	28	14	host	opp1B
gene-NWMN_RS03160	1253	1160	2242	1783	2245	1796	1790	1643	1714	4473	1944	1412	891	1433	616	673	720	529	605	523	331	host	pta
gene-NWMN_RS06370	600	390	1237	946	991	918	913	907	844	586	864	494	286	355	246	302	222	268	368	258	155	host	rlmN
gene-NWMN_RS02610	4213	4836	2466	2688	4076	2104	3109	2446	2276	1890	1784	1718	1065	2097	903	1403	943	1091	1149	872	520	host	gene-NWMN_RS02610
gene-NWMN_RS04760	257	257	587	358	393	439	412	300	339	364	299	422	298	464	294	392	276	380	396	261	312	host	clpB
gene-NWMN_RS12950	114	106	107	100	114	93	77	76	74	72	72	46	31	61	24	32	33	30	27	18	11	host	gene-NWMN_RS12950
gene-CPT_phageK_gp001	0	0	0	0	8	3	116	16	398	663	88	1425	1036	1346	1007	893	904	689	485	309	381	phage	gene-CPT_phageK_gp001
gene-NWMN_RS15625	64	59	49	50	53	47	64	49	36	44	24	33	22	49	15	28	22	15	29	15	19	host	gene-NWMN_RS15625
gene-NWMN_RS14240	270	285	401	288	325	381	207	143	299	379	134	454	391	915	381	351	471	285	224	233	160	host	gene-NWMN_RS14240
gene-NWMN_RS01340	17	4	34	28	30	34	24	33	24	16	23	7	5	21	11	22	18	10	15	5	4	host	gene-NWMN_RS01340
gene-NWMN_RS10430	371	238	477	350	334	346	406	294	391	334	290	318	195	343	230	240	127	174	359	136	170	host	yfkAB
gene-NWMN_RS02900	398	225	582	463	575	483	521	494	406	300	382	256	188	332	135	219	177	106	221	161	78	host	secE
gene-NWMN_RS03510	283	208	261	227	199	202	232	177	202	136	140	98	77	89	48	84	41	48	82	47	36	host	gene-NWMN_RS03510
gene-NWMN_RS03785	278	289	493	331	358	393	330	228	381	408	347	525	287	666	378	466	497	252	425	234	178	host	gene-NWMN_RS03785
gene-NWMN_RS11075	12	3	15	15	8	10	10	4	15	2	7	5	6	5	6	14	4	2	10	2	3	host	gene-NWMN_RS11075
gene-NWMN_RS03755	251	154	132	164	152	90	154	102	110	91	79	47	50	95	27	70	34	23	47	36	21	host	gene-NWMN_RS03755
gene-NWMN_RS07600	350	1364	596	222	1315	712	147	530	475	437	349	676	692	1072	298	581	727	205	328	475	135	host	gene-NWMN_RS07600
gene-CPT_phageK_gp177	0	0	0	1	2	0	20	0	39	67	22	121	216	164	520	4383	845	2618	6332	3899	1899	phage	gene-CPT_phageK_gp177
gene-NWMN_RS01505	43	23	39	37	39	51	32	18	47	37	20	33	15	27	16	25	11	22	49	14	13	host	gene-NWMN_RS01505
gene-NWMN_RS04185	208	213	684	377	582	537	393	420	357	457	347	543	220	575	295	333	314	203	305	185	148	host	gene-NWMN_RS04185
gene-NWMN_RS04845	7	4	8	6	9	6	6	6	8	3	4	3	3	6	4	4	2	2	5	1	4	host	gene-NWMN_RS04845
gene-NWMN_RS02475	5702	6483	7713	8775	8965	3881	10833	6440	5275	8306	9942	5673	3687	6366	2564	2546	2800	2029	2147	1623	1222	host	treP
gene-NWMN_RS10775	574	295	522	348	257	318	293	119	268	241	108	191	241	373	131	274	191	166	170	165	87	host	gene-NWMN_RS10775
gene-NWMN_RS00160	194	139	164	127	121	110	166	101	114	121	96	77	64	125	60	170	74	62	152	63	42	host	gene-NWMN_RS00160
gene-NWMN_RS01400	9	16	12	20	12	10	6	13	13	8	13	8	6	8	6	10	9	9	13	7	4	host	gene-NWMN_RS01400
gene-NWMN_RS02945	13315	11170	9834	10980	12153	8083	12174	9764	7416	6906	5782	4423	2693	5064	1756	2552	1900	1697	3048	1940	1016	host	gene-NWMN_RS02945
gene-NWMN_RS12455	359	309	259	234	355	238	236	183	216	189	153	110	138	250	50	77	95	52	68	77	31	host	gene-NWMN_RS12455
gene-NWMN_RS12860	66	67	70	66	89	68	80	64	54	72	56	53	50	74	46	43	35	30	46	24	24	host	hutI
gene-NWMN_RS02950	12717	9797	16999	14386	12432	11926	13273	9842	11235	11166	9939	7316	4906	5386	2979	3185	2520	2527	4356	2467	1756	host	rpsL
gene-NWMN_RS02255	209	139	446	313	351	330	343	292	326	344	442	176	190	219	82	117	122	65	93	95	44	host	gene-NWMN_RS02255
gene-NWMN_RS04860	36	27	26	29	24	30	31	21	26	12	19	11	13	35	4	16	11	13	9	11	9	host	opp4C
gene-NWMN_RS12620	171	215	203	213	354	223	268	281	208	197	232	212	156	289	157	165	183	122	90	90	73	host	gene-NWMN_RS12620
gene-NWMN_RS10885	2	3	7	5	4	6	8	2	7	7	8	7	4	4	3	7	2	3	6	0	4	host	gene-NWMN_RS10885
gene-NWMN_RS14335	174	212	252	243	276	194	246	233	249	239	220	152	127	237	88	112	116	77	83	79	46	host	gene-NWMN_RS14335_gene_budA
gene-NWMN_RS13900	5	2	13	7	10	11	7	12	13	16	9	16	6	25	6	11	4	7	8	7	2	host	gene-NWMN_RS13900
gene-NWMN_RS02670	511	393	788	616	699	601	591	545	579	420	499	354	192	297	175	212	175	149	204	154	101	host	gene-NWMN_RS02670
gene-CPT_phageK_gp055	0	0	0	1	2	2	91	29	301	848	113	1839	1458	1288	1485	1311	1345	1001	807	568	566	phage	gene-CPT_phageK_gp055
gene-NWMN_RS00215	118	72	95	74	60	53	91	55	70	51	25	44	43	64	29	41	29	27	31	21	15	host	gene-NWMN_RS00215
gene-NWMN_RS01630	13	9	52	24	12	24	25	21	26	20	13	31	11	12	16	12	10	12	19	6	10	host	gene-NWMN_RS01630
gene-NWMN_RS07605	130	495	437	121	772	510	78	296	323	311	235	510	461	779	256	439	578	163	238	370	96	host	tdcB
gene-NWMN_RS11080	9	4	6	5	4	5	4	4	3	5	4	2	8	2	1	4	0	1	6	2	3	host	gene-NWMN_RS11080
gene-CPT_phageK_gp190	0	0	0	0	0	0	0	0	0	3	0	0	4	16	15	855	34	685	4039	1077	1444	phage	gene-CPT_phageK_gp190
gene-CPT_phageK_gp007	0	1	0	0	1	1	67	18	206	697	78	1559	1008	1301	1290	1054	1269	738	571	428	421	phage	gene-CPT_phageK_gp007
gene-NWMN_RS13470	1541	908	1249	1227	1008	947	1343	929	1426	889	926	698	407	838	346	395	272	301	415	262	166	host	gene-NWMN_RS13470
gene-NWMN_RS09715	373	343	806	625	713	658	686	688	574	509	714	400	232	514	215	273	241	221	343	248	153	host	hemY
gene-NWMN_RS12500	133	93	174	154	168	165	170	109	123	122	113	77	67	114	46	69	67	36	55	49	20	host	gene-NWMN_RS12500
gene-NWMN_RS04590	4415	2944	6293	6028	5604	5079	5978	4512	5503	4095	5220	3337	1785	3298	1517	1503	1539	1285	1502	1304	760	host	gene-NWMN_RS04590
gene-NWMN_RS13530	30	44	53	39	54	31	55	26	42	23	27	22	12	30	16	12	23	15	17	10	10	host	gene-NWMN_RS13530
gene-NWMN_RS06080	413	314	513	405	363	316	677	322	473	525	399	316	300	654	180	415	278	189	374	267	130	host	hyl
gene-NWMN_RS03030	38	73	53	61	71	80	46	46	60	41	47	33	20	36	13	20	15	17	32	17	10	host	sdrC
gene-CPT_phageK_gp153	0	0	0	1	5	2	90	15	305	682	111	1298	1032	969	1078	2799	1404	1802	4155	2455	1588	phage	gene-CPT_phageK_gp153
gene-NWMN_RS12190	40	30	62	38	51	52	69	51	58	45	54	32	24	60	23	37	12	13	30	20	11	host	hysA
gene-NWMN_RS00865	52	42	44	40	61	46	97	49	241	87	83	242	66	147	136	146	151	102	137	145	81	host	uhpT
gene-CPT_phageK_gp077	0	0	0	0	5	6	102	9	353	637	100	1450	863	946	933	734	805	780	479	340	380	phage	gene-CPT_phageK_gp077
gene-NWMN_RS01895	13	6	7	6	9	6	9	6	6	9	2	6	6	9	2	6	3	5	3	3	3	host	gene-NWMN_RS01895
gene-NWMN_RS04350	1019	649	555	586	657	441	685	385	452	360	266	267	169	359	116	204	134	128	216	126	46	host	gene-NWMN_RS04350
gene-NWMN_RS06955	11	11	6	11	6	11	17	8	6	3	4	6	2	4	3	1	4	2	7	2	4	host	gene-NWMN_RS06955
gene-CPT_phageK_gp098	0	0	0	0	3	2	157	43	463	1251	185	3255	2437	2516	3876	4581	4439	3824	3696	2563	2483	phage	gene-CPT_phageK_gp098
gene-NWMN_RS01550	7	5	23	11	8	16	8	6	13	13	8	19	7	3	15	14	3	13	13	5	7	host	gene-NWMN_RS01550
gene-NWMN_RS01780	47	33	104	91	34	73	58	26	60	41	32	74	16	29	48	46	25	42	56	20	33	host	gene-NWMN_RS01780
gene-NWMN_RS03250	85	49	40	43	47	49	57	29	35	27	40	13	18	62	6	10	11	8	15	10	0	host	gene-NWMN_RS03250
gene-NWMN_RS09865	820	488	405	485	560	296	566	425	366	305	308	174	151	311	101	137	96	77	155	88	55	host	gene-NWMN_RS09865
gene-NWMN_RS12985	374	307	244	268	310	178	265	249	206	176	181	76	75	170	59	82	71	51	88	64	32	host	gene-NWMN_RS12985
gene-CPT_phageK_gp142	0	2	0	0	12	6	223	57	845	2395	414	5446	6286	4700	10502	24161	13004	14468	24130	18554	9324	phage	gene-CPT_phageK_gp142
gene-NWMN_RS07190	919	617	537	720	565	373	914	367	444	492	355	259	263	438	124	200	180	97	118	140	52	host	gene-NWMN_RS07190
gene-NWMN_RS06245	2740	1876	3595	3254	3686	2835	3052	3099	2886	2522	3150	1827	1100	1683	705	787	789	630	840	727	380	host	ileS
gene-NWMN_RS05980	205	158	440	283	341	346	286	281	292	244	237	323	147	326	165	182	149	174	173	139	101	host	uvrC
gene-NWMN_RS10695	643	506	307	294	502	300	504	329	337	300	184	312	255	1062	208	281	357	208	166	171	76	host	gene-NWMN_RS10695
gene-NWMN_RS08410	545	438	683	578	678	497	575	523	520	375	468	330	158	380	141	199	152	110	205	120	72	host	rsfS
gene-NWMN_RS04610	31	46	26	32	26	16	31	20	16	19	23	8	15	16	5	12	6	2	11	6	4	host	gene-NWMN_RS04610
gene-NWMN_RS13760	53	58	37	44	70	35	38	50	30	22	15	5	15	32	0	8	12	4	8	9	2	host	gene-NWMN_RS13760
gene-NWMN_RS02205	1	1	2	0	2	1	2	0	0	0	0	1	1	0	0	3	0	0	0	1	0	host	gene-NWMN_RS02205
gene-NWMN_RS14900	6	8	8	10	12	7	7	3	7	6	3	5	3	9	2	1	1	5	8	0	1	host	gene-NWMN_RS14900_gene_vraH
gene-NWMN_RS06420	754	485	1235	953	947	823	758	646	629	401	465	365	264	312	164	313	234	148	288	264	87	host	fapR
gene-NWMN_RS03710	650	684	605	487	748	421	398	408	434	306	247	312	215	380	160	227	141	162	217	152	96	host	gene-NWMN_RS03710
gene-CPT_phageK_gp033	1	0	1	3	20	38	589	58	1593	1540	397	2605	1604	2273	1932	2056	1678	2005	1535	764	1341	phage	gene-CPT_phageK_gp033
gene-NWMN_RS08980	423	393	362	379	468	278	380	309	324	272	244	209	174	350	102	174	165	102	144	118	64	host	gene-NWMN_RS08980
gene-NWMN_RS08615	241	210	502	348	491	367	370	372	298	221	336	198	137	251	93	151	181	120	136	128	54	host	dtd
gene-NWMN_RS14250	52	49	41	54	57	25	57	30	30	27	35	24	20	19	6	12	18	7	24	12	11	host	gene-NWMN_RS14250
gene-NWMN_RS02750	2043	1486	2443	2438	1266	1649	2214	1194	2375	1828	1859	1003	918	620	839	490	401	836	575	325	598	host	gene-NWMN_RS02750
gene-NWMN_RS13175	67	46	45	30	38	28	53	26	43	32	35	25	19	42	8	15	9	10	18	12	8	host	gene-NWMN_RS13175
gene-NWMN_RS03355	515	766	444	313	426	489	213	148	376	532	122	618	446	1696	348	391	366	271	204	148	146	host	gene-NWMN_RS03355
gene-NWMN_RS14185	127	194	80	82	144	65	79	59	80	107	64	141	55	82	36	49	36	24	31	17	11	host	gene-NWMN_RS14185
gene-NWMN_RS06815	141	149	108	108	159	89	97	83	102	86	95	64	55	75	26	42	41	23	56	31	21	host	hfq
gene-NWMN_RS08830	3379	1887	5987	5094	4469	4412	6446	4913	4875	3454	4890	3434	1511	1606	1615	2425	1337	1870	2744	1695	1323	host	infC
gene-NWMN_RS02460	89	63	227	121	144	168	110	93	121	125	110	152	96	114	124	176	92	142	199	116	94	host	gltB
gene-NWMN_RS08145	11	7	10	6	8	12	12	7	5	4	4	8	3	14	5	7	4	0	5	5	1	host	gene-NWMN_RS08145
gene-NWMN_RS07785	27383	28603	16474	24100	25719	14953	22309	17382	17550	21252	15715	14054	13969	18966	9540	11930	10005	10538	8004	6402	4318	host	gene-NWMN_RS07785
gene-NWMN_RS03060	701	726	683	704	893	644	696	584	543	484	498	288	269	421	144	212	219	138	188	124	96	host	bshB2
gene-NWMN_RS06805	132	59	123	81	110	86	137	95	89	87	76	49	58	100	24	37	34	18	34	34	21	host	gene-NWMN_RS06805
gene-NWMN_RS04230	652	513	1067	731	806	728	726	580	685	477	469	516	258	382	323	427	278	356	528	298	222	host	gene-NWMN_RS04230
gene-NWMN_RS00620	20	17	22	29	19	31	29	11	28	15	11	11	11	16	6	11	2	4	9	4	2	host	gene-NWMN_RS00620
gene-NWMN_RS09275	509	358	426	461	407	291	420	314	332	262	251	142	111	177	78	114	81	77	137	97	36	host	gene-NWMN_RS09275
gene-NWMN_RS06530	81	59	94	57	51	60	97	45	55	29	36	30	24	35	15	38	14	22	33	17	20	host	fmhC
gene-NWMN_RS14695	17	14	28	14	9	19	21	13	15	11	14	7	5	14	6	3	6	2	6	6	5	host	gene-NWMN_RS14695
gene-CPT_phageK_gp173	3	1	2	16	20	3	37	20	61	300	79	361	1840	1585	4245	151920	15015	103159	453941	158532	144554	phage	gene-CPT_phageK_gp173
gene-NWMN_RS07075	128	84	152	127	168	132	141	125	111	78	75	67	43	58	27	66	41	25	61	48	23	host	gene-NWMN_RS07075
gene-NWMN_RS12745	333	363	624	347	596	574	365	346	444	425	283	539	388	942	375	302	401	304	222	203	169	host	gene-NWMN_RS12745
gene-NWMN_RS07645	1003	807	896	883	1111	766	982	731	775	497	522	472	322	824	242	380	363	226	340	299	112	host	gpsB
gene-NWMN_RS08640	2247	1554	1317	1637	1752	1064	2093	1237	1201	1108	966	725	631	902	403	672	438	378	500	409	177	host	yajC
gene-NWMN_RS06310	219	141	210	212	422	189	455	926	232	191	929	211	131	397	104	180	97	102	182	90	76	host	gene-NWMN_RS06310
gene-NWMN_RS01145	134	181	177	136	185	120	124	107	201	138	126	129	104	151	73	79	69	58	71	46	35	host	rbsU
gene-NWMN_RS11865	306	356	391	344	477	279	370	293	292	241	213	221	122	291	97	152	138	81	102	86	49	host	gene-NWMN_RS11865
gene-NWMN_RS02275	3666	2455	3042	2825	2249	2050	2602	1079	1781	2122	918	1705	1563	2547	993	1309	1277	1015	801	857	572	host	spn
gene-NWMN_RS09630	40	31	38	30	33	29	21	27	39	14	28	21	16	23	12	18	12	12	25	10	7	host	gene-NWMN_RS09630
gene-NWMN_RS05100	53	50	138	80	95	100	85	74	76	53	38	48	39	40	24	37	44	23	28	32	11	host	gene-NWMN_RS05100
gene-NWMN_RS10525	56	46	32	35	43	26	56	29	38	37	43	24	35	58	20	31	15	31	47	23	13	host	gene-NWMN_RS10525
gene-NWMN_RS12285	260	217	357	285	320	271	261	251	240	230	183	113	104	128	67	81	99	75	101	84	37	host	gene-NWMN_RS12285
gene-NWMN_RS12120	27	33	42	36	42	23	32	24	20	35	37	25	25	31	11	21	14	12	20	8	8	host	gene-NWMN_RS12120
gene-NWMN_RS12440	3145	2676	2814	2009	2327	1769	1847	1445	1661	2961	1624	1032	1656	2794	587	1184	907	567	868	660	264	host	gene-NWMN_RS12440
gene-NWMN_RS04080	2707	2460	5579	4167	4769	4044	3171	3132	3252	2092	2422	2172	1271	1636	1297	1599	1340	1341	1445	1205	893	host	secA
gene-NWMN_RS07275	87	59	67	68	41	50	55	44	63	38	37	36	26	61	14	37	21	22	32	29	25	host	nikC
gene-NWMN_RS14475	28	16	31	29	38	21	27	23	23	14	16	16	8	21	10	12	11	6	7	9	7	host	gene-NWMN_RS14475
gene-NWMN_RS10045	453	355	437	369	415	373	458	326	455	344	288	265	228	474	129	234	159	156	217	151	98	host	gene-NWMN_RS10045
gene-NWMN_RS05875	4	3	12	6	7	6	9	7	14	5	2	7	3	4	1	5	4	5	8	1	6	host	gene-NWMN_RS05875
gene-NWMN_RS02620	865	976	1482	925	1669	1249	933	1309	1083	810	931	977	484	1080	449	530	498	474	490	400	281	host	purR
gene-CPT_phageK_gp028	1	1	0	0	3	1	115	23	344	1041	145	2895	2485	2081	3592	5443	4236	3230	2966	2856	1601	phage	gene-CPT_phageK_gp028
gene-NWMN_RS05370	1373	1150	856	1072	1050	675	784	614	749	519	393	307	291	502	196	278	239	173	255	189	80	host	def
gene-NWMN_RS05330	150	66	88	94	94	65	113	80	87	86	45	54	32	60	19	40	21	29	44	27	7	host	nrdH
gene-NWMN_RS00610	143	119	225	176	169	187	152	105	174	151	111	149	61	122	107	86	52	98	103	46	65	host	cap8P
gene-NWMN_RS08850	518	350	862	611	784	601	736	608	537	512	629	422	248	429	202	251	229	218	229	206	89	host	dnaI
gene-NWMN_RS08220	268	146	175	189	212	130	256	172	183	121	115	82	48	119	39	92	37	54	94	51	27	host	gene-NWMN_RS08220
gene-NWMN_RS05095	114	79	43	47	81	33	56	62	32	29	25	30	18	42	7	20	15	13	13	14	8	host	gene-NWMN_RS05095
gene-NWMN_RS10110	158	101	143	182	120	111	155	95	142	103	95	52	56	69	25	47	34	26	38	34	15	host	gene-NWMN_RS10110
gene-NWMN_RS06010	407	339	362	364	450	292	307	336	267	158	185	148	90	201	87	123	102	120	129	115	62	host	gene-NWMN_RS06010
gene-NWMN_RS00835	144	112	185	188	145	105	355	146	138	270	291	125	105	154	45	55	65	38	58	48	36	host	gene-NWMN_RS00835
gene-NWMN_RS05165	751	766	1120	857	1092	1250	842	1026	1301	774	881	958	443	876	538	602	369	540	823	422	384	host	atl
gene-NWMN_RS08475	126	61	201	102	76	130	131	55	121	170	89	126	67	102	67	60	40	57	65	30	43	host	pxpA
gene-CPT_phageK_gp019	0	1	0	3	13	42	367	49	1224	1101	408	2074	984	1188	1485	1312	1095	1772	1516	628	1370	phage	gene-CPT_phageK_gp019
gene-NWMN_RS06890	59	15	33	25	20	21	49	20	26	16	11	9	8	19	4	7	7	2	7	6	0	host	gene-NWMN_RS06890
gene-NWMN_RS05190	2605	3572	2753	2604	3463	2324	2804	2327	2412	3005	2567	2340	2108	3672	1438	1715	1979	1317	1244	1079	673	host	qoxD
gene-NWMN_RS14730	23	15	17	16	17	11	20	19	10	11	5	12	5	16	2	8	1	1	5	6	3	host	icaB
gene-NWMN_RS08590	872	642	615	715	686	461	652	496	557	407	405	259	221	448	138	227	170	141	239	136	87	host	gene-NWMN_RS08590
gene-NWMN_RS03800	2006	1844	1552	1779	1893	1215	1539	1327	1147	805	815	520	393	700	259	442	357	274	414	346	127	host	gene-NWMN_RS03800
gene-NWMN_RS11280	149	130	116	107	134	88	103	106	92	81	91	41	53	122	21	40	37	22	35	34	9	host	gene-NWMN_RS11280
gene-NWMN_RS00805	78	107	118	129	140	85	93	105	97	74	101	71	60	95	57	65	45	49	79	44	40	host	ggt
gene-NWMN_RS13190	174	289	258	243	644	363	402	656	521	386	735	518	349	1225	284	429	594	196	404	413	147	host	nreA
gene-NWMN_RS08870	403	346	526	489	587	421	491	415	397	301	421	260	166	270	124	194	138	120	173	136	88	host	coaE
gene-NWMN_RS03190	136	143	147	162	154	123	125	111	134	115	118	87	75	131	33	58	40	52	76	38	31	host	merA
gene-NWMN_RS03460	1396	968	841	911	1220	698	975	723	731	547	455	346	302	605	167	340	222	170	361	215	117	host	tagG
gene-NWMN_RS09255	91	71	221	154	170	146	138	104	147	148	84	132	108	108	86	177	86	113	193	75	62	host	sasC
gene-NWMN_RS14720	12	11	7	12	15	13	9	13	13	9	4	10	5	7	2	4	2	8	8	11	2	host	icaA
gene-NWMN_RS04360	131	127	137	73	83	136	80	46	113	201	50	258	152	566	139	135	121	93	86	50	59	host	gene-NWMN_RS04360
gene-NWMN_RS06155	308	240	167	174	238	156	251	177	129	90	105	83	39	92	42	62	34	44	39	37	19	host	gene-NWMN_RS06155
gene-NWMN_RS03090	900	812	859	652	672	757	520	469	757	741	397	879	546	1856	494	594	398	389	555	287	265	host	gene-NWMN_RS03090
gene-CPT_phageK_gp082	0	0	1	0	7	8	246	56	736	2760	379	6781	5987	6526	10423	13256	12864	7750	6528	5776	4185	phage	gene-CPT_phageK_gp082
gene-NWMN_RS10235	18	7	55	33	17	41	33	18	36	26	20	23	25	18	16	29	11	18	26	7	6	host	gene-NWMN_RS10235
gene-CPT_phageK_gp058	0	0	0	0	3	0	82	9	244	451	87	943	516	747	549	465	536	337	242	185	220	phage	gene-CPT_phageK_gp058
gene-NWMN_RS02895	180	118	270	249	373	248	245	259	244	135	222	135	82	146	62	81	82	54	57	65	34	host	gene-NWMN_RS02895
gene-NWMN_RS11775	461	377	538	449	540	409	533	361	364	379	301	380	282	470	204	285	293	207	178	166	106	host	gene-NWMN_RS11775
gene-NWMN_RS00420	21	12	21	22	23	15	14	11	21	17	12	10	9	25	9	11	7	3	10	3	2	host	gene-NWMN_RS00420
gene-NWMN_RS02510	1531	1574	1850	1803	1979	1442	1634	1400	1537	1269	1240	938	666	1125	544	691	642	527	623	481	267	host	recR
gene-NWMN_RS06990	606	442	293	420	451	168	500	249	240	240	223	165	97	248	43	90	111	56	66	62	20	host	gene-NWMN_RS06990
gene-NWMN_RS01890	243	140	216	209	207	155	222	159	197	153	152	99	95	193	52	49	52	32	49	24	12	host	gene-NWMN_RS01890
gene-NWMN_RS02505	1215	1348	1712	1762	1646	1265	1532	1058	1332	1257	1282	923	731	1059	520	675	629	448	577	426	254	host	gene-NWMN_RS02505
gene-NWMN_RS09235	636	648	711	440	682	630	461	450	527	590	343	1104	434	1392	368	337	300	299	288	214	168	host	gene-NWMN_RS09235
gene-NWMN_RS15985	3	3	32	8	7	25	17	7	19	11	7	14	10	9	16	9	5	10	14	10	13	host	gene-NWMN_RS15985
gene-NWMN_RS00315	5927	3622	14089	10897	11851	11910	14735	10917	11665	14188	17954	8692	8474	12883	4357	4664	6975	2553	5791	4670	1989	host	spa
gene-NWMN_RS07355	36	116	45	24	166	67	35	69	53	67	35	77	34	57	31	34	33	20	30	29	11	host	dapA
gene-NWMN_RS08600	1227	960	1986	1648	1661	1427	1612	1428	1507	1111	1449	886	525	781	393	465	428	376	534	413	214	host	aspS
gene-NWMN_RS12465	309	292	146	188	270	146	252	206	144	151	131	103	86	146	37	90	50	50	53	31	16	host	gene-NWMN_RS12465
gene-NWMN_RS07295	832	814	686	778	836	448	680	609	415	439	409	183	230	365	106	213	149	93	188	169	55	host	gene-NWMN_RS07295_gene_pepF
gene-NWMN_RS10700	116	72	105	101	104	101	99	79	73	66	71	44	31	98	28	46	21	21	42	25	14	host	gene-NWMN_RS10700
gene-NWMN_RS01795	99	138	164	111	130	111	100	100	99	97	93	60	43	95	28	33	34	32	40	35	19	host	gene-NWMN_RS01795
gene-NWMN_RS02390	18	20	17	21	30	14	11	18	9	12	16	5	8	12	3	12	7	3	9	2	1	host	gene-NWMN_RS02390
gene-NWMN_RS12205	19	21	42	12	8	33	32	9	20	14	9	39	26	70	31	18	25	28	19	12	7	host	gene-NWMN_RS12205
gene-CPT_phageK_gp126	0	0	0	0	2	0	36	8	116	220	49	493	557	582	1028	5524	1543	3530	5093	4492	1650	phage	gene-CPT_phageK_gp126
gene-NWMN_RS07470	242	170	352	236	205	259	288	184	253	315	230	270	206	525	135	157	134	97	132	91	70	host	arlR
gene-NWMN_RS05110	322	312	487	391	534	402	420	340	337	287	338	213	213	402	117	152	178	98	146	134	65	host	gene-NWMN_RS05110
gene-CPT_phageK_gp016	1	0	0	10	27	87	1068	117	2603	2421	693	3624	2047	3389	2567	2234	1841	3133	2036	951	2173	phage	gene-CPT_phageK_gp016
gene-NWMN_RS03915	70	80	92	98	111	70	59	53	71	47	50	38	21	56	22	26	38	15	27	22	12	host	hisC
gene-CPT_phageK_gp149	0	0	1	1	16	12	193	48	643	2302	335	4543	5019	3580	7447	14434	9016	9708	16990	10694	7239	phage	gene-CPT_phageK_gp149
gene-NWMN_RS01310	73	51	50	37	58	37	48	24	37	31	29	19	10	33	15	14	13	12	25	5	6	host	gene-NWMN_RS01310
gene-NWMN_RS07125	189	152	116	137	157	110	176	123	81	102	109	52	24	76	39	37	42	25	43	31	16	host	gene-NWMN_RS07125
gene-NWMN_RS08680	7727	5399	6886	8056	6238	4964	9402	6160	6279	5292	6053	4318	2376	3782	2001	2785	1714	2113	3048	1761	1274	host	gene-NWMN_RS08680
gene-NWMN_RS08860	354	258	496	364	421	386	397	274	380	370	402	244	175	221	134	173	126	123	162	114	82	host	nrdR
gene-NWMN_RS11035	17	9	24	8	15	10	16	5	18	9	4	8	5	5	5	7	6	3	20	4	9	host	gene-NWMN_RS11035
gene-NWMN_RS14140	138	194	230	102	167	250	90	82	133	196	59	212	195	704	155	123	183	102	96	82	65	host	gene-NWMN_RS14140
gene-NWMN_RS12330	6483	3930	15485	9989	8147	10536	10436	6734	8701	8949	9852	7713	3670	6249	3155	3058	2564	2393	4185	2189	1881	host	rplO
gene-NWMN_RS04980	845	722	1401	1185	1461	1076	1377	1109	1057	769	1060	663	311	555	275	378	281	299	438	313	206	host	gene-NWMN_RS04980
gene-NWMN_RS02265	2829	1276	3338	3130	3517	2482	3976	2008	2562	1867	2193	923	609	1006	327	734	433	322	746	606	162	host	gene-NWMN_RS02265
gene-NWMN_RS04355	518	419	378	295	479	308	383	284	338	383	246	215	234	457	127	192	142	139	173	125	86	host	gene-NWMN_RS04355
gene-NWMN_RS00345	4	6	8	5	3	10	4	2	4	4	3	4	3	4	9	3	2	4	4	3	4	host	sbnB
gene-NWMN_RS09400	64	46	35	45	53	23	38	32	29	21	18	8	12	25	3	10	7	9	11	14	1	host	gene-NWMN_RS09400
gene-CPT_phageK_gp226	0	0	0	1	0	0	4	3	16	67	11	177	189	243	310	1055	398	654	2654	893	901	phage	gene-CPT_phageK_gp226
gene-CPT_phageK_gp200	1	0	0	0	3	1	148	21	357	896	128	2184	1922	2161	2516	3746	2871	2759	1899	1825	1043	phage	gene-CPT_phageK_gp200
gene-CPT_phageK_gp015	0	0	0	2	12	12	328	23	656	512	142	818	429	940	455	457	322	569	359	189	416	phage	gene-CPT_phageK_gp015
gene-NWMN_RS00120	729	722	442	611	668	376	419	347	392	301	299	176	134	277	88	105	88	66	124	94	44	host	gene-NWMN_RS00120
gene-NWMN_RS02830	197	203	243	180	226	185	194	160	168	144	131	119	93	120	74	122	107	68	73	92	63	host	gene-NWMN_RS02830
gene-NWMN_RS05115	582	524	959	658	922	799	771	701	720	506	651	542	318	774	223	319	293	206	326	241	149	host	menD
gene-NWMN_RS05705	8	4	41	31	10	25	16	8	28	20	16	25	14	12	22	47	12	18	46	10	8	host	gene-NWMN_RS05705
gene-NWMN_RS09225	298	379	427	359	560	481	448	450	405	299	354	282	161	304	110	143	146	115	148	150	59	host	dat
gene-NWMN_RS15955	759	994	423	486	1040	479	1256	1030	524	523	555	419	395	1402	353	507	562	519	448	558	362	host	gene-NWMN_RS15955
gene-NWMN_RS14135	128	239	156	128	208	133	107	110	143	143	106	133	77	162	50	71	78	33	48	48	20	host	gene-NWMN_RS14135
gene-NWMN_RS05390	10274	7925	21097	15280	16493	15998	14789	11901	13934	16099	12797	13637	8652	8245	6296	4715	5426	4221	4635	3540	3004	host	gene-NWMN_RS05390
