Geneid	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-Saur515_RS07330	23	31	30	7	6	9	21	8	7	host	lpl5
gene-Saur515_RS06860	2	2	4	1	0	3	5	4	2	host	gene-Saur515_RS06860
gene-Saur515_RS08465	12	25	14	6	2	8	5	5	4	host	gene-Saur515_RS08465
gene-Saur515_RS00325	64	69	71	19	13	23	22	27	14	host	ugpC
gene-Saur515_RS06655	2000	2204	2119	800	822	1282	969	640	466	host	gene-Saur515_RS06655
gene-Saur515_RS06615	1013	1018	1056	266	320	459	447	294	198	host	nusB
gene-Saur515_RS08520	1949	2046	2068	497	535	908	844	702	394	host	gene-Saur515_RS08520
gene-Saur515_RS04100	1658	1976	1991	470	472	688	678	546	335	host	gene-Saur515_RS04100
gene-Saur515_RS02300	348	388	466	130	86	166	269	209	115	host	gene-Saur515_RS02300
gene-Saur515_RS05470	2465	2569	3064	735	580	1236	842	938	409	host	ftsL
gene-Saur515_RS01635	52	62	53	21	18	36	31	12	15	host	asp2
gene-Saur515_RS08995	179	210	246	70	40	94	64	65	28	host	gene-Saur515_RS08995
gene-Saur515_RS05350	349	435	366	261	241	441	460	292	218	host	efb
gene-Saur515_RS08185	6946	7582	7438	2670	2976	4330	4314	2926	2021	host	gene-Saur515_RS08185
gene-Saur515_RS09665	358	455	438	122	87	162	156	70	58	host	gene-Saur515_RS09665
gene-Saur515_RS03205	760	870	886	205	171	359	275	194	114	host	gene-Saur515_RS03205
gene-Saur515_RS05490	1879	1867	1852	482	506	739	658	285	299	host	gene-Saur515_RS05490
gene-Saur515_RS01970	123	121	177	38	26	50	61	32	22	host	gene-Saur515_RS01970
gene-Saur515_RS10450	1881	1967	2072	353	304	527	443	344	161	host	pdxT
gene-Saur515_RS14425	51	56	70	16	14	29	27	21	13	host	gene-Saur515_RS14425
gene-Saur515_RS12570	61	65	70	17	18	43	19	9	6	host	ilvA
gene-Saur515_RS14200	44	73	71	25	26	35	33	17	11	host	gene-Saur515_RS14200
gene-Saur515_RS10050	106	93	116	23	13	37	24	23	10	host	gene-Saur515_RS10050
gene-Saur515_RS12540	11	10	12	3	2	3	4	2	0	host	gene-Saur515_RS12540
gene-Saur515_RS06745	257	288	320	80	73	122	100	61	41	host	gene-Saur515_RS06745
gene-Saur515_RS06330	2930	3553	3164	795	843	1282	1375	905	641	host	grpE
gene-Saur515_RS08930	161	164	249	46	50	87	102	113	49	host	gene-Saur515_RS08930
gene-Saur515_RS07200	87	63	88	17	4	32	21	21	9	host	gene-Saur515_RS07200
gene-Saur515_RS07635	32	21	24	5	7	5	7	1	1	host	metC
gene-Saur515_RS04375	2	11	9	0	2	0	1	0	1	host	gene-Saur515_RS04375
gene-Saur515_RS00900	196	230	244	74	47	98	91	57	35	host	gene-Saur515_RS00900
gene-Saur515_RS09175	1123	1210	1410	277	240	524	542	374	222	host	gene-Saur515_RS09175
gene-Saur515_RS07420	0	0	1	0	0	0	0	0	0	host	gene-Saur515_RS07420
gene-Saur515_RS07800	176	157	166	52	43	86	67	39	30	host	gene-Saur515_RS07800
gene-Saur515_RS10695	858	860	914	215	180	288	209	176	98	host	gene-Saur515_RS10695
gene-Saur515_RS05310	1021	1140	1251	239	203	344	306	256	133	host	racE
gene-Saur515_RS07105	3371	3578	3938	1395	1101	2180	1726	1428	791	host	gene-Saur515_RS07105
gene-Saur515_RS01395	16	28	29	1	4	6	9	5	4	host	vraD
gene-Saur515_RS06195	1435	1556	1501	487	414	740	665	418	247	host	greA
gene-Saur515_RS04270	18461	17163	18379	5758	5809	10207	7283	5590	3393	host	gpmI
gene-Saur515_RS00660	10	12	9	2	2	6	2	4	4	host	phnC
gene-Saur515_RS03355	200	227	273	118	117	165	141	87	68	host	gene-Saur515_RS03355
gene-Saur515_RS01325	964	1070	1016	311	327	488	421	211	168	host	mnmG
gene-Saur515_RS03090	126	145	135	44	32	60	53	50	39	host	gene-Saur515_RS03090
gene-Saur515_RS07290	501	516	540	142	150	249	175	136	94	host	gene-Saur515_RS07290
gene-phage515_00212	1019	1198	1076	1000	799	1293	582	574	325	phage	gene-phage515_00212
gene-Saur515_RS12905	7	5	6	3	1	0	0	0	2	host	gene-Saur515_RS12905
gene-Saur515_RS13880	174	151	164	133	132	177	341	105	123	host	gene-Saur515_RS13880
gene-Saur515_RS13380	1	2	2	0	0	0	0	0	1	host	gene-Saur515_RS13380
gene-Saur515_RS08910	122	144	137	32	28	42	46	27	24	host	thrB
gene-Saur515_RS11425	561	567	612	80	71	115	113	80	42	host	gene-Saur515_RS11425
gene-Saur515_RS06725	417	447	476	67	54	111	139	111	52	host	proC
gene-Saur515_RS01805	109	103	102	29	24	37	29	32	20	host	gene-Saur515_RS01805
gene-Saur515_RS04695	326	400	416	112	98	141	146	109	89	host	norA
gene-Saur515_RS09650	1201	1217	1563	710	539	1068	792	776	449	host	gene-Saur515_RS09650
gene-Saur515_RS08435	109	127	155	33	31	71	68	68	32	host	gene-Saur515_RS08435
gene-Saur515_RS02205	331	348	406	102	90	192	233	203	109	host	gene-Saur515_RS02205
gene-Saur515_RS04405	21	26	18	5	9	9	11	12	3	host	gene-Saur515_RS04405
gene-Saur515_RS09400	433	543	489	130	124	186	211	121	83	host	gene-Saur515_RS09400
gene-Saur515_RS00535	66	53	75	16	11	19	19	14	3	host	isdI
gene-Saur515_RS07590	4423	4997	4968	1340	1051	1715	2275	1408	812	host	rpsR
gene-Saur515_RS05320	763	840	901	229	206	328	242	189	106	host	gene-Saur515_RS05320
gene-Saur515_RS00890	38	46	22	11	11	13	12	6	3	host	gene-Saur515_RS00890
gene-Saur515_RS03235	116	142	170	58	47	81	113	66	82	host	gene-Saur515_RS03235
gene-Saur515_RS08150	136	154	154	27	34	45	89	42	20	host	gene-Saur515_RS08150
gene-Saur515_RS12875	0	0	1	0	0	1	0	1	0	host	gene-Saur515_RS12875
gene-Saur515_RS02785	837	893	874	275	256	392	317	263	139	host	gene-Saur515_RS02785
gene-Saur515_RS04140	844	800	958	488	355	710	915	994	492	host	gene-Saur515_RS04140
gene-Saur515_RS00935	98	119	112	14	11	37	33	20	19	host	gene-Saur515_RS00935
gene-phage515_00035	2050	2371	2062	6707	6853	9509	7348	7301	4346	phage	gene-phage515_00035
gene-Saur515_RS13600	1618	1862	1916	649	648	922	858	525	336	host	gene-Saur515_RS13600
gene-Saur515_RS07905	5	2	0	1	0	0	0	0	1	host	gene-Saur515_RS07905
gene-Saur515_RS13245	6	8	7	4	3	4	5	4	1	host	gene-Saur515_RS13245
gene-phage515_00086	162	178	189	1102	1570	2202	20357	10990	10435	phage	ter.1
gene-Saur515_RS10125	207	245	278	29	33	52	85	40	17	host	gene-Saur515_RS10125
gene-Saur515_RS07005	4	3	5	0	2	3	0	0	3	host	gene-Saur515_RS07005
gene-Saur515_RS10790	1366	1429	1385	469	443	722	513	235	224	host	ligA
gene-phage515_00029	1836	2045	1616	5041	5420	7222	6382	4676	3593	phage	gene-phage515_00029
gene-Saur515_RS05355	209	247	218	151	149	234	254	154	107	host	scb
gene-Saur515_RS00040	89	79	83	41	22	42	38	28	19	host	gene-Saur515_RS00040
gene-Saur515_RS07190	2237	2462	2402	706	657	1024	1003	654	351	host	aaa
gene-Saur515_RS03840	162	184	171	44	42	58	85	46	33	host	gene-Saur515_RS03840
gene-Saur515_RS12920	0	2	2	1	0	0	2	1	0	host	gene-Saur515_RS12920
gene-Saur515_RS11010	910	1052	1023	178	160	321	361	234	152	host	gene-Saur515_RS11010
gene-Saur515_RS10470	356	351	399	99	89	133	96	57	42	host	aroB
gene-Saur515_RS10195	2976	3235	3190	927	751	1214	992	826	441	host	hxlA
gene-Saur515_RS10255	179	238	229	42	41	53	67	43	31	host	tadA
gene-Saur515_RS03225	689	758	787	159	139	251	228	251	109	host	gene-Saur515_RS03225
gene-Saur515_RS03180	660	639	699	193	160	277	327	260	131	host	gene-Saur515_RS03180
gene-Saur515_RS00050	36	51	35	13	11	31	18	11	5	host	gene-Saur515_RS00050
gene-Saur515_RS05060	273	306	294	117	102	185	156	165	97	host	mnhA2
gene-Saur515_RS00370	381	328	373	95	116	162	159	139	80	host	gene-Saur515_RS00370
gene-Saur515_RS12395	369	392	448	79	70	133	148	77	42	host	gene-Saur515_RS12395
gene-Saur515_RS10435	1076	1176	1120	271	262	455	418	320	199	host	gene-Saur515_RS10435
gene-Saur515_RS03835	1013	1154	1217	369	353	551	541	371	236	host	gene-Saur515_RS03835
gene-Saur515_RS10440	730	856	789	186	200	353	312	225	169	host	gene-Saur515_RS10440
gene-Saur515_RS12405	340	381	332	137	182	272	166	180	112	host	gene-Saur515_RS12405
gene-Saur515_RS08295	223	218	332	63	33	90	64	75	36	host	gene-Saur515_RS08295
gene-Saur515_RS00265	79316	83313	82112	22340	25575	42200	37517	23608	15731	host	pflB
gene-Saur515_RS11015	884	943	1021	271	296	486	378	311	191	host	bcp
gene-Saur515_RS05230	34	25	38	11	9	16	8	12	5	host	isdG
gene-Saur515_RS12140	72	72	84	14	19	31	53	20	22	host	gene-Saur515_RS12140
gene-Saur515_RS05110	483	476	527	106	111	153	155	121	93	host	gene-Saur515_RS05110
gene-phage515_00178	9284	10538	8940	22362	23153	34825	37446	28285	17045	phage	mbpJ
gene-Saur515_RS12805	27	19	24	10	5	13	5	4	3	host	gene-Saur515_RS12805
gene-Saur515_RS01290	1846	1966	2197	597	474	863	975	777	435	host	recF
gene-Saur515_RS01470	42	38	43	10	9	18	12	8	4	host	gene-Saur515_RS01470
gene-Saur515_RS12410	539	708	644	278	279	432	390	378	220	host	argH
gene-Saur515_RS12880	0	0	1	0	0	0	0	0	0	host	gene-Saur515_RS12880
gene-Saur515_RS11220	275	272	410	153	118	253	210	127	98	host	gene-Saur515_RS11220
gene-Saur515_RS05185	133	135	132	36	35	46	39	17	18	host	gene-Saur515_RS05185
gene-Saur515_RS12060	544	615	591	124	127	159	186	165	59	host	gene-Saur515_RS12060
gene-Saur515_RS08430	172	162	205	31	35	57	78	66	31	host	gene-Saur515_RS08430
gene-Saur515_RS11155	5638	6029	6247	2052	1892	3305	2995	2313	1373	host	hemA
gene-Saur515_RS10650	780	856	882	323	294	463	417	239	160	host	gene-Saur515_RS10650
gene-Saur515_RS12065	4233	4654	4552	960	922	1378	1567	943	526	host	lysS
gene-Saur515_RS07915	24	24	18	6	5	10	6	6	0	host	gene-Saur515_RS07915
gene-Saur515_RS05290	398	435	425	151	123	236	222	159	93	host	uvrC
gene-Saur515_RS06230	171	154	166	44	28	47	37	41	24	host	gene-Saur515_RS06230
gene-Saur515_RS12160	53	59	63	8	7	13	17	15	7	host	gene-Saur515_RS12160
gene-Saur515_RS13480	68	70	81	17	16	29	26	20	12	host	sfaA
gene-Saur515_RS13375	32	36	32	8	6	18	9	13	4	host	gene-Saur515_RS13375
gene-Saur515_RS11700	1687	1845	1979	626	487	872	539	523	292	host	gene-Saur515_RS11700
gene-Saur515_RS09955	125	132	167	43	33	60	80	57	22	host	gene-Saur515_RS09955
gene-Saur515_RS12225	2024	2115	2160	606	628	1051	832	402	322	host	yhaM
gene-Saur515_RS04035	748	776	813	292	234	380	366	303	155	host	sufU
gene-Saur515_RS04610	137	190	165	30	49	65	80	60	29	host	queC
gene-Saur515_RS10190	2356	2594	2638	700	640	1015	868	709	399	host	hxlB
gene-Saur515_RS00165	252	300	326	75	46	111	80	59	36	host	gene-Saur515_RS00165
gene-Saur515_RS09925	105	122	123	51	38	47	79	39	27	host	gene-Saur515_RS09925
gene-Saur515_RS09130	1059	1214	1316	298	249	456	393	345	171	host	gene-Saur515_RS09130
gene-Saur515_RS14090	677	602	925	149	85	204	199	256	108	host	gene-Saur515_RS14090
gene-Saur515_RS12290	3417	3828	3920	1110	1022	1866	1703	1696	952	host	gene-Saur515_RS12290
gene-Saur515_RS08450	140	153	159	49	53	78	76	38	33	host	gene-Saur515_RS08450
gene-Saur515_RS05460	2599	2582	2852	709	512	1071	1042	923	410	host	mraZ
gene-Saur515_RS11030	3045	3625	3478	931	733	1266	1415	765	485	host	gene-Saur515_RS11030
gene-Saur515_RS13455	143	196	157	50	36	55	44	30	21	host	gene-Saur515_RS13455
gene-Saur515_RS05330	788	851	1040	475	390	807	641	430	280	host	ecb
gene-Saur515_RS04030	2675	2780	2937	805	697	1123	1161	806	461	host	sufB
gene-phage515_00065	3782	4131	3694	8415	9193	12649	15342	11736	8283	phage	gene-phage515_00065
gene-Saur515_RS12730	217	252	267	101	129	123	386	281	224	host	gene-Saur515_RS12730
gene-Saur515_RS04540	349	441	400	168	162	285	212	243	117	host	gene-Saur515_RS04540
gene-Saur515_RS12495	20	18	15	8	5	6	4	6	4	host	gene-Saur515_RS12495
gene-Saur515_RS13170	1254	1362	1432	433	335	554	480	374	222	host	gene-Saur515_RS13170
gene-Saur515_RS00905	566	627	637	177	138	289	202	143	105	host	gene-Saur515_RS00905
gene-Saur515_RS11885	791	812	963	249	201	341	376	313	181	host	gene-Saur515_RS11885
gene-Saur515_RS10010	17571	18901	19228	9483	8651	14518	12146	9488	5611	host	pyk
gene-Saur515_RS07975	167	150	164	49	34	60	43	47	29	host	gene-Saur515_RS07975
gene-Saur515_RS01850	0	1	1	1	1	0	0	1	1	host	gene-Saur515_RS01850
gene-phage515_00027	1672	1758	1532	7092	7710	10075	8748	6554	5094	phage	gene-phage515_00027
gene-Saur515_RS00605	6	8	12	5	0	2	2	0	2	host	cap8C
gene-phage515_00007	1157	1370	1189	3122	2908	4105	2141	2022	1224	phage	gene-phage515_00007
gene-Saur515_RS06830	9	9	8	3	4	9	17	8	3	host	gene-Saur515_RS06830
gene-Saur515_RS12690	17	11	16	6	5	11	18	12	5	host	gene-Saur515_RS12690
gene-Saur515_RS09490	325	331	387	131	97	174	135	80	55	host	acpS
gene-Saur515_RS11075	235	248	283	54	50	91	105	69	38	host	gene-Saur515_RS11075_gene_gap
gene-Saur515_RS14140	32	38	42	22	40	25	39	14	15	host	gene-Saur515_RS14140
gene-Saur515_RS06800	103	117	107	23	23	39	46	29	31	host	gene-Saur515_RS06800
gene-phage515_00060	5071	5653	4524	20202	23562	31049	56676	39182	26341	phage	phr
gene-Saur515_RS13355	478	473	512	617	617	880	1603	1025	841	host	gene-Saur515_RS13355
gene-Saur515_RS13515	393	424	370	182	196	269	515	228	197	host	gene-Saur515_RS13515
gene-Saur515_RS06130	404	501	497	55	59	108	167	91	48	host	gene-Saur515_RS06130
gene-Saur515_RS04110	291	303	328	57	55	106	82	86	47	host	gene-Saur515_RS04110
gene-Saur515_RS14095	17	11	34	14	17	21	23	13	8	host	gene-Saur515_RS14095
gene-phage515_00207	2455	2757	2330	3565	3083	4782	2877	2477	1624	phage	gene-phage515_00207
gene-Saur515_RS13535	134	135	110	56	59	105	171	92	54	host	gene-Saur515_RS13535
gene-Saur515_RS06095	674	906	752	256	382	454	543	334	348	host	ssrS
gene-Saur515_RS10320	7007	7224	7831	2015	1507	2517	2880	1544	1015	host	rpsL
gene-Saur515_RS07210	844	922	994	317	275	453	306	301	161	host	gene-Saur515_RS07210
gene-Saur515_RS06760	76	74	81	15	15	21	24	9	8	host	gene-Saur515_RS06760
gene-Saur515_RS05645	177	193	242	52	40	79	69	58	50	host	gene-Saur515_RS05645
gene-Saur515_RS03035	628	696	693	196	215	359	356	240	139	host	gene-Saur515_RS03035
gene-Saur515_RS13685	3337	3913	4288	603	494	783	785	729	409	host	gene-Saur515_RS13685
gene-Saur515_RS10210	1276	1453	1527	314	293	426	392	280	166	host	bshB2
gene-Saur515_RS10775	651	683	751	240	162	316	241	192	122	host	gene-Saur515_RS10775
gene-Saur515_RS08770	1245	1525	1442	384	365	551	510	237	159	host	gene-Saur515_RS08770
gene-phage515_00189A	2460	2728	2252	10529	8936	15574	11343	10758	6263	phage	gene-phage515_00189A
gene-Saur515_RS10600	750	821	843	216	190	357	333	220	105	host	gene-Saur515_RS10600
gene-Saur515_RS02530	662	748	848	149	162	282	370	262	156	host	gene-Saur515_RS02530
gene-Saur515_RS09470	72	90	106	9	8	16	16	25	7	host	gene-Saur515_RS09470
gene-Saur515_RS08900	400	380	534	156	141	312	269	212	129	host	gene-Saur515_RS08900
gene-Saur515_RS02710	122	129	206	38	17	43	37	35	15	host	gene-Saur515_RS02710
gene-phage515_00098	131	117	121	423	462	648	7045	2423	3272	phage	gene-phage515_00098
gene-Saur515_RS08585	53	83	55	18	16	28	25	19	14	host	gene-Saur515_RS08585
gene-Saur515_RS07940	1234	1273	1289	313	251	496	399	272	153	host	gene-Saur515_RS07940
gene-Saur515_RS08980	14	13	12	4	0	2	5	2	0	host	gene-Saur515_RS08980
gene-Saur515_RS01650	426	442	449	226	181	266	275	295	134	host	gtfA
gene-Saur515_RS13915	131	125	140	81	83	124	208	79	83	host	gene-Saur515_RS13915
gene-Saur515_RS02415	382	398	455	144	143	243	223	239	108	host	gene-Saur515_RS02415
gene-Saur515_RS13050	45	52	46	24	20	37	32	29	13	host	opp4C
gene-Saur515_RS01860	57	62	70	25	9	22	30	34	13	host	gene-Saur515_RS01860
gene-phage515_00032	344	391	275	1293	1538	2157	13755	8121	6032	phage	gene-phage515_00032
gene-Saur515_RS03745	96	129	111	29	20	41	28	33	15	host	gene-Saur515_RS03745
gene-Saur515_RS09895	10597	11804	12538	2238	1759	3162	4755	2369	1352	host	rpsD
gene-Saur515_RS01455	464	513	558	154	140	269	272	182	128	host	gene-Saur515_RS01455
gene-Saur515_RS13140	15	21	20	5	5	11	12	12	1	host	gene-Saur515_RS13140
gene-Saur515_RS00170	451	542	523	264	313	399	591	341	270	host	gene-Saur515_RS00170
gene-Saur515_RS02680	133	139	153	42	33	81	63	56	28	host	gene-Saur515_RS02680
gene-Saur515_RS09255	1518	1797	1718	515	411	678	528	378	233	host	prfA
gene-Saur515_RS03500	2658	2649	2545	695	662	996	1161	375	379	host	rplW
gene-Saur515_RS08170	3544	3832	3734	1569	1330	2278	2003	1490	924	host	gene-Saur515_RS08170
gene-phage515_00202	1982	2184	1921	3423	3207	4489	2887	2645	1726	phage	gene-phage515_00202
gene-Saur515_RS05235	4	4	2	1	0	0	2	0	1	host	gene-Saur515_RS05235
gene-Saur515_RS11160	995	1021	1088	365	372	579	443	343	218	host	gene-Saur515_RS11160
gene-Saur515_RS07070	10	12	15	1	5	6	4	5	0	host	gene-Saur515_RS07070
gene-phage515_00199	1433	1683	1506	2712	2646	3659	3059	2672	1646	phage	mbpN
gene-Saur515_RS02355	549	580	587	132	118	187	154	86	56	host	cntA
gene-Saur515_RS12950	1815	2160	1978	447	406	682	700	453	256	host	gene-Saur515_RS12950
gene-Saur515_RS08365	846	990	1029	247	248	381	296	301	145	host	gene-Saur515_RS08365
gene-Saur515_RS09480	629	645	714	196	193	254	207	140	90	host	gene-Saur515_RS09480
gene-Saur515_RS06555	680	683	705	190	138	242	196	145	86	host	gcvT
gene-Saur515_RS02345	13	14	16	5	3	10	2	3	5	host	cntL
gene-Saur515_RS01690	274	354	321	44	56	90	108	62	49	host	gene-Saur515_RS01690
gene-Saur515_RS01555	10	10	7	2	1	6	1	2	0	host	icaD
gene-Saur515_RS05620	1001	992	1243	227	168	381	262	244	110	host	rpoZ
gene-Saur515_RS00055	738	788	790	85	96	189	265	164	60	host	gene-Saur515_RS00055
gene-Saur515_RS03300	27	38	33	11	13	14	10	17	5	host	yut
gene-Saur515_RS10940	437	559	572	87	104	138	202	142	64	host	yfkAB
gene-Saur515_RS08300	311	434	357	96	94	155	182	124	74	host	gene-Saur515_RS08300
gene-Saur515_RS04945	399	517	559	177	125	262	207	155	107	host	gene-Saur515_RS04945
gene-Saur515_RS05120	419	443	480	117	92	139	137	126	66	host	gene-Saur515_RS05120
gene-Saur515_RS05020	12749	12399	13561	3491	2911	5326	4313	2692	1589	host	gene-Saur515_RS05020
gene-Saur515_RS08230	1478	1436	1707	386	299	577	434	330	184	host	def
gene-Saur515_RS03645	511	535	537	123	110	208	207	119	66	host	truA
gene-Saur515_RS11795	1033	1233	1263	177	168	321	314	184	121	host	gene-Saur515_RS11795
gene-Saur515_RS03335	1217	1229	1253	379	321	620	551	361	257	host	modA
gene-Saur515_RS03170	384	398	419	85	86	171	268	162	103	host	gene-Saur515_RS03170
gene-Saur515_RS05345	118	124	147	61	41	82	67	76	45	host	gene-Saur515_RS05345
gene-Saur515_RS05050	69	51	57	18	19	23	23	18	5	host	mnhC2
gene-Saur515_RS04325	6791	6969	7524	1585	1200	2467	2163	1810	827	host	trxB
gene-Saur515_RS03485	4663	5167	5199	1139	925	1417	1480	561	529	host	rpsJ
gene-Saur515_RS14390	603	638	686	267	258	455	414	314	191	host	gene-Saur515_RS14390
gene-Saur515_RS09820	9213	10253	10235	2004	2199	3280	2780	1761	1148	host	gene-Saur515_RS09820
gene-Saur515_RS07175	171	171	185	62	56	81	96	61	36	host	gene-Saur515_RS07175
gene-Saur515_RS13620	94	113	112	33	42	49	39	20	15	host	opp3C
gene-Saur515_RS01600	438	481	508	167	139	199	386	297	159	host	gene-Saur515_RS01600
gene-Saur515_RS03540	2094	1954	2021	789	642	869	1135	276	372	host	rplN
gene-Saur515_RS07180	94	108	120	39	18	53	56	46	21	host	gene-Saur515_RS07180
gene-phage515_00097	354	463	373	4765	8257	9778	561234	143424	180632	phage	mcp
gene-Saur515_RS13630	119	122	139	46	52	74	49	21	24	host	gene-Saur515_RS13630
gene-Saur515_RS12480	331	398	386	61	61	95	75	58	29	host	gene-Saur515_RS12480
gene-Saur515_RS00810	35	41	41	11	11	8	20	9	4	host	sirB
gene-Saur515_RS04895	163	160	202	53	45	88	71	68	24	host	gene-Saur515_RS04895
gene-Saur515_RS12305	177	197	194	78	76	121	61	54	33	host	gene-Saur515_RS12305
gene-Saur515_RS11960	3261	3439	3836	1645	1147	2385	3090	2822	1426	host	spoVG
gene-Saur515_RS12100	43	39	43	20	9	22	44	11	6	host	gene-Saur515_RS12100
gene-Saur515_RS06190	1549	1569	1647	478	452	699	698	393	255	host	udk
gene-Saur515_RS02370	94	117	95	34	31	37	30	11	11	host	gene-Saur515_RS02370
gene-phage515_00220	1835	2071	1825	3032	2767	4007	2193	2024	1150	phage	gene-phage515_00220
gene-Saur515_RS11820	8	15	14	3	2	9	7	0	1	host	gene-Saur515_RS11820
gene-Saur515_RS11125	527	565	582	99	97	176	124	106	60	host	gene-Saur515_RS11125
gene-Saur515_RS01265	6154	6564	6756	1751	1459	2733	1708	1268	665	host	serS
gene-phage515_00042	4098	4802	3869	18679	19378	29167	45694	37271	22647	phage	gene-phage515_00042
gene-phage515_00089A	345	379	328	2689	3256	4338	13203	9334	7580	phage	gene-phage515_00089A
gene-phage515_00119	2591	2725	2574	5147	5379	7778	12332	6347	5813	phage	bmpB
gene-Saur515_RS04290	16668	18241	18024	4949	4721	8469	7976	6191	3372	host	gene-Saur515_RS04290
gene-Saur515_RS01845	0	1	1	0	1	0	0	1	0	host	gene-Saur515_RS01845
gene-Saur515_RS02675	103	106	105	36	23	68	57	45	24	host	gene-Saur515_RS02675
gene-Saur515_RS04105	674	708	1038	175	126	254	200	216	108	host	gene-Saur515_RS04105
gene-Saur515_RS01685	6065	7474	6821	1400	1518	2157	2297	1316	917	host	gene-Saur515_RS01685
gene-Saur515_RS08020	318	382	395	106	105	146	126	121	57	host	gene-Saur515_RS08020
gene-Saur515_RS00720	40	41	42	11	13	16	15	16	7	host	gene-Saur515_RS00720
gene-Saur515_RS13955	390	297	343	217	164	258	586	131	201	host	gene-Saur515_RS13955
gene-Saur515_RS10080	212	235	261	60	58	76	77	58	45	host	merA
gene-Saur515_RS12340	1244	1645	1441	384	484	714	636	601	414	host	clpB
gene-Saur515_RS02545	39	56	60	19	21	35	48	47	30	host	gene-Saur515_RS02545
gene-Saur515_RS01220	1	0	5	0	1	1	0	0	0	host	gene-Saur515_RS01220
gene-Saur515_RS12835	3	6	10	1	3	2	3	4	1	host	gene-Saur515_RS12835
gene-Saur515_RS12830	2	3	2	1	0	2	1	1	2	host	gene-Saur515_RS12830
gene-Saur515_RS10060	70	72	70	25	14	25	22	14	7	host	gene-Saur515_RS10060
gene-Saur515_RS03000	406	454	420	106	67	122	135	78	49	host	gltS
gene-Saur515_RS04830	2126	2421	2411	482	422	716	821	516	294	host	gene-Saur515_RS04830
gene-Saur515_RS09365	53	65	68	14	13	14	14	8	3	host	gene-Saur515_RS09365
gene-Saur515_RS00020	242	246	264	59	71	97	113	72	55	host	rbsU
gene-Saur515_RS02045	48	50	48	14	20	25	14	17	8	host	gene-Saur515_RS02045
gene-Saur515_RS03525	2276	2216	2378	847	743	1014	1317	324	461	host	rplP
gene-Saur515_RS14150	47	53	74	29	33	26	44	12	13	host	gene-Saur515_RS14150
gene-Saur515_RS13900	270	228	272	157	168	217	383	164	147	host	gene-Saur515_RS13900
gene-Saur515_RS10580	764	865	845	215	176	265	250	142	105	host	gene-Saur515_RS10580
gene-Saur515_RS09370	37	37	30	15	17	16	18	10	3	host	sceD
gene-Saur515_RS09770	2707	2906	2908	691	725	1033	932	594	415	host	murC
gene-Saur515_RS09180	316	338	350	75	70	108	112	77	61	host	gene-Saur515_RS09180
gene-Saur515_RS06630	1602	1575	1699	423	414	668	598	288	237	host	gene-Saur515_RS06630
gene-Saur515_RS05740	1409	1434	1544	370	369	610	536	200	229	host	smc
gene-Saur515_RS10905	983	1111	1089	299	259	473	394	319	187	host	vraR
gene-Saur515_RS05425	49	57	74	11	13	14	11	9	5	host	gene-Saur515_RS05425
gene-Saur515_RS03930	2982	3126	3183	739	802	1196	1458	601	453	host	dltD
gene-Saur515_RS05890	1129	1226	1324	311	269	430	403	265	140	host	rseP
gene-Saur515_RS05025	2209	2436	2511	758	785	1366	1088	945	516	host	gene-Saur515_RS05025
gene-Saur515_RS07195	237	251	277	52	45	95	63	60	22	host	gmpC
gene-Saur515_RS03095	475	519	554	127	118	153	161	118	63	host	gene-Saur515_RS03095
gene-Saur515_RS10015	36	53	54	10	6	15	8	11	4	host	gene-Saur515_RS10015
gene-Saur515_RS06790	40	59	71	10	22	23	30	13	15	host	gene-Saur515_RS06790
gene-Saur515_RS13335	79	109	104	41	43	78	128	81	84	host	gene-Saur515_RS13335
gene-phage515_00137	3237	3619	3006	19004	21787	29720	38278	25930	21303	phage	gene-phage515_00137
gene-phage515_00117	1689	1796	1735	1868	1799	2841	7311	3738	3103	phage	gene-phage515_00117
gene-Saur515_RS07595	8964	10185	10151	2352	1884	3030	4593	2635	1393	host	ssb
gene-Saur515_RS12090	55	63	73	16	14	26	56	23	17	host	gene-Saur515_RS12090
gene-Saur515_RS05805	38	31	43	14	15	17	13	6	4	host	gene-Saur515_RS05805
gene-Saur515_RS09990	1859	1909	1962	565	529	773	681	381	286	host	gene-Saur515_RS09990
gene-Saur515_RS04020	29	26	38	7	11	12	10	7	3	host	gene-Saur515_RS04020
gene-Saur515_RS02055	186	209	161	57	48	95	95	48	53	host	gene-Saur515_RS02055
gene-Saur515_RS01025	138	159	173	57	57	85	84	88	59	host	gene-Saur515_RS01025
gene-Saur515_RS01085	483	490	516	159	115	180	190	136	87	host	gene-Saur515_RS01085
gene-Saur515_RS11460	59	72	99	18	10	27	42	32	18	host	gene-Saur515_RS11460
gene-Saur515_RS11390	187	190	254	118	87	210	153	171	97	host	gene-Saur515_RS11390
gene-Saur515_RS12035	1639	1875	1838	474	380	564	483	354	244	host	hslO
gene-Saur515_RS09065	8092	8249	9042	2507	2985	5049	3915	3640	1801	host	glmS
gene-Saur515_RS08650	34	33	53	13	15	24	16	15	12	host	nikC
gene-Saur515_RS12800	163	145	191	117	103	152	188	125	115	host	gene-Saur515_RS12800
gene-Saur515_RS12705	963	1045	1203	517	432	803	1075	633	416	host	scn
