Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA4010	317	213	369	393	346	135	205	122	33	61	55	15	10	host	gene-PA4010
gene-PA1428	32	20	48	51	53	26	64	7	2	16	6	2	2	host	gene-PA1428
gene-PA0467	20	14	35	36	26	18	28	12	7	14	36	9	1	host	gene-PA0467
gene-PA4463	1628	1194	2138	2111	1241	990	2347	225	244	567	69	101	145	host	gene-PA4463
gene-PA0630	67	47	58	98	253	112	91	164	40	38	52	10	8	host	gene-PA0630
gene-PA1148	31	20	29	46	44	16	54	16	5	11	49	2	0	host	toxA
gene-PA4493	510	337	461	880	627	239	1343	124	41	135	35	13	12	host	roxR
gene-EST35_0308	0	0	0	0	287	182	26	503	1372	957	1529	3765	3287	phage	gene-EST35_0308
gene-PA1708	157	82	122	160	139	63	130	43	12	55	25	6	4	host	popB
gene-PA0952	128	99	214	174	44	73	246	6	15	25	18	2	9	host	gene-PA0952
gene-PA4980	14	17	52	27	22	30	38	4	6	5	20	0	3	host	gene-PA4980
gene-PA0586	60	43	104	76	69	127	185	22	42	66	109	30	26	host	gene-PA0586
gene-PA1404	7	6	8	5	18	7	11	1	2	6	11	0	1	host	gene-PA1404
gene-EST35_0422	0	0	0	0	5938	3090	36	16055	17456	16129	4625	4098	8249	phage	gene-EST35_0422
gene-PA3184	238	144	285	289	371	185	249	141	52	95	63	14	17	host	gene-PA3184
gene-PA1968	13	10	25	32	53	45	44	7	6	14	5	4	5	host	gene-PA1968
gene-PA2422	1	4	6	4	8	5	6	0	1	6	8	1	0	host	gene-PA2422
gene-EST35_0128	0	0	0	0	615	806	188	1868	884	799	2817	3936	722	phage	gene-EST35_0128
gene-PA3854	67	46	63	67	114	51	86	45	8	19	28	3	2	host	gene-PA3854
gene-PA4301	27	27	53	41	44	14	44	15	8	7	40	3	2	host	tadB
gene-PA0414	239	184	246	373	625	187	485	251	25	61	46	7	8	host	chpB
gene-PA0495	150	78	126	153	140	123	303	45	39	170	39	12	9	host	gene-PA0495
gene-PA2236	49	45	54	163	185	100	93	71	53	114	35	18	20	host	pslF
gene-PA3420	26	14	41	27	53	26	34	24	4	7	58	6	2	host	gene-PA3420
gene-PA0374	719	527	664	987	784	431	690	359	132	222	114	23	33	host	ftsE
gene-PA3333	5	2	8	9	30	14	18	6	2	4	17	1	0	host	fabH2
gene-PA2171	2	3	15	7	8	11	5	4	3	2	7	2	1	host	gene-PA2171
gene-PA2481	149	167	241	474	503	142	551	150	34	113	58	10	15	host	gene-PA2481
gene-EST35_0323	0	0	0	0	5835	3372	153	26575	13095	8166	35000	16007	21814	phage	gene-EST35_0323
gene-PA2028	11	9	31	21	7	9	12	0	2	4	19	0	0	host	gene-PA2028
gene-PA4264	8452	4778	9520	7574	12997	6521	5846	3502	2791	4402	813	669	1208	host	rpsJ
gene-PA1295	38	23	81	94	60	39	55	12	9	33	9	3	3	host	gene-PA1295
gene-PA0865	547	170	453	168	314	278	459	50	65	305	39	38	40	host	hpd
gene-PA1665	15	7	19	33	154	12	34	25	6	12	27	0	1	host	gene-PA1665
gene-PA4411	2420	1475	2371	2939	4419	1565	2977	1701	458	755	480	142	171	host	murC
gene-PA3047	191	171	285	446	242	137	283	63	28	90	57	12	11	host	gene-PA3047
gene-PA5400	25	11	28	44	53	21	28	22	6	5	45	7	1	host	gene-PA5400
gene-EST35_0208	0	0	0	0	29	152	42	704	3821	324	23209	47025	34903	phage	gene-EST35_0208
gene-PA2443	27	22	25	46	100	44	146	41	17	43	32	3	8	host	sdaA
gene-PA4976	51	46	69	78	131	71	110	49	12	22	62	7	3	host	aruH
gene-PA2880	5	3	13	15	11	12	8	2	1	9	33	5	2	host	gene-PA2880
gene-PA0633	296	134	148	265	420	211	100	125	82	62	76	35	16	host	gene-PA0633
gene-PA5277	943	677	1087	1376	1084	542	774	293	119	280	92	34	40	host	lysA
gene-EST35_0233	0	0	0	0	372	155	69	4736	7120	854	31680	11537	14194	phage	gene-EST35_0233
gene-PA4965	508	443	568	897	783	342	685	365	47	102	109	8	13	host	gene-PA4965
gene-PA2860	290	256	609	522	314	234	289	65	52	85	27	14	12	host	gene-PA2860
gene-PA5022	359	346	637	713	478	334	584	132	95	207	177	26	16	host	gene-PA5022
gene-PA5236	424	296	382	529	516	260	430	183	58	134	102	13	12	host	gene-PA5236
gene-PA3875	86	53	96	66	266	60	1541	206	35	85	160	17	27	host	narG
gene-EST35_0081	0	0	0	0	24622	17585	7501	6972	5470	7845	8100	2969	3610	phage	gene-EST35_0081
gene-PA1663	10	12	26	44	125	21	45	27	4	7	35	1	3	host	gene-PA1663
gene-PA1286	59	33	80	75	78	56	53	27	10	8	49	11	8	host	gene-PA1286
gene-PA2345	27	17	27	41	65	35	42	27	10	17	20	1	6	host	gene-PA2345
gene-PA4125	27	16	24	26	29	16	36	15	4	5	26	3	4	host	hpcD
gene-PA1911	10	12	18	22	42	7	19	13	1	5	9	1	0	host	femR
gene-PA0544	78	62	157	126	94	64	89	30	15	18	39	5	11	host	gene-PA0544
gene-PA0584	139	119	137	220	204	101	164	56	33	59	52	6	7	host	cca
gene-PA0446	131	105	147	178	267	246	263	86	36	93	69	14	24	host	gene-PA0446
gene-PA3989	295	312	403	654	418	301	482	86	78	198	33	19	20	host	holA
gene-PA0109	22	9	14	16	31	22	28	6	5	9	16	4	2	host	gene-PA0109
gene-PA3860	84	72	61	126	135	65	187	45	11	34	88	9	7	host	gene-PA3860
gene-PA5530	126	1168	1248	1567	114	369	113	13	99	45	91	22	17	host	gene-PA5530
gene-PA1678	269	153	290	379	362	185	347	95	69	152	40	9	32	host	gene-PA1678
gene-PA0469	108	71	114	131	137	83	162	39	34	58	46	17	12	host	gene-PA0469
gene-PA1215	9	4	14	12	19	9	16	5	3	3	23	0	2	host	gene-PA1215
gene-PA4624	68	41	110	88	93	89	75	39	50	46	92	18	13	host	gene-PA4624
gene-PA0039	2131	1520	3499	2934	979	659	1789	239	304	577	81	66	98	host	gene-PA0039
gene-PA4101	26	19	42	44	33	18	35	13	10	7	24	3	0	host	bfmR
gene-PA4292	703	711	1121	1580	1063	610	1127	243	153	380	114	33	48	host	gene-PA4292
gene-PA3013	465	325	461	530	2367	1807	600	164	232	206	40	115	27	host	foaB
gene-PA0618	97	49	63	103	211	177	75	68	56	40	77	20	10	host	gene-PA0618
gene-PA5139	356	379	534	590	188	153	267	38	26	60	48	7	12	host	gene-PA5139
gene-PA3584	494	462	582	991	205	292	435	190	256	285	97	54	109	host	glpD
gene-PA1150	291	199	423	295	304	261	380	76	64	97	99	21	27	host	pys2
gene-PA3799	1591	1045	1750	2136	1936	956	1394	600	332	671	221	66	119	host	gene-PA3799
gene-PA1211	14	8	17	19	36	12	13	11	2	2	17	0	1	host	gene-PA1211
gene-PA3321	88	70	92	109	101	46	72	46	10	9	37	5	3	host	gene-PA3321
gene-PA3887	405	511	732	931	415	310	479	120	70	114	86	25	22	host	nhaP
gene-PA2561	100	62	112	159	195	101	221	45	35	95	62	15	19	host	gene-PA2561
gene-PA0951	324	229	444	389	263	218	383	53	67	108	82	26	35	host	gene-PA0951
gene-PA2559a	51	32	52	68	106	75	148	19	28	56	9	6	5	host	gene-PA2559a
gene-PA0604	1148	793	1439	429	571	485	393	136	122	193	95	37	34	host	gene-PA0604
gene-PA1488	50	36	47	78	96	44	54	34	9	14	18	3	5	host	gene-PA1488
gene-PA4046	173	120	186	239	293	153	251	99	61	133	48	14	21	host	gene-PA4046
gene-EST35_0264	0	0	0	0	673	551	58	38127	17014	5452	58165	17503	16699	phage	gene-EST35_0264
gene-PA3673	292	239	452	486	349	247	323	78	73	134	79	9	13	host	plsB
gene-PA5473	167	109	202	274	264	179	373	62	77	107	104	28	25	host	gene-PA5473
gene-PA0315	835	572	1003	708	414	382	401	50	91	147	35	19	21	host	gene-PA0315
gene-PA3366	267	181	252	203	107	146	247	14	27	47	37	17	20	host	amiE
gene-EST35_0235	0	0	0	0	707	1492	120	39782	15414	6210	32542	18216	16430	phage	gene-EST35_0235
gene-PA0523	8	7	12	33	38	7	136	14	2	4	13	1	1	host	norC
gene-PA2931	94	54	88	123	155	67	117	54	23	35	47	4	6	host	cifR
gene-PA5127	94	78	134	170	95	72	102	26	21	42	28	5	5	host	gene-PA5127
gene-PA1345	48	34	41	64	74	26	41	29	7	13	33	2	6	host	gene-PA1345
gene-PA3502	3	3	15	6	9	5	13	0	2	4	9	2	1	host	gene-PA3502
gene-PA3776	19	21	26	37	40	26	27	12	4	10	17	2	2	host	gene-PA3776
gene-PA1990	46	21	35	45	69	24	65	33	1	17	23	2	4	host	pqqH
gene-PA2373	32	39	50	73	47	44	66	20	19	36	42	7	8	host	gene-PA2373
gene-PA2613	810	591	941	1143	1273	608	1018	436	141	351	104	35	50	host	gene-PA2613
gene-PA0496	202	60	139	145	254	188	393	114	47	173	63	11	19	host	gene-PA0496
gene-PA0926	110	65	121	118	147	68	99	30	16	39	22	3	8	host	gene-PA0926
gene-PA2993	536	422	624	836	829	391	592	366	154	296	141	44	53	host	gene-PA2993
gene-PA0881	7	5	14	6	13	11	14	3	3	6	28	3	2	host	gene-PA0881
gene-PA2648	159	243	258	430	307	353	439	47	153	368	42	45	41	host	nuoM
gene-PA4541	206	172	305	311	365	204	270	146	57	117	137	17	19	host	gene-PA4541
gene-PA1604	77	63	94	108	137	116	132	52	27	42	40	8	8	host	gene-PA1604
gene-PA1180	563	272	308	707	425	82	155	156	20	39	70	8	5	host	phoQ
gene-PA4159	15	8	25	27	26	19	20	4	0	9	51	2	1	host	fepB
gene-PA5197	83	64	131	107	124	81	147	43	18	35	39	7	6	host	rimK
gene-PA4854	833	605	962	1187	1326	616	914	496	218	449	146	51	62	host	purH
gene-PA5034	298	224	321	437	453	202	266	120	63	156	63	17	24	host	hemE
gene-PA4321	356	408	598	849	558	270	457	100	34	105	75	5	9	host	gene-PA4321
gene-PA0694	3	0	4	4	2	2	1	2	2	1	6	0	0	host	exbD2
gene-PA4061	322	271	545	480	835	313	283	350	334	144	127	101	31	host	gene-PA4061
gene-PA5529	416	345	691	599	580	432	624	281	113	222	184	45	32	host	gene-PA5529
gene-EST35_0339	0	0	0	0	2744	720	26	22864	17340	12734	3240	4903	13797	phage	gene-EST35_0339
gene-PA5206	150	111	174	215	199	102	269	74	22	72	45	11	10	host	argE
gene-PA3956	34	40	66	68	68	42	63	5	2	15	21	1	3	host	gene-PA3956
gene-PA5359	144	106	188	292	182	123	190	42	31	52	35	5	11	host	gene-PA5359
gene-PA2430	25	10	17	40	40	11	39	7	6	11	25	0	2	host	gene-PA2430
gene-PA3730	284	275	413	408	299	190	189	55	47	63	43	16	9	host	gene-PA3730
gene-PA2379	190	231	215	193	155	72	171	31	22	46	24	9	6	host	gene-PA2379
gene-EST35_0193	0	0	0	0	187	623	34	11664	12677	3863	32682	18922	25661	phage	gene-EST35_0193
gene-PA2312a	109	67	126	74	162	115	136	91	18	27	25	8	5	host	gene-PA2312a
gene-PA0403	53	63	91	139	77	58	115	10	10	18	22	2	6	host	pyrR
gene-PA3072	28	22	33	79	76	30	67	15	3	9	11	4	3	host	gene-PA3072
gene-PA4763	358	265	408	465	461	310	631	184	82	134	143	31	35	host	recN
gene-PA0314	169	118	227	244	128	111	151	24	36	56	35	17	4	host	gene-PA0314
gene-PA3107	806	498	731	1138	1523	655	1283	673	206	500	169	47	51	host	metZ
gene-PA4866	11	15	25	38	30	8	33	9	2	8	19	2	0	host	gene-PA4866
gene-PA4108a	11	14	33	16	13	10	16	1	7	6	40	0	0	host	gene-PA4108a
gene-PA0214	34	21	55	72	88	26	57	23	4	9	32	2	1	host	gene-PA0214
gene-PA2760	2510	1494	2309	2804	1286	630	946	236	164	433	99	40	66	host	gene-PA2760
gene-PA3437	104	104	196	221	76	71	142	27	10	17	20	3	2	host	folM
gene-PA3802	993	692	1027	1156	1206	611	916	394	315	477	118	79	130	host	hisS
gene-EST35_0100	0	0	0	0	18374	34018	26648	38889	4607	5885	13123	3297	2024	phage	gene-EST35_0100
gene-PA2099	4	3	8	5	11	5	15	6	2	0	6	1	1	host	gene-PA2099
gene-PA1578a	134	81	170	204	80	41	110	23	13	10	5	1	3	host	gene-PA1578a
gene-PA2946	257	281	329	574	219	191	287	70	27	68	32	15	10	host	gene-PA2946
gene-PA1601	90	33	67	512	86	52	109	51	15	24	62	10	7	host	gene-PA1601
gene-PA1878	15	9	18	20	31	15	26	12	5	10	11	2	0	host	gene-PA1878
gene-PA3112	1179	759	1335	1347	756	537	1338	212	184	448	76	34	56	host	accD
gene-PA1500	20	19	30	27	80	57	107	64	25	50	40	8	12	host	gene-PA1500
gene-PA3003	157	131	246	321	237	132	163	43	25	95	31	5	6	host	gene-PA3003
gene-EST35_0415	0	0	0	0	5934	11160	1287	7934	10123	11631	3011	4406	6121	phage	gene-EST35_0415
gene-PA0543	53	31	58	98	131	58	149	32	29	31	31	10	7	host	gene-PA0543
gene-PA1262	6	8	11	16	26	7	16	9	5	9	19	1	4	host	gene-PA1262
gene-PA2280	39	31	58	49	93	54	67	21	17	35	19	5	6	host	gene-PA2280
gene-PA1387	40	36	84	57	46	39	66	11	11	18	49	4	2	host	gene-PA1387
gene-PA5071	140	137	192	324	297	130	260	89	26	54	32	7	4	host	gene-PA5071
gene-PA3062	16	9	14	19	28	8	17	17	3	7	17	0	2	host	pelC
gene-EST35_0364	0	0	0	0	3854	1254	60	22328	14091	8329	31058	18970	25633	phage	gene-EST35_0364
gene-PA5005	2068	1345	2441	2763	2261	1242	1836	594	399	715	222	121	145	host	gene-PA5005
gene-PA2697	5	6	7	9	8	7	5	3	3	1	8	1	2	host	gene-PA2697
gene-PA1137	26	14	34	25	36	136	162	20	37	77	27	17	18	host	gene-PA1137
gene-PA3018	185	123	200	395	500	107	314	79	33	88	38	4	12	host	gene-PA3018
gene-PA1484	58	51	103	99	109	45	87	37	26	40	27	9	4	host	gene-PA1484
gene-PA5469	47	42	87	71	98	87	113	50	20	28	61	10	5	host	gene-PA5469
gene-PA3373	87	62	107	151	173	72	122	68	9	25	18	7	5	host	gene-PA3373
gene-PA4916	96	73	130	154	130	62	134	660	240	418	202	53	84	host	gene-PA4916
gene-PA5186	81	57	76	100	118	73	108	36	12	38	80	2	6	host	gene-PA5186
gene-PA5213	128	93	125	156	230	182	260	70	54	150	119	33	23	host	gcvP1
gene-PA1779	26	19	20	28	32	26	37	11	10	22	51	3	8	host	gene-PA1779
gene-PA0545	90	63	84	261	225	110	367	67	28	59	52	17	14	host	gene-PA0545
gene-PA0038	77	59	94	98	95	89	123	14	31	60	25	9	10	host	gene-PA0038
gene-PA0115	102	66	129	142	94	70	96	21	10	29	12	4	5	host	gene-PA0115
gene-PA0222	9	4	17	8	4	5	8	4	0	3	51	1	1	host	gene-PA0222
gene-EST35_0437	0	0	0	0	6398	3893	78	22138	10434	9746	4751	1793	5122	phage	gene-EST35_0437
gene-PA2307	5	3	17	14	12	7	8	6	1	8	14	2	1	host	gene-PA2307
gene-PA2929	33	19	40	31	23	17	43	3	4	6	20	5	6	host	gene-PA2929
gene-PA1643	174	115	165	207	262	176	265	85	57	99	46	12	13	host	gene-PA1643
gene-PA3344	1203	724	1225	1571	2165	882	1532	858	275	552	314	84	124	host	recQ
gene-PA4692	85	86	136	134	71	42	99	16	19	30	49	6	9	host	gene-PA4692
gene-PA2675	4	4	14	11	5	9	11	3	5	3	11	1	0	host	gene-PA2675
gene-PA5185	104	56	111	130	108	61	121	29	15	28	30	2	3	host	gene-PA5185
gene-PA4453	1453	1142	1189	1746	988	632	859	318	141	218	96	36	42	host	gene-PA4453
gene-PA1320	22	21	42	31	17	74	42	4	7	17	8	7	3	host	cyoD
gene-PA0048	145	125	132	380	195	83	108	41	12	25	28	5	7	host	gene-PA0048
gene-PA1677	93	94	154	221	140	120	210	40	23	38	14	7	9	host	gene-PA1677
gene-PA0051	27	13	40	22	26	24	24	12	5	6	83	5	5	host	phzH
gene-PA1460	279	213	279	360	491	200	624	138	49	123	49	13	8	host	motC
gene-PA3516	30	20	42	26	32	20	37	8	5	8	61	6	2	host	gene-PA3516
gene-PA1951	46	37	59	50	97	57	106	68	22	26	50	6	9	host	gene-PA1951
gene-PA2977	457	266	379	483	707	377	634	238	93	197	70	19	28	host	murB
gene-PA1081	475	225	362	468	485	279	529	125	45	118	58	14	9	host	flgF
gene-PA0351	157	126	169	230	182	102	151	59	23	47	27	17	4	host	gene-PA0351
gene-PA3064	51	42	102	103	126	57	82	57	22	45	70	7	12	host	pelA
gene-PA4137	24	11	34	31	23	24	23	13	4	8	50	3	3	host	gene-PA4137
gene-PA2797	230	174	393	348	306	193	228	56	50	105	27	18	23	host	gene-PA2797
gene-PA5511	405	256	425	531	502	282	457	143	52	91	80	13	17	host	mifR
gene-PA0123	87	66	103	131	87	61	69	27	11	16	48	7	5	host	gene-PA0123
gene-PA3528	228	187	272	347	257	171	287	76	60	156	29	13	22	host	rnt
gene-PA3538	121	123	209	256	153	131	202	21	36	61	48	8	13	host	gene-PA3538
gene-PA2458	107	81	172	156	168	127	383	50	32	24	81	28	14	host	gene-PA2458
gene-PA3059	10	16	18	37	31	18	22	6	13	12	36	3	3	host	pelF
gene-EST35_0382	0	0	0	0	21	256	61	65	66	63	247	591	54	phage	gene-EST35_0382
gene-PA1860	23	17	31	30	63	62	57	15	12	28	11	8	9	host	gene-PA1860
gene-PA0817	35	19	35	37	17	14	27	9	1	5	11	1	1	host	gene-PA0817
gene-PA1733	22	11	33	32	19	49	30	13	9	11	11	6	7	host	gene-PA1733
gene-PA1623	84	65	93	73	50	67	96	11	23	46	18	10	8	host	gene-PA1623
gene-PA3676	1310	396	662	1162	445	364	1061	142	110	239	150	38	38	host	gene-PA3676
gene-PA3337	42	22	48	120	102	72	157	42	21	45	44	8	14	host	rfaD
gene-PA1240	26	21	33	40	33	21	37	4	4	4	16	2	0	host	gene-PA1240
gene-PA3626	361	280	522	566	610	382	618	189	86	162	90	15	21	host	gene-PA3626
gene-PA0272	69	68	102	114	78	48	77	33	13	25	61	4	2	host	gene-PA0272
gene-PA5093	60	39	57	70	98	43	79	35	11	22	58	4	3	host	gene-PA5093
gene-PA1176	4	2	9	18	18	44	43	6	16	13	17	7	6	host	napF
gene-PA0686	14	18	21	17	29	11	14	9	3	14	70	3	1	host	gene-PA0686
gene-PA2427	3	1	3	6	7	2	2	1	2	2	8	1	1	host	gene-PA2427
gene-PA1312	24	22	34	58	37	24	33	14	9	14	38	1	0	host	gene-PA1312
gene-PA3133.2	5778	3158	6765	6026	8246	2464	3330	3308	419	1110	599	55	114	host	gene-PA3133.2
gene-EST35_0279	0	0	0	0	92	270	14	22450	21253	5675	48911	46138	46739	phage	gene-EST35_0279
gene-PA5428	122	80	149	163	118	116	201	52	39	55	66	18	18	host	gene-PA5428
gene-PA0079	475	466	531	759	771	337	359	182	33	105	88	17	14	host	gene-PA0079
gene-PA1774	480	358	501	750	413	300	979	109	119	277	50	26	39	host	crfX
gene-PA4978	44	27	56	52	50	27	50	11	20	13	54	2	5	host	gene-PA4978
gene-PA2621	623	415	856	596	351	303	439	50	84	162	24	37	25	host	gene-PA2621
gene-PA1408	40	17	52	49	60	57	81	21	16	41	65	5	6	host	gene-PA1408
gene-EST35_0357	0	0	0	0	3616	6740	507	4848	5349	6200	3200	1404	3740	phage	gene-EST35_0357
gene-EST35_0166	0	0	0	0	125	212	31	909	228	257	484	740	161	phage	gene-EST35_0166
gene-PA5018	283	196	286	369	387	208	240	137	51	89	54	13	15	host	msrA
gene-PA0598	117	79	130	166	304	145	160	104	27	66	45	15	7	host	gene-PA0598
gene-EST35_0024	0	0	0	0	751	2739	775	2636	3293	3042	1769	860	1776	phage	gene-EST35_0024
gene-PA5216	144	136	172	278	243	142	224	78	24	65	94	16	11	host	gene-PA5216
gene-PA0832	87	72	100	133	80	84	103	24	25	33	19	3	4	host	gene-PA0832
gene-PA4310	285	300	519	790	237	293	434	54	57	154	88	44	28	host	pctB
gene-PA1016	111	81	115	116	140	65	66	41	14	16	22	1	0	host	gene-PA1016
gene-PA0530	35	24	38	63	83	29	87	49	7	11	46	1	4	host	gene-PA0530
gene-PA3148	1302	636	1237	1017	249	274	1008	53	58	54	53	21	25	host	wbpI
gene-PA4295	13	7	34	17	14	20	24	2	7	9	20	4	1	host	fppA
gene-PA2524	244	225	382	360	428	311	364	213	67	120	103	32	18	host	gene-PA2524
gene-PA2048	14	9	20	14	41	10	19	15	0	7	4	0	0	host	gene-PA2048
gene-PA2854	757	527	850	1050	857	483	643	198	136	336	70	44	56	host	gene-PA2854
gene-PA3812	427	269	582	507	381	273	422	72	106	165	36	29	37	host	iscA
gene-PA3419	38	22	50	35	63	37	57	20	5	11	21	5	2	host	gene-PA3419
gene-EST35_0186	0	0	0	0	2735	5501	531	257930	78842	33118	244340	50988	75973	phage	gene-EST35_0186
gene-PA2825	56	43	57	65	50	51	45	7	17	21	16	5	8	host	ospR
gene-PA4025	41	20	27	27	37	24	26	19	9	15	13	4	1	host	gene-PA4025
gene-PA5044	1389	930	1538	1577	662	481	791	158	136	200	91	58	64	host	pilM
gene-PA1036	95	65	102	112	157	102	110	32	15	35	12	4	7	host	gene-PA1036
gene-PA1213	5	3	8	7	12	5	12	6	4	5	21	2	0	host	gene-PA1213
gene-PA3739	126	86	156	183	245	110	214	65	59	109	66	10	17	host	gene-PA3739
gene-PA2466	22	18	43	30	38	26	34	16	8	15	65	3	6	host	foxA
gene-PA0835	421	286	433	642	716	338	811	303	116	141	128	42	40	host	pta
gene-PA4376	167	113	233	220	145	106	152	33	34	63	28	5	12	host	pncB2
gene-PA2536	101	103	117	193	150	131	147	45	20	59	27	5	13	host	gene-PA2536
gene-PA3417	6	3	10	7	7	54	37	2	7	29	40	10	7	host	gene-PA3417
gene-PA0945	697	543	895	973	926	576	784	287	224	501	84	32	82	host	purM
gene-PA2780	31	19	56	31	16	12	24	3	12	4	11	1	3	host	gene-PA2780
gene-PA0612	44	24	24	55	143	47	31	48	11	12	25	3	1	host	ptrB
gene-PA2787	23	16	40	61	47	32	78	21	12	16	32	3	3	host	cpg2
gene-PA2096	25	14	24	36	41	23	23	6	7	8	24	5	0	host	gene-PA2096
gene-EST35_0315	0	0	0	0	1124	1582	102	6040	9646	3460	69570	33627	30855	phage	gene-EST35_0315
gene-PA5330	894	594	951	1162	1384	650	973	523	134	263	144	38	29	host	gene-PA5330
gene-PA1412	9	7	21	44	40	10	19	16	2	2	10	1	1	host	gene-PA1412
gene-PA4671	11365	9510	13652	13458	9533	5553	6954	2304	1267	2354	470	285	335	host	gene-PA4671
gene-PA3135	147	89	163	127	144	114	133	70	22	32	47	10	6	host	gene-PA3135
gene-PA3765	57	31	57	85	146	45	87	71	6	12	108	12	17	host	gene-PA3765
gene-PA4488	608	606	729	1313	1799	679	1046	654	108	281	216	21	35	host	gene-PA4488
gene-PA4867	16	12	9	28	15	10	20	9	3	6	16	1	0	host	ureB
gene-PA0870	334	222	271	457	351	270	648	80	74	134	40	32	25	host	phhC
gene-PA0384	20	32	45	58	22	29	40	3	3	13	7	0	2	host	gene-PA0384
gene-PA3222	24	26	27	63	39	28	68	17	7	21	10	5	4	host	gene-PA3222
gene-PA4597	71	63	75	84	113	89	151	41	26	54	103	28	24	host	oprJ
gene-PA0076	262	301	302	583	657	223	327	128	24	85	51	4	5	host	gene-PA0076
gene-PA5380	135	87	203	131	230	107	154	98	46	67	122	11	21	host	gbdR
gene-PA1188	26	25	43	45	44	29	53	19	8	13	24	4	1	host	gene-PA1188
gene-PA3368.1	27	32	101	59	86	32	46	47	3	18	31	2	4	host	gene-PA3368.1
gene-PA2544	79	78	98	142	120	69	104	20	8	33	24	0	1	host	gene-PA2544
gene-PA4904	14	12	36	38	28	12	26	4	3	6	20	6	2	host	vanA
gene-PA2507	98	80	114	148	125	70	123	52	17	18	20	3	3	host	catA
gene-EST35_0140	0	0	0	0	43	71	8	141	151	49	1150	1629	444	phage	gene-EST35_0140
gene-PA0773	404	261	353	695	599	251	495	200	53	161	51	12	9	host	pdxJ
gene-PA0508	132	79	126	152	189	296	166	68	52	35	78	30	7	host	gene-PA0508
gene-PA1106	119	85	122	127	152	97	159	43	29	58	20	5	8	host	gene-PA1106
gene-PA2730	296	177	454	351	188	131	236	37	61	51	42	16	18	host	gene-PA2730
gene-PA2603.1	248	289	954	532	1076	564	437	827	104	132	277	25	32	host	gene-PA2603.1
gene-PA5084	40	31	43	81	99	36	57	23	5	8	36	3	0	host	gene-PA5084
gene-PA4633	276	207	338	522	294	237	528	77	35	118	60	25	20	host	gene-PA4633
gene-EST35_0073	0	0	0	0	20911	14591	8839	22240	7085	9373	7811	2575	4992	phage	gene-EST35_0073
gene-PA0860	397	343	496	850	707	341	809	288	101	180	105	19	25	host	gene-PA0860
gene-PA4961	671	656	1099	1180	774	479	812	156	94	239	106	23	29	host	gene-PA4961
gene-PA0092	125	103	163	240	171	88	72	52	20	57	18	3	6	host	gene-PA0092
gene-PA4792	82	64	78	118	100	54	94	39	9	31	55	9	5	host	gene-PA4792
gene-PA4795	10	11	13	24	17	12	11	1	4	2	10	1	3	host	gene-PA4795
gene-PA1793	788	531	906	729	455	389	489	110	110	193	26	26	30	host	ppiB
gene-PA4842	918	657	1333	1179	1307	584	831	698	291	279	261	69	69	host	gene-PA4842
gene-PA2752	24	20	25	20	37	25	36	11	8	11	13	2	2	host	gene-PA2752
gene-PA3335	9	7	6	13	22	10	13	5	1	8	34	1	1	host	gene-PA3335
gene-PA1684	125	86	156	175	198	111	157	43	25	71	26	11	9	host	gene-PA1684
gene-EST35_0044	0	0	0	0	13106	10136	6059	31701	7237	7539	15736	3918	6515	phage	gene-EST35_0044
gene-PA5308	170	145	310	234	136	103	168	16	22	45	36	7	6	host	lrp
gene-PA5346	522	446	740	697	640	463	628	153	92	226	88	34	31	host	gene-PA5346
gene-PA2309	12	3	12	5	19	14	19	4	5	10	31	2	0	host	gene-PA2309
gene-PA2778	83	46	59	111	277	113	194	87	66	124	60	23	28	host	gene-PA2778
gene-PA1023	17	12	19	28	15	19	20	7	2	10	23	1	1	host	gene-PA1023
gene-PA0692	9	3	17	9	10	14	15	5	2	2	47	1	1	host	gene-PA0692
gene-PA4564	232	163	288	261	514	262	238	248	107	213	83	14	27	host	gene-PA4564
gene-PA2831	151	104	161	218	143	88	132	39	36	68	24	9	8	host	gene-PA2831
gene-PA0431	258	254	335	532	348	243	319	65	51	104	27	19	15	host	gene-PA0431
gene-PA3789	158	119	151	179	359	130	415	112	43	84	56	10	16	host	gene-PA3789
gene-PA3561	369	270	341	485	454	204	395	132	28	75	48	9	8	host	fruK
gene-PA4771	210	320	314	279	152	83	243	62	28	45	63	11	7	host	lldD
gene-PA5446	151	108	177	205	264	602	388	68	259	482	34	89	104	host	gene-PA5446
gene-PA5342	204	161	192	329	332	150	180	145	24	56	71	5	9	host	gene-PA5342
gene-PA2242	43	87	141	250	121	100	134	45	48	116	78	14	23	host	pslL
gene-PA1105	120	70	83	157	362	99	206	51	19	53	15	6	6	host	fliJ
gene-PA0221	22	8	44	21	17	19	17	7	3	10	38	3	4	host	gene-PA0221
gene-PA5211	33	27	36	88	81	38	79	28	9	12	14	4	1	host	gene-PA5211
gene-EST35_0221	0	0	0	0	13	32	8	410	712	39	20506	7030	3556	phage	gene-EST35_0221
gene-PA5327	15	16	29	24	43	19	26	7	6	4	63	2	1	host	gene-PA5327
gene-PA1743	7	3	2	4	7	2	6	1	2	3	7	0	0	host	gene-PA1743
gene-PA3297	781	505	785	1006	1339	536	924	403	134	255	182	38	39	host	gene-PA3297
