Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS00340	231	205	175	201	196	200	204	376	381	374	host	gene-VC_RS00340	0.3198829544454232	0	1
gene-VC_RS13935	136	112	98	126	67	67	51	117	159	121	host	vasI	0.3091640086858062	0	1
gene-VC_RS01585	9685	5329	5830	5286	5296	5532	5942	7372	6299	5568	host	secE	0.20974645620671223	0	1
gene-VC_RS08760	122	143	99	99	265	281	286	565	601	545	host	gene-VC_RS08760	0.6309865715150198	0	1
gene-VC_RS12275	734	768	868	6970	750	822	1463	820	1032	817	host	gene-VC_RS12275	1.218703091076359	0	1
gene-VC_RS08750	190	235	226	253	412	467	401	548	572	480	host	gene-VC_RS08750	0.35560495658979796	0	1
gene-VC_RS12555	346	389	465	429	415	365	328	407	405	384	host	gene-VC_RS12555	0.09721236701099084	0	1
gene-VC_RS15795	3585	3996	4285	4269	6007	5514	5866	6600	6586	6332	host	gene-VC_RS15795	0.20661351723421031	0	1
gene-VC_RS16765	635	674	760	641	889	925	835	1112	1132	1021	host	gene-VC_RS16765	0.2048918444466141	0	1
gene-VC_RS08105	246	268	291	276	532	551	483	626	853	719	host	gene-VC_RS08105	0.4139069177595978	0	1
gene-VC_RS06055	560	528	588	632	563	574	537	650	751	614	host	gene-VC_RS06055	0.10475048623106241	0	1
gene-VC_RS10820	7719	8574	9271	7414	3455	2976	3467	2673	2241	2320	host	glnB	0.5402066469430398	0	1
gene-VC_RS11125	404	525	475	524	314	236	229	318	234	295	host	gene-VC_RS11125	0.3153242273988538	0	1
gene-VC_RS06945	412	516	542	553	343	351	386	535	486	513	host	gene-VC_RS06945	0.16820128473804902	0	1
gene-VC_RS14255	307	365	402	410	374	336	303	423	364	402	host	gene-VC_RS14255	0.10895328074462383	0	1
gene-VC_RS07235	6538	6862	7337	6685	5974	5779	6455	6836	6378	6025	host	prc	0.06924221579217638	0	1
gene-VC_RS11105	2609	2402	2585	2208	1835	1701	1872	1705	1560	1406	host	gene-VC_RS11105	0.20633360398450387	0	1
gene-VC_RS14415	827	1081	1111	1231	1382	1371	1349	1960	1833	1838	host	gene-VC_RS14415	0.25171414437673517	0	1
gene-VC_RS00830	1275	1434	1378	1713	2203	2160	2005	3015	2975	2765	host	gene-VC_RS00830	0.29705412944248516	0	1
gene-VC_RS00550	987	860	805	823	854	841	881	1107	1007	986	host	gene-VC_RS00550	0.10337858613262771	0	1
gene-VC_RS03315	254	289	344	322	324	301	319	299	299	274	host	gene-VC_RS03315	0.08238305713720288	0	1
gene-VC_RS08850	10268	11043	12642	10387	6790	6850	7289	7034	5450	5847	host	pal	0.2823493382022062	0	1
gene-VC_RS10395	1219	1242	1189	1217	1910	1596	1785	1810	2057	1785	host	gene-VC_RS10395	0.20030138587961527	0	1
gene-VC_RS14025	131	146	140	146	232	213	187	338	358	346	host	glpT	0.38781283821278917	0	1
gene-VC_RS13510	811	738	701	686	823	939	921	847	921	754	host	tsiV2	0.10864541634638683	0	1
gene-VC_RS14825	485	607	627	629	855	792	864	1516	1588	1508	host	gene-VC_RS14825	0.4251449715229778	0	1
gene-VC_RS04645	181	173	169	193	172	139	178	199	195	161	host	vpsN	0.09635666784409125	0	1
gene-VC_RS14045	465	515	540	542	510	533	534	734	693	711	host	gene-VC_RS14045	0.157998030467312	0	1
gene-VC_RS14475	494	549	398	443	1225	1419	1382	2278	2301	2091	host	gene-VC_RS14475	0.5816851616148372	0	1
gene-VC_RS02235	1983	2008	1867	1738	1858	1861	1950	2475	2045	2099	host	rsmA	0.09605270769761756	0	1
gene-VC_RS10345	451	453	489	617	679	579	691	705	602	543	host	gene-VC_RS10345	0.15589770000807748	0	1
gene-VC_RS09775	1582	1948	1737	1617	4536	4583	4396	6736	7451	6304	host	gene-VC_RS09775	0.5260317305841998	0	1
gene-VC_RS09790	522	473	495	418	867	887	922	1043	1024	861	host	gene-VC_RS09790	0.3091246936014175	0	1
gene-VC_RS01700	4548	3785	3670	3024	2978	2751	3536	2345	1883	1998	host	gene-VC_RS01700	0.2634818793761584	0	1
gene-VC_RS08915	2622	3076	3076	3099	3410	3100	3310	3467	3177	3134	host	cysS	0.07029644696511168	0	1
gene-VC_RS11410	8330	7481	8325	7151	6867	6377	7505	5268	5499	4434	host	gene-VC_RS11410_gene_arcA	0.1852438016674996	0	1
gene-VC_RS11815	2289	2573	2379	2360	2441	2420	2482	3244	3387	2965	host	barA	0.14166823654567212	0	1
gene-VC_RS06485	64	79	134	122	80	99	95	220	242	206	host	gene-VC_RS06485	0.4595360020756766	0	1
gene-VC_RS02720	2182	2163	1948	2020	2492	2611	2679	3928	3698	3536	host	mutS	0.25503980727942493	0	1
gene-VC_RS04185	355	401	429	405	389	310	382	558	664	530	host	acfC	0.23178903611706572	0	1
gene-VC_RS16485	82	62	59	72	94	88	87	144	151	104	host	gene-VC_RS16485	0.31475941265232	0	1
gene-VC_RS04485	5894	5168	4746	4442	10188	10974	12545	12566	11893	10898	host	gene-VC_RS04485	0.3640475233573214	0	1
gene-VC_RS18995	245	327	278	262	545	520	568	822	1713	840	host	gene-VC_RS18995	0.6880509221786983	0	1
gene-VC_RS07130	306	320	924	299	1186	1124	1000	1905	2475	1750	host	gene-VC_RS07130	0.6189442740788447	0	1
gene-VC_RS03755	772	1081	1166	1425	1024	1054	1032	2062	1425	2327	host	iscU	0.3513707530362065	0	1
gene-VC_RS17185	4856	6111	5847	4939	10009	11260	10594	15366	16327	14161	host	gene-VC_RS17185	0.4175410547695591	0	1
gene-VC_RS09420	261	328	375	352	386	358	278	232	219	242	host	gene-VC_RS09420	0.19886215521282927	0	1
gene-VC_RS15390	82	131	87	77	211	210	218	538	740	579	host	gene-VC_RS15390	0.7940229581613747	0	1
gene-VC_RS13780	142	164	155	185	189	181	190	268	270	223	host	soxR	0.21228549248309644	0	1
gene-VC_RS11405	1130	1050	1144	1101	828	722	846	811	765	749	host	gene-VC_RS11405	0.17695658568157427	0	1
gene-VC_RS13615	811	895	924	815	582	459	552	621	559	508	host	gene-VC_RS13615	0.24117481326923035	0	1
gene-VC_RS11780	780	820	810	843	1167	1168	1228	1577	1624	1471	host	gene-VC_RS11780	0.2714394995738667	0	1
gene-VC_RS00700	418	538	549	565	699	687	631	907	1053	863	host	fabR	0.2687787879575261	0	1
gene-VC_RS04285	139	182	174	159	375	348	392	594	661	568	host	gene-VC_RS04285	0.5174951700121058	0	1
gene-VC_RS09955	2458	2416	2306	2445	2908	3720	3597	3067	2485	2667	host	gene-VC_RS09955	0.17143269833224223	0	1
gene-VC_RS08470	933	1067	974	936	1507	1511	1524	2180	2577	1883	host	vexC	0.3551369753422636	0	1
gene-VC_RS07775	1465	1423	1894	1716	588	503	525	255	257	153	host	gene-VC_RS07775	0.7226505518095983	0	1
gene-VC_RS18245	886	1122	1095	1022	740	655	906	1197	1343	1159	host	gene-VC_RS18245	0.2007215151834046	0	1
gene-VC_RS07665	56	64	81	84	72	85	73	94	104	88	host	gene-VC_RS07665	0.16855782022724072	0	1
gene-VC_RS06615	1183	1415	1868	1762	707	625	571	782	840	673	host	gene-VC_RS06615	0.4408085862449298	0	1
gene-VC_RS03180	2471	2688	2552	2678	2906	2985	2963	4556	4712	4465	host	vexF	0.25918015383287035	0	1
gene-VC_RS06780	324	337	321	312	332	321	365	457	393	447	host	gene-VC_RS06780	0.14139186884824706	0	1
gene-VC_RS16245	348	439	395	468	461	498	421	524	531	477	host	gene-VC_RS16245	0.11910079620609648	0	1
gene-VC_RS10280	945	1040	1020	982	1080	1107	1115	1462	1491	1434	host	gene-VC_RS10280	0.17094998492736208	0	1
gene-VC_RS00190	1118	1257	1132	1205	9043	1063	1017	1854	1792	1736	host	gene-VC_RS00190	1.0967661430979336	0	1
gene-VC_RS12815	5459	6495	7341	20744	3726	3590	3629	3155	3378	2810	host	efp	0.8475944853039459	0	1
gene-VC_RS13285	33823	95439	57419	29928	35404	55064	46147	19730	26713	29645	host	gene-VC_RS13285	0.4892136172976435	0	1
gene-VC_RS01570	7024	5299	5786	4907	8317	10282	11690	7795	6654	6930	host	gene-VC_RS01570	0.27379725059692517	0	1
gene-VC_RS09920	1108	1056	1162	1245	864	804	819	875	849	838	host	gene-VC_RS09920	0.16136458264851997	0	1
gene-VC_RS16435	405	495	468	484	671	666	639	1169	1071	1178	host	gene-VC_RS16435	0.39405396686637023	0	1
gene-VC_RS15240	194	282	290	261	391	443	417	581	568	630	host	gene-VC_RS15240	0.3516748574338331	0	1
gene-VC_RS17100	362	406	396	444	512	476	592	743	806	711	host	fabV	0.2772519826356624	0	1
gene-VC_RS12400	21647	23903	22537	18925	21667	14795	19695	16601	14952	13282	host	rpsD	0.1867569270600351	0	1
gene-VC_RS09815	1421	1606	1679	1494	1133	813	1018	979	959	798	host	gene-VC_RS09815	0.26366502041665324	0	1
gene-VC_RS14400	112	121	115	118	181	198	175	262	277	227	host	gene-VC_RS14400	0.33051981745646686	0	1
gene-VC_RS05730	1310	1294	1320	1255	708	671	701	826	901	765	host	trpA	0.27555613750159497	0	1
gene-VC_RS03615	1395	1387	1107	1189	2524	2640	2959	4552	4999	4142	host	gene-VC_RS03615	0.5144571624422549	0	1
gene-VC_RS05490	660	646	584	599	908	692	830	1772	1114	1261	host	gene-VC_RS05490	0.3972207293500854	0	1
gene-VC_RS00815	4755	4038	4582	4272	5422	5068	6621	4355	3281	3539	host	gene-VC_RS00815	0.198961945180619	0	1
gene-VC_RS03380	3384	3676	3645	3420	5224	6058	5242	8696	9891	8375	host	gene-VC_RS03380	0.4000026881429881	0	1
gene-VC_RS11600	314	265	283	262	324	406	396	337	339	302	host	ftsL	0.14489930845416263	0	1
gene-VC_RS17330	383	460	475	436	445	452	476	580	602	510	host	gene-VC_RS17330	0.13049003028765396	0	1
gene-VC_RS03700	287	280	278	262	390	408	424	731	711	614	host	aceA	0.3943966012660906	0	1
gene-VC_RS05475	2444	2157	2713	2477	1971	2104	2032	1910	1973	1655	host	htpX	0.13932874450553476	0	1
gene-VC_RS05975	1434	1380	1175	1224	2017	1948	2052	4244	4704	3868	host	gene-VC_RS05975	0.5291982263037917	0	1
gene-VC_RS14850	355	401	377	349	476	375	439	854	871	842	host	gene-VC_RS14850	0.400450617452257	0	1
gene-VC_RS05690	604	645	572	635	597	619	637	976	1084	922	host	gene-VC_RS05690	0.24475106793486479	0	1
gene-VC_RS14370	512	723	929	957	573	391	430	566	450	439	host	gene-VC_RS14370	0.3271095611051027	0	1
gene-VC_RS13235	569	624	621	578	756	771	790	679	695	633	host	glnL	0.11264064133970424	0	1
gene-VC_RS12600	1342	1376	1232	1194	1258	1148	1297	1442	1555	1218	host	gene-VC_RS12600	0.09052167978194758	0	1
gene-VC_RS04965	1151	1083	1059	953	1951	1908	2401	1950	1497	1573	host	rnt	0.2987324964657611	0	1
gene-VC_RS09640	1355	1298	1318	1319	1987	2079	2110	2714	2633	2377	host	gene-VC_RS09640	0.2778630950867123	0	1
gene-VC_RS13390	7743	7925	8015	7526	2852	2517	2989	2479	2334	2195	host	atpF	0.553811451133818	0	1
gene-VC_RS00020	1744	1840	1836	1693	2763	2909	2692	3704	4803	3230	host	yidD	0.35185397178785127	0	1
gene-VC_RS08160	375	374	325	398	314	229	270	327	277	303	host	gene-VC_RS08160	0.15679065590208147	0	1
gene-VC_RS18735	878	924	994	1029	1231	1128	1303	1448	1631	1432	host	gene-VC_RS18735	0.19888044996702556	0	1
gene-VC_RS14790	408	417	387	436	838	663	873	1259	1761	1231	host	gene-VC_RS14790	0.5326014309356798	0	1
gene-VC_RS05365	918	1198	1138	1253	1081	1082	992	1869	2003	1888	host	oppC	0.29057112507514377	0	1
gene-VC_RS15760	1405	1431	1463	1294	2117	2214	2415	2847	2982	2702	host	gene-VC_RS15760	0.29518338544510386	0	1
gene-VC_RS18430	1995	2002	1891	1926	3850	3626	3989	4361	4832	3801	host	gene-VC_RS18430	0.336809581099264	0	1
gene-VC_RS13515	743	748	820	790	968	1136	1001	1033	785	914	host	gene-VC_RS13515	0.1447993248174913	0	1
gene-VC_RS15035	399	443	488	531	704	620	586	1494	1505	1461	host	gene-VC_RS15035	0.5372653655895123	0	1
gene-VC_RS09145	1449	1630	1717	1721	2518	2466	2455	3623	3752	3262	host	gene-VC_RS09145	0.3272631948437039	0	1
gene-VC_RS04320	9280	9578	9473	9928	12483	12876	12672	8894	7956	7560	host	purL	0.1827355732245362	0	1
gene-VC_RS14485	68	96	45	49	130	168	150	414	441	413	host	gene-VC_RS14485	0.772718932926486	0	1
gene-VC_RS10590	3790	4153	3951	4112	5938	5790	6439	3508	3186	3204	host	flgK	0.257437401984725	0	1
gene-VC_RS15345	286	291	309	292	428	413	410	800	799	815	host	gene-VC_RS15345	0.44584970086894943	0	1
gene-VC_RS05775	2461	2420	2457	2480	2898	3004	2702	2949	1930	2595	host	rluB	0.11704142784204283	0	1
gene-VC_RS09940	6393	6842	7193	6999	7010	7260	7121	7335	6883	6700	host	gene-VC_RS09940	0.03852973713914782	1	1
gene-VC_RS18410	4809	4804	5198	4533	3151	2918	3240	2697	2609	2312	host	gene-VC_RS18410	0.28359581903845	0	1
gene-VC_RS16930	371	395	361	366	698	697	714	1043	1172	870	host	glpB	0.4196533329258508	0	1
gene-VC_RS09755	17769	22115	24869	21507	17032	13866	17695	15746	17251	13270	host	yceD	0.19322452122674644	0	1
gene-VC_RS12195	1636	1759	1853	1717	1587	1655	1652	1806	1629	1567	host	lptB	0.05318183655389432	0	1
gene-VC_RS03660	857	1043	982	984	1099	1099	1094	1465	1454	1446	host	pstA	0.18216569307521777	0	1
gene-VC_RS03835	352	456	477	499	644	622	654	1112	1434	1102	host	gene-VC_RS03835	0.45921129533641425	0	1
gene-VC_RS14320	96	100	105	121	194	260	224	297	288	263	host	gene-VC_RS14320	0.40141505160697827	0	1
gene-VC_RS01905	24	21	30	42	66	62	53	93	95	102	host	pspG	0.48681063028067606	0	1
gene-VC_RS15020	2271	2203	2516	2251	2109	1954	2230	2130	2626	1894	host	gene-VC_RS15020	0.09603000144116364	0	1
gene-VC_RS06000	772	879	1017	934	1215	1064	1176	2091	2421	1850	host	relV	0.4023891558159359	0	1
gene-VC_RS01760	3404	5539	4030	4521	5258	5684	5539	7305	7429	7025	host	hflK	0.23296654508142525	0	1
gene-VC_RS06995	1471	1554	1559	1600	1168	1179	1374	2138	2396	2065	host	gene-VC_RS06995	0.23849170338095288	0	1
gene-VC_RS03000	710	701	878	911	742	646	600	1434	1520	1506	host	gene-VC_RS03000	0.36653864015202825	0	1
gene-VC_RS12540	720	1114	676	704	2794	3123	2924	6196	6746	5838	host	gene-VC_RS12540	0.7375593746076339	0	1
gene-VC_RS12825	1787	1467	1524	2216	1919	1778	1666	1720	1621	1564	host	gene-VC_RS12825	0.12048524725091306	0	1
gene-VC_RS03050	848	995	946	984	1140	1165	1116	1823	1626	1767	host	mrcB	0.2748322768866355	0	1
gene-VC_RS18050	1731	1722	1618	1607	3312	3390	3378	3885	4139	3524	host	vcaM	0.34532305951690667	0	1
gene-VC_RS08145	591	666	608	672	438	504	467	840	771	715	host	gene-VC_RS08145	0.19882060056329848	0	1
gene-VC_RS02165	2015	2046	1758	1906	3720	3627	3630	5438	5772	5267	host	gene-VC_RS02165	0.42175179975009086	0	1
gene-VC_RS12570	651	833	795	857	951	1115	952	1591	1472	1571	host	kefB	0.3026628899078187	0	1
gene-VC_RS04480	2467	2911	3010	3513	4000	3656	3137	4062	3030	3619	host	metQ	0.14533086495501174	0	1
gene-VC_RS10310	1445	1679	1888	1999	1543	1480	1374	1219	1212	1118	host	gene-VC_RS10310	0.18436177362108752	0	1
gene-VC_RS14835	729	750	795	742	1044	1039	1152	975	1012	960	host	gene-VC_RS14835	0.15722613237435656	0	1
gene-VC_RS10705	2345	2639	2726	2622	3294	3378	3227	3339	3037	2993	host	gltX	0.11498870510162987	0	1
gene-VC_RS02765	4737	5294	5416	5531	5961	5832	5690	6623	6417	6163	host	alaS	0.09214646990396318	0	1
gene-VPVV882_gp10	2618	3630	780	882	27234	36196	36633	39513	33659	37109	phage	gene-VPVV882_gp10	0.7560745128312083	0	0
gene-VC_RS06035	697	730	794	797	921	964	890	1122	1110	970	host	sbcB	0.15519370833755397	0	1
gene-VC_RS07055	297	307	289	261	598	541	641	967	973	871	host	ctxA	0.4719753982769843	0	1
gene-VC_RS07170	1543	1792	1961	1926	1923	1659	1745	2222	2645	2056	host	gene-VC_RS07170	0.15294300069812106	0	1
gene-VC_RS16940	655	681	696	761	1006	1087	892	1197	1499	1166	host	gene-VC_RS16940	0.2728823118424096	0	1
gene-VC_RS13340	502	742	453	471	904	999	1159	4890	5136	4715	host	fadB	0.9635022297108181	0	1
gene-VC_RS14035	114	125	97	111	225	288	235	409	399	372	host	gene-VC_RS14035	0.4981045513186176	0	1
gene-VC_RS00705	297	383	437	428	422	414	378	518	513	475	host	gene-VC_RS00705	0.14737955040167058	0	1
gene-VC_RS06465	144	144	137	117	199	220	199	336	362	320	host	mglC	0.39363746801808813	0	1
gene-VC_RS06990	1800	1989	1805	1796	2832	2397	2931	3733	3456	3352	host	gene-VC_RS06990	0.273106727280675	0	1
gene-VC_RS16145	1979	2058	2152	1942	1771	1591	1841	1920	1869	1900	host	gene-VC_RS16145	0.07678953183755444	0	1
gene-VC_RS17505	674	875	915	1068	1203	1340	1120	1639	1524	1604	host	gene-VC_RS17505	0.26005952541709493	0	1
gene-VC_RS10245	233	287	226	246	202	203	184	301	323	291	host	fliJ	0.18240565962450458	0	1
gene-VC_RS13355	2518	454	411	422	694	679	688	1036	1095	954	host	punC	0.6590365632022783	0	1
gene-VC_RS07015	398	403	352	344	550	488	614	560	500	401	host	gene-VC_RS07015	0.19387819870915768	0	1
gene-VC_RS04265	16805	15892	20951	19787	12617	11653	11528	25609	25718	20927	host	dnaK	0.27809693041870936	0	1
gene-VC_RS15965	722	798	817	727	442	403	449	647	608	646	host	gene-VC_RS15965_gene_tatA	0.226828798778253	0	1
gene-VC_RS07095	636	612	526	548	998	919	1099	1334	1546	1216	host	gene-VC_RS07095	0.3598804091787388	0	1
gene-VC_RS06330	312	346	360	419	439	442	458	506	468	499	host	queD	0.14646776796852953	0	1
gene-VC_RS18445	1521	1674	1560	1524	1315	1328	1216	1960	1967	1854	host	gene-VC_RS18445	0.16014367523941164	0	1
gene-VC_RS01850	7419	7484	8557	6491	6552	5636	6841	6237	6214	5307	host	rpsR	0.13553474639427396	0	1
gene-VC_RS06340	692	716	716	764	704	686	743	873	888	859	host	gene-VC_RS06340	0.0981100976219062	0	1
gene-VC_RS14220	728	712	628	616	1371	1379	1381	2029	2123	2001	host	norR	0.4436692576339111	0	1
gene-VC_RS11700	277	386	424	341	361	438	388	480	475	453	host	yacG	0.15175461202965954	0	1
gene-VC_RS06300	871	971	899	896	1270	1289	1345	2145	2085	1841	host	gene-VC_RS06300	0.3449568608293037	0	1
gene-VC_RS04225	4485	5783	7277	9367	8275	7705	5590	6183	5194	6061	host	ssrA	0.2184818269873381	0	1
gene-VC_RS17725	747	841	919	938	1193	1297	1027	1567	1367	1460	host	gene-VC_RS17725	0.2346056424345602	0	1
gene-VC_RS09245	74	96	79	77	122	146	120	217	238	189	host	gene-VC_RS09245	0.41979691038784767	0	1
gene-VC_RS01535	2658	2790	2923	2673	2738	2544	2650	3278	3210	2808	host	pssA	0.08163287382642406	0	1
gene-VC_RS03990	36	32	29	32	63	64	53	80	96	81	host	citE	0.4029043382179543	0	1
gene-VC_RS07760	878	877	859	858	773	698	772	777	750	652	host	gene-VC_RS07760	0.09359165958991716	0	1
gene-VC_RS04895	4346	4763	4729	4388	2137	2035	2122	2225	2197	1942	host	asnB	0.3908294627476003	0	1
gene-VC_RS13700	66	92	96	91	162	161	131	449	438	436	host	gene-VC_RS13700	0.7191761264663684	0	1
gene-VC_RS13275	4461	3532	4701	3643	3528	5280	4604	3190	3158	2968	host	gene-VC_RS13275	0.1918863250356357	0	1
gene-VC_RS15855	421	548	490	516	936	915	949	1481	1564	1404	host	gene-VC_RS15855	0.44703417404452617	0	1
gene-VC_RS03680	296	355	350	338	389	390	357	468	457	446	host	gene-VC_RS03680	0.13971150243656447	0	1
gene-VC_RS12580	2449	2335	2854	2292	3295	3440	3964	4253	4581	3827	host	gene-VC_RS12580	0.23556086563649167	0	1
gene-VC_RS13820	61	79	56	35	179	194	207	434	545	408	host	gene-VC_RS13820	0.7821771642303852	0	1
gene-VC_RS17760	427	445	470	415	543	519	489	670	711	650	host	gene-VC_RS17760	0.19031006754968016	0	1
gene-VC_RS11750	1237	1381	1476	1459	2116	2089	1951	1933	2001	1757	host	gene-VC_RS11750	0.17656908439552868	0	1
gene-VC_RS07060	67	85	71	78	158	149	136	285	317	320	host	zot	0.5852214730685852	0	1
gene-VC_RS02855	4617	4919	5876	5086	2350	1993	2149	2607	2245	2297	host	luxS	0.4202798752082407	0	1
gene-VC_RS08375	1601	1612	1689	1820	1281	1285	1145	1558	1535	1465	host	aroA	0.13120765181752503	0	1
gene-VC_RS13405	5400	6554	5042	6864	3648	4612	3664	5388	2155	4467	host	gene-VC_RS13405	0.2795923009136198	0	1
gene-VC_RS17815	662	795	856	893	708	627	598	743	701	653	host	malF	0.1284128456091488	0	1
gene-VC_RS16995	1959	2160	1859	2034	1916	2095	2179	4058	3193	3318	host	artP	0.2915563190784248	0	1
gene-VC_RS10560	8102	7204	7933	6859	10544	12974	10722	5805	5361	4543	host	gene-VC_RS10560	0.31679490593617154	0	1
gene-VC_RS18085	78	105	98	115	179	183	163	289	284	303	host	gene-VC_RS18085	0.44900318513818127	0	1
gene-VC_RS01045	684	709	737	713	601	497	603	564	507	508	host	slmA	0.14422995870342065	0	1
gene-VC_RS11375	9641	8869	9913	9329	4407	3913	4073	3829	3721	3468	host	thrC	0.4467740357104893	0	1
gene-VC_RS14260	498	522	511	538	677	755	747	1186	1151	1131	host	gene-VC_RS14260	0.34637828666050835	0	1
gene-VC_RS07905	575	603	562	547	897	946	879	1243	1316	1178	host	gene-VC_RS07905	0.32274726705272344	0	1
gene-VC_RS15945	223	251	218	222	456	424	409	704	770	653	host	gene-VC_RS15945	0.4645225425064175	0	1
gene-VC_RS08280	2964	2927	2700	2642	4434	4494	4534	5779	5568	5343	host	gene-VC_RS08280	0.2829446975012898	0	1
gene-VC_RS10120	73	106	89	82	165	150	161	300	337	285	host	gene-VC_RS10120	0.5308344973499847	0	1
gene-VC_RS07240	6017	6360	6863	5813	6012	5713	6457	5154	4750	4390	host	proQ	0.12845119978494454	0	1
gene-VC_RS10020	997	905	982	1005	1227	1235	1250	1556	1522	1342	host	znuA	0.18011194005979791	0	1
gene-VC_RS14335	1669	1664	1777	1856	1718	1513	1643	1614	1686	1335	host	nadE	0.08240603918635532	0	1
gene-VC_RS00180	849	769	693	736	926	979	1071	1493	1362	1423	host	gene-VC_RS00180	0.2737231470541689	0	1
gene-VC_RS13955	600	656	687	784	898	919	855	1140	1135	1099	host	gene-VC_RS13955_gene_tssI	0.21567906964545686	0	1
gene-VC_RS09435	871	795	854	789	765	848	783	965	1002	763	host	minE	0.09364724983295174	0	1
gene-VC_RS08290	158	154	137	136	161	154	165	341	401	368	host	gene-VC_RS08290	0.46491489340031905	0	1
gene-VC_RS16905	4104	4249	4724	3976	1803	1226	1539	1153	956	898	host	gene-VC_RS16905	0.6096024570869962	0	1
gene-VC_RS01465	2789	2529	2283	2474	3246	3558	3542	4374	3915	3856	host	gppA	0.20649480920501803	0	1
gene-VC_RS06470	234	293	236	229	647	505	654	958	992	876	host	gene-VC_RS06470	0.52033431659996	0	1
gene-VC_RS09575	1837	1915	1757	1698	2549	2523	2474	3003	3133	2727	host	gene-VC_RS09575	0.21148082598472645	0	1
gene-VC_RS16030	360	316	250	315	1007	987	946	518	382	456	host	gene-VC_RS16030	0.5205203034916782	0	1
gene-VC_RS15055	421	468	418	440	694	674	785	1665	1879	1709	host	gene-VC_RS15055	0.6144039637178833	0	1
gene-VC_RS18000	298	368	307	314	490	493	455	853	827	765	host	gene-VC_RS18000	0.40161372126098477	0	1
gene-VC_RS03585	100595	8995	41371	45121	22964	39002	27677	48956	17230	10616	host	gene-VC_RS03585	0.6992419769718954	0	1
gene-VC_RS17560	333	355	525	517	544	546	534	735	750	750	host	gene-VC_RS17560	0.25339479322074704	0	1
gene-VC_RS04550	44	53	51	44	147	126	154	305	269	273	host	vpsU	0.6665422651443176	0	1
gene-VC_RS13015	656	701	709	786	947	933	892	1003	1051	1007	host	gene-VC_RS13015	0.1574161731719351	0	1
gene-VC_RS11445	1667	1537	1293	1572	898	862	825	1414	1313	1393	host	gene-VC_RS11445	0.22966325814672686	0	1
gene-VC_RS16895	460	460	415	450	607	582	569	757	737	663	host	gene-VC_RS16895	0.20432835570902255	0	1
gene-VC_RS05060	115	135	109	119	253	291	294	291	327	289	host	moaD	0.3858592529759045	0	1
gene-VC_RS04810	1350	1408	1316	1469	1404	1267	1319	1623	1915	1538	host	chiP	0.1253899120337874	0	1
gene-VC_RS05015	1873	2128	1873	1864	3110	2711	3261	4252	4232	3852	host	rsxA	0.3161190307718364	0	1
gene-VC_RS09705	788	696	740	799	994	950	1004	1285	1331	1315	host	tmk	0.23401812816837667	0	1
gene-VPVV882_gp34	571	2604	185	283	7081	8584	7745	26508	23012	29695	phage	gene-VPVV882_gp34	1.0203689901075839	0	0
gene-VC_RS03690	361	400	400	473	568	560	495	655	639	605	host	gene-VC_RS03690	0.1941779096707685	0	1
gene-VC_RS04280	88	98	83	75	102	91	113	312	294	282	host	gene-VC_RS04280	0.610198969319389	0	1
gene-VC_RS14525	609	617	619	598	1010	927	941	852	800	699	host	gene-VC_RS14525	0.19585979534494594	0	1
gene-VC_RS05620	1358	1595	1751	1908	685	561	584	448	378	368	host	gene-VC_RS05620	0.6063145234251548	0	1
gene-VC_RS16090	672	662	773	664	530	474	574	559	627	539	host	gene-VC_RS16090	0.13783143742107404	0	1
gene-VC_RS01650	1545	1598	1643	2393	1639	1664	1560	2029	2231	1872	host	gene-VC_RS01650	0.15799576219872027	0	1
gene-VC_RS12985	165	170	166	156	209	207	195	355	382	337	host	gene-VC_RS12985	0.35620315398746266	0	1
gene-VC_RS00540	2222	2257	2136	2244	2564	2465	2671	2978	3055	2810	host	hemN	0.12357567470348578	0	1
gene-VC_RS04340	391	389	419	403	475	467	526	567	568	584	host	gene-VC_RS04340	0.15384049968577954	0	1
gene-VC_RS04395	148	201	211	189	270	295	213	306	321	298	host	gene-VC_RS04395	0.23103363933311996	0	1
gene-VPVV882_gp71	7577	8915	2446	3103	77634	92115	99029	86958	73293	85577	phage	gene-VPVV882_gp71	0.7437234346874998	0	0
gene-VC_RS02620	596	575	621	581	912	948	1012	1488	1843	1448	host	gene-VC_RS02620	0.4259524674301662	0	1
gene-VC_RS15655	406	448	414	474	948	740	967	1788	1755	1819	host	gene-VC_RS15655	0.5801011763557694	0	1
gene-VC_RS04125	135	133	133	133	250	223	259	392	443	354	host	tcpB	0.45198892959403114	0	1
gene-VC_RS07080	86	87	87	85	159	124	154	283	260	282	host	gene-VC_RS07080	0.49430971609869345	0	1
gene-VC_RS15650	150	199	197	234	423	429	442	778	672	719	host	gene-VC_RS15650	0.5203852914589969	0	1
gene-VC_RS13305	5713	4202	5331	4050	3241	4939	4557	2503	2633	2264	host	gene-VC_RS13305	0.2958324364518107	0	1
gene-VC_RS00105	458	542	611	571	954	796	677	1091	1037	1003	host	tusA	0.28478043092268157	0	1
gene-VC_RS10790	825	882	959	846	1129	1055	1217	1190	1296	1107	host	dnaQ	0.149369407180221	0	1
