Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA0431	258	254	335	532	348	243	319	65	51	104	27	19	15	host	gene-PA0431	0.7925431055657325	0	1
gene-PA3789	158	119	151	179	359	130	415	112	43	84	56	10	16	host	gene-PA3789	0.8320714768245305	0	1
gene-PA3561	369	270	341	485	454	204	395	132	28	75	48	9	8	host	fruK	0.7884601614169798	0	1
gene-PA4771	210	320	314	279	152	83	243	62	28	45	63	11	7	host	lldD	0.8152977233200221	0	1
gene-PA5446	151	108	177	205	264	602	388	68	259	482	34	89	104	host	gene-PA5446	0.7314518110282059	0	1
gene-PA5342	204	161	192	329	332	150	180	145	24	56	71	5	9	host	gene-PA5342	0.7315118398571301	0	1
gene-PA2242	43	87	141	250	121	100	134	45	48	116	78	14	23	host	pslL	0.6597926862953915	0	1
gene-PA1105	120	70	83	157	362	99	206	51	19	53	15	6	6	host	fliJ	1.0039833616422438	0	1
gene-PA0221	22	8	44	21	17	19	17	7	3	10	38	3	4	host	gene-PA0221	0.75722329239768	0	1
gene-PA5211	33	27	36	88	81	38	79	28	9	12	14	4	1	host	gene-PA5211	0.8307010277656242	0	1
gene-EST35_0221	0	0	0	0	13	32	8	410	712	39	20506	7030	3556	phage	gene-EST35_0221	2.240360149912396	0	0
gene-PA5327	15	16	29	24	43	19	26	7	6	4	63	2	1	host	gene-PA5327	0.8781337030665438	0	1
gene-PA1743	7	3	2	4	7	2	6	1	2	3	7	0	0	host	gene-PA1743	0.7378492309430876	0	1
gene-PA3297	781	505	785	1006	1339	536	924	403	134	255	182	38	39	host	gene-PA3297	0.7393568598542158	0	1
gene-PA0711	10	9	11	10	14	11	14	9	4	3	23	2	1	host	gene-PA0711	0.6170183952043005	0	1
gene-PA3987	2058	1572	2367	3074	2108	1290	1946	456	467	970	140	97	137	host	leuS	0.7380672447244045	0	1
gene-PA5379	59	34	62	42	65	32	44	20	3	11	68	2	3	host	sdaB	0.6953086432151049	0	1
gene-PA4623	13	8	15	13	19	11	22	5	2	4	25	2	0	host	gene-PA4623	0.7248000604176218	0	1
gene-PA0087	268	305	418	486	445	153	224	75	25	44	51	2	6	host	gene-PA0087	0.8844296433924598	0	1
gene-PA4757	278	220	359	505	478	255	379	108	72	125	47	23	32	host	gene-PA4757	0.734553969188932	0	1
gene-PA2391	49	28	54	117	107	40	101	42	7	31	11	0	3	host	opmQ	0.8460530733530802	0	1
gene-PA0889	206	217	375	398	222	153	278	37	46	106	21	8	10	host	aotQ	0.8179516211061948	0	1
gene-PA2267	69	58	74	97	96	68	68	28	11	24	25	3	3	host	gene-PA2267	0.6749782364329384	0	1
gene-PA5038	928	553	1031	986	899	565	998	182	120	262	93	30	44	host	aroB	0.763865222979563	0	1
gene-PA2009	22	11	23	21	56	88	103	12	24	67	40	10	27	host	hmgA	0.7558195733858892	0	1
gene-PA4888	529	450	571	1160	96	96	887	43	30	130	52	5	13	host	desB	1.1615782493682332	0	1
gene-PA0706	171	121	252	209	116	81	134	14	21	50	25	3	6	host	cat	0.8557496694160788	0	1
gene-EST35_0155	0	0	0	0	841	4146	209	43221	40331	15820	26647	22519	29621	phage	gene-EST35_0155	1.124714400522897	0	0
gene-PA1424a	32	20	47	21	41	23	30	10	6	15	11	2	1	host	gene-PA1424a	0.6975713191445044	0	1
gene-PA3771	34	42	63	56	41	35	54	9	4	9	70	3	1	host	gene-PA3771	0.7317842236070446	0	1
gene-PA1250	130	83	129	162	224	69	134	63	27	50	38	3	6	host	aprI	0.7361625837199687	0	1
gene-PA4163	186	132	213	245	254	160	204	129	53	89	67	16	13	host	gene-PA4163	0.5894482136684889	0	1
gene-PA1417	43	11	38	55	90	41	129	37	10	114	61	2	15	host	gene-PA1417	0.7728660514596533	0	1
gene-PA0298	854	301	589	481	968	350	1189	307	114	288	177	49	62	host	spuB	0.7896989019863166	0	1
gene-PA4122	12	9	30	26	15	14	14	6	3	4	28	2	0	host	gene-PA4122	0.7736388490531932	0	1
gene-PA0591	66	59	70	93	75	58	81	13	27	38	31	6	12	host	gene-PA0591	0.5727917289467975	0	1
gene-PA4605	464	348	451	390	230	133	291	55	34	70	19	9	10	host	gene-PA4605	0.8811596658755527	0	1
gene-PA5070	143	177	280	367	201	194	314	35	30	102	59	8	11	host	tatC	0.7825409274831321	0	1
gene-PA4572	837	605	775	1145	723	327	647	183	103	278	54	33	36	host	fklB	0.7970497413967005	0	1
gene-PA3124	184	105	139	172	269	107	184	113	25	32	47	12	10	host	gene-PA3124	0.7187161994814144	0	1
gene-PA3171	303	221	346	431	572	210	408	236	55	85	73	23	18	host	ubiG	0.7381353004320531	0	1
gene-PA3665	197	194	303	392	217	122	204	76	13	55	24	12	13	host	gene-PA3665	0.8395883872356082	0	1
gene-PA5152	359	286	424	456	451	287	442	140	53	134	84	16	28	host	gene-PA5152	0.6844660920139202	0	1
gene-PA2351	3	1	13	5	3	4	9	8	2	3	12	0	0	host	gene-PA2351	0.8597842897746567	0	1
gene-PA4590	50	23	36	40	36	19	38	16	6	7	28	3	2	host	pra	0.6555550501847384	0	1
gene-PA2189	13	10	9	18	15	7	10	4	2	4	21	0	1	host	gene-PA2189	0.7255823061372005	0	1
gene-PA1107	13	15	22	19	75	38	55	18	6	13	29	5	1	host	gene-PA1107	0.8562057336861032	0	1
gene-PA4533	63	38	77	81	43	38	66	16	10	25	25	1	5	host	gene-PA4533	0.6956597505809424	0	1
gene-PA1141	68	43	72	74	67	26	46	17	8	8	15	2	1	host	gene-PA1141	0.7940542479276606	0	1
gene-EST35_0416	0	0	0	0	1478	7713	793	1738	9498	10045	585	3559	5282	phage	gene-EST35_0416	1.1552422122265378	0	0
gene-PA1027	28	27	28	30	36	26	37	10	11	13	64	3	3	host	gene-PA1027	0.6614605379478792	0	1
gene-PA4185	70	54	68	108	62	45	68	13	11	15	38	3	4	host	gene-PA4185	0.7224002555491356	0	1
gene-EST35_0077	0	0	0	0	73337	80320	35798	42932	13109	28592	11283	3143	4813	phage	gene-EST35_0077	1.1971502008195183	0	0
gene-PA1407	79	59	69	132	143	56	84	43	11	22	22	3	10	host	gene-PA1407	0.7662289165805987	0	1
gene-PA3077	39	20	43	57	59	30	82	15	8	18	19	3	7	host	gene-PA3077	0.7459390055493814	0	1
gene-EST35_0109	0	0	0	0	80	631	8	7780	5016	4876	2571	1622	3224	phage	gene-EST35_0109	1.2359815932791887	0	0
gene-PA1224	25	21	44	37	34	13	29	9	2	8	27	8	0	host	gene-PA1224	0.6870542066451374	0	1
gene-PA1963	109	67	94	83	92	64	102	18	9	18	8	2	5	host	gene-PA1963	0.7832470197972042	0	1
gene-PA5276	96	91	231	175	88	111	123	5	23	62	21	4	8	host	lppL	0.8416885429644245	0	1
gene-PA4237	4522	3425	5184	7066	5319	3091	3338	753	1734	3053	178	444	545	host	rplQ	0.7009767923656961	0	1
gene-PA1088	252	157	254	285	378	253	673	62	44	129	33	9	12	host	gene-PA1088	0.9204415667737175	0	1
gene-PA3019	936	559	911	1103	1339	561	874	534	248	445	213	56	87	host	gene-PA3019	0.6397280136580323	0	1
gene-PA4644	519	390	517	766	493	284	342	133	49	93	46	12	12	host	gene-PA4644	0.8363184945158207	0	1
gene-PA2554	32	11	20	12	16	33	59	15	10	32	14	3	7	host	gene-PA2554	0.7170805711037954	0	1
gene-PA2782	11	10	18	19	26	4	13	6	5	3	21	1	4	host	gene-PA2782	0.7075867722687613	0	1
gene-PA3611	92	70	106	107	109	75	118	31	23	52	27	6	5	host	gene-PA3611	0.6305309566771634	0	1
gene-PA4596	21	11	25	27	28	48	55	10	23	33	37	16	23	host	gene-PA4596	0.4625157969871214	0	1
gene-EST35_0410	0	0	0	0	245	914	50	730	1747	1071	1341	1506	1536	phage	gene-EST35_0410	0.9359551266486167	0	0
gene-PA1310	11	5	12	10	17	16	15	3	3	6	37	0	2	host	phnW	0.8898525746216123	0	1
gene-PA1511	115	74	152	150	132	62	135	31	14	28	83	3	2	host	gene-PA1511	0.7222220423760474	0	1
gene-PA0337	1593	1040	1791	1941	1790	1210	1710	518	258	470	214	75	100	host	ptsP	0.7163902771595538	0	1
gene-PA5134	578	488	701	970	737	450	695	197	111	225	94	33	37	host	gene-PA5134	0.7343979356240078	0	1
gene-PA4643	116	116	156	200	104	67	98	19	7	30	20	5	3	host	gene-PA4643	0.8549493120502907	0	1
gene-PA3178	85	74	85	84	152	88	125	37	18	33	31	8	4	host	gene-PA3178	0.6925327684694077	0	1
gene-PA1429	92	99	113	271	367	164	598	172	43	75	119	21	25	host	gene-PA1429	0.9408381443964972	0	1
gene-PA1765	25	18	34	30	35	38	43	16	9	12	15	0	2	host	gene-PA1765	0.6284077684306574	0	1
gene-PA0779	404	406	932	498	2275	470	322	1970	1415	279	709	392	221	host	gene-PA0779	0.8186157915806468	0	1
gene-PA3641	2328	2728	4732	5029	1840	1273	1923	361	293	533	97	53	65	host	gene-PA3641	1.0037502130532772	0	1
gene-PA5424	391	214	382	499	966	388	662	248	149	273	53	36	34	host	gene-PA5424	0.7785161032526118	0	1
gene-PA1657	35	21	23	75	86	29	95	21	5	10	13	6	4	host	gene-PA1657	0.9378164478303321	0	1
gene-PA2878	29	18	24	34	42	24	40	13	0	5	23	1	0	host	gene-PA2878	0.7318552995895108	0	1
gene-PA2505	2187	1687	2658	1785	1118	893	1277	248	185	328	83	66	41	host	opdT	0.8919147460415642	0	1
gene-PA4094	68	40	88	71	68	52	64	15	11	25	51	4	7	host	gene-PA4094	0.6264011506126554	0	1
gene-PA5494	262	221	362	576	513	231	377	116	50	107	59	17	19	host	gene-PA5494	0.8021239857324939	0	1
gene-EST35_0194	0	0	0	0	22	96	8	4165	3494	1208	16957	9181	9532	phage	gene-EST35_0194	1.4891381795133647	0	0
gene-PA1610	1078	636	989	1534	780	410	1296	165	218	699	49	37	78	host	fabA	0.7891513481017172	0	1
gene-PA3931	79	13	19	18	13	11	13	2	17	8	24	4	6	host	gene-PA3931	1.0743661611468915	0	1
gene-PA4837	38	22	61	42	34	13	41	14	12	17	108	4	7	host	gene-PA4837	0.8578812430863705	0	1
gene-PA0309	195	157	242	309	318	169	244	67	38	82	34	14	12	host	gene-PA0309	0.7372355460713307	0	1
gene-PA2798	1134	887	1799	1734	790	610	1124	140	157	278	40	42	57	host	gene-PA2798	0.8944863224693811	0	1
gene-PA3258	157	112	192	186	266	113	145	110	27	63	81	16	11	host	gene-PA3258	0.6388525713491979	0	1
gene-PA3084	124	92	141	165	118	106	145	26	40	75	29	10	13	host	gene-PA3084	0.6289253579241834	0	1
gene-PA2526	224	170	298	343	369	170	298	141	68	157	101	22	42	host	gene-PA2526	0.5941650829530026	0	1
gene-PA1173	5	6	9	10	19	16	22	2	7	6	7	2	3	host	napB	0.7031783797835466	0	1
gene-EST35_0384	0	0	0	0	26165	21781	3183	15418	3332	10054	3615	586	1043	phage	gene-EST35_0384	1.3220713819037377	0	0
gene-PA2076	56	36	52	90	68	29	66	16	11	12	27	5	2	host	gene-PA2076	0.7415374385341915	0	1
gene-PA4261	2395	1355	1903	2645	2929	1926	1245	502	1392	1627	207	376	666	host	rplW	0.5714768893816357	0	1
gene-PA0433	51	35	80	90	94	61	102	23	10	30	30	3	6	host	gene-PA0433	0.7100088952754157	0	1
gene-PA0265	2807	821	1364	1294	2137	825	1901	716	206	466	171	80	71	host	gabD	0.8431723716303614	0	1
gene-EST35_0097	0	0	0	0	1708	21783	11995	3445	11922	14256	1141	1884	4605	phage	gene-EST35_0097	1.211732750278508	0	0
gene-PA2026	49	44	95	96	77	191	302	20	39	65	19	10	9	host	gene-PA2026	1.0253165864981435	0	1
gene-PA2400	95	62	120	95	170	96	131	72	40	50	134	23	25	host	pvdJ	0.5088687360354267	0	1
gene-PA4932	6998	5535	9167	11459	6764	3384	3180	1348	1090	2116	408	248	273	host	rplI	0.8838259822024779	0	1
gene-EST35_0456	0	0	0	0	3	114	7	20	353	239	4	130	287	phage	gene-EST35_0456	1.3636978964719448	0	0
gene-PA4760	551	424	817	572	2362	562	382	2259	1198	286	1310	524	307	host	dnaJ	0.7615198496829165	0	1
gene-PA0548	2513	1703	2411	3627	3263	1396	1982	1191	498	1039	363	146	149	host	tktA	0.7108769648554532	0	1
gene-PA1059	73	58	103	121	113	70	167	25	34	88	25	9	11	host	gene-PA1059	0.6721215444113707	0	1
gene-PA2052	5	6	6	16	13	9	7	1	2	3	11	0	1	host	cynS	0.7749999999999999	0	1
gene-PA4967	1661	968	1596	1612	1855	1029	1392	680	206	378	235	79	74	host	parE	0.708626606332838	0	1
gene-PA5435	707	360	415	633	1128	392	801	287	45	142	151	27	30	host	gene-PA5435	0.8288051206343459	0	1
gene-PA2278	35	44	81	76	95	65	95	28	11	25	37	6	1	host	arsB	0.6891731693145585	0	1
gene-PA3737	886	634	1031	1131	741	406	667	174	80	253	47	18	18	host	dsbC	0.8256403649951183	0	1
gene-PA1908	4	4	8	24	18	5	10	13	1	4	31	0	1	host	gene-PA1908	0.9745251423591348	0	1
gene-PA3620	680	439	713	840	912	448	637	274	126	268	155	34	41	host	mutS	0.6832741261516263	0	1
gene-PA0969	639	650	1056	1320	541	420	893	101	128	268	37	25	40	host	tolQ	0.8696765236114231	0	1
gene-PA0574.1	34	45	96	82	130	115	139	34	19	53	16	3	8	host	gene-PA0574.1	0.7674135840761255	0	1
gene-PA3408	24	18	53	37	43	35	56	16	10	9	84	8	6	host	hasR	0.7360574138299556	0	1
gene-PA3949	259	223	290	449	603	224	385	200	41	122	75	13	3	host	gene-PA3949	0.7756744833605366	0	1
gene-PA0757	152	122	154	230	260	126	219	73	20	59	68	4	9	host	gene-PA0757	0.7142153679057145	0	1
gene-PA0363	486	471	1212	819	296	221	481	39	55	117	24	11	15	host	coaD	1.072942657139251	0	1
gene-PA1471	22	14	28	35	47	28	41	4	17	37	8	3	1	host	gene-PA1471	0.6769111312378613	0	1
gene-PA4478	149	104	129	241	255	143	394	96	39	142	50	10	11	host	gene-PA4478	0.7733189378371942	0	1
gene-PA4312	71	52	101	142	141	71	111	44	24	40	57	8	4	host	gene-PA4312	0.6596818909430802	0	1
gene-PA0044	237	140	179	277	193	128	243	54	34	65	85	17	13	host	exoT	0.6846288370880242	0	1
gene-PA2786	11	6	10	10	3	6	13	2	1	3	9	0	0	host	gene-PA2786	0.7622867446578624	0	1
gene-PA3481	205	150	212	289	229	147	262	78	40	70	43	8	11	host	gene-PA3481	0.7051563448693745	0	1
gene-PA2208	1	1	2	6	1	1	0	0	0	2	5	1	1	host	gene-PA2208	1.1004019055515566	0	1
gene-PA3371	6	9	10	11	9	11	16	1	5	6	13	1	0	host	gene-PA3371	0.6257024374186079	0	1
gene-PA4618	459	271	421	530	587	360	456	228	80	119	89	13	23	host	gene-PA4618	0.6931249650237724	0	1
gene-PA1054	648	559	766	1160	1154	567	1222	566	245	464	195	68	68	host	gene-PA1054	0.6494545353064569	0	1
gene-PA2811	125	144	264	266	272	131	124	64	73	50	40	15	16	host	gene-PA2811	0.7352464731558621	0	1
gene-PA0880	1	2	9	3	2	3	4	2	0	2	5	3	0	host	gene-PA0880	0.8155510142168444	0	1
gene-PA1102	788	479	797	833	747	380	747	139	89	169	75	24	28	host	fliG	0.7900005575243307	0	1
gene-PA3233	103	72	83	68	84	48	133	40	16	38	46	2	7	host	gene-PA3233	0.6482431164748114	0	1
gene-PA5413	309	231	346	456	200	176	252	38	53	94	55	13	16	host	ltaA	0.7919997064591444	0	1
gene-PA3400	48	25	70	81	76	41	58	15	8	28	30	1	7	host	gene-PA3400	0.6976187566205628	0	1
gene-EST35_0249	0	0	0	0	4750	3586	110	35358	12799	12899	38509	15285	10714	phage	gene-EST35_0249	1.2228498438207236	0	0
gene-PA3701	1139	867	1423	1506	1116	833	1189	276	250	594	70	58	76	host	prfB	0.7083252645206117	0	1
gene-PA2922	3	0	17	10	13	9	6	4	1	2	17	1	1	host	gene-PA2922	0.9138019553521661	0	1
gene-PA4085	8	11	27	4	16	6	9	5	6	3	24	3	0	host	cupB2	0.8427090598344179	0	1
gene-PA0760	152	121	221	206	216	156	380	83	63	140	46	17	26	host	gene-PA0760	0.6870132976509744	0	1
gene-PA1026	56	37	60	42	59	44	61	16	9	22	10	3	3	host	gene-PA1026	0.6753097182487424	0	1
gene-PA3288	67	54	68	82	136	64	107	49	13	22	26	3	6	host	gene-PA3288	0.7167687663070111	0	1
gene-PA1217	27	22	59	63	57	35	57	25	7	15	52	3	2	host	gene-PA1217	0.6681233714252497	0	1
gene-PA3845	96	64	130	143	167	65	128	55	15	13	45	9	5	host	gene-PA3845	0.7463616267508183	0	1
gene-PA0045	341	274	444	670	283	163	235	26	35	46	60	16	6	host	gene-PA0045	0.9687027456437531	0	1
gene-PA0777	27	31	42	50	32	28	48	9	7	19	9	3	3	host	gene-PA0777	0.6784393707329337	0	1
gene-PA4342	35	14	27	32	38	16	39	13	3	11	50	2	4	host	gene-PA4342	0.6964891980037633	0	1
gene-PA5560	5584	5394	10688	11864	4918	3000	4454	772	1115	2449	164	176	355	host	atpB	0.9411570174798805	0	1
gene-PA0032	89	79	109	102	95	57	111	31	11	33	74	7	4	host	gene-PA0032	0.6241865870611671	0	1
gene-EST35_0031	0	0	0	0	224	1510	43	717	3165	2625	193	672	1697	phage	gene-EST35_0031	1.2471188316327069	0	0
gene-PA4675	322	191	351	381	255	230	162	77	56	125	107	16	21	host	gene-PA4675	0.6755322287755976	0	1
gene-PA4562	270	259	501	471	307	286	418	86	71	161	84	14	25	host	gene-PA4562	0.7109430004515899	0	1
gene-PA0678	1	3	2	2	5	0	1	2	0	1	17	0	1	host	gene-PA0678	1.6116919744194804	0	1
gene-PA3969a	134	120	146	320	249	106	252	71	25	72	34	12	5	host	gene-PA3969a	0.8116957747270874	0	1
gene-PA5041	301	219	332	375	112	115	243	21	25	55	41	7	16	host	pilP	0.8949589227215188	0	1
gene-PA1192	292	192	418	411	378	195	252	95	75	124	42	23	27	host	gene-PA1192	0.7187954776923039	0	1
gene-PA0141	103	71	107	331	574	168	1130	120	66	168	72	34	48	host	gene-PA0141	1.285675975276547	0	1
gene-PA3447	7	1	10	7	13	5	13	3	0	2	7	1	1	host	gene-PA3447	0.8129060994546738	0	1
gene-EST35_0064	0	0	0	0	36551	84654	40642	19833	18409	80741	2567	3376	4976	phage	gene-EST35_0064	1.2902931567386347	0	0
gene-PA4432	26695	18604	30091	32608	43345	17590	20055	16604	4026	23488	2639	549	1074	host	rpsI	0.7019829491453022	0	1
gene-PA1185	10	9	15	9	11	10	9	4	5	5	16	1	1	host	gene-PA1185	0.5589105048046176	0	1
gene-PA3279	11	11	22	9	6	4	14	1	2	7	34	1	1	host	oprP	0.9736430040416189	0	1
gene-PA0042	98	72	170	94	139	89	111	43	22	43	36	8	7	host	gene-PA0042	0.6796090246492602	0	1
gene-EST35_0059	0	0	0	0	14098	5668	304	4400	8857	14015	440	2332	5160	phage	gene-EST35_0059	1.1713187677877581	0	0
gene-PA2120	4	3	3	8	11	3	8	2	3	2	15	0	1	host	gene-PA2120	0.8673699106231272	0	1
gene-PA4925	30	32	58	55	53	30	35	11	4	11	44	6	1	host	gene-PA4925	0.6854109472024233	0	1
gene-PA4501	676	385	566	524	576	188	704	264	78	231	103	16	27	host	opdP	0.7226973453053045	0	1
gene-PA1043	138	96	136	156	185	109	183	80	32	57	32	5	10	host	gene-PA1043	0.6493979233457671	0	1
gene-PA4765	1586	1581	2966	2851	1107	925	1837	168	217	537	66	40	82	host	omlA	0.9229392214559264	0	1
gene-PA5465	206	147	238	248	250	146	308	90	23	65	83	15	12	host	gene-PA5465	0.690883402435353	0	1
gene-PA3953	23	11	23	30	20	19	19	8	2	6	18	0	0	host	gene-PA3953	0.6873097876750702	0	1
gene-PA3560	594	447	535	819	882	336	709	289	52	139	114	21	16	host	fruA	0.7756297511669659	0	1
gene-PA3352	289	190	333	442	185	211	319	39	36	96	23	17	24	host	gene-PA3352	0.811625715414802	0	1
gene-PA1243	99	67	127	136	183	111	470	43	31	55	56	20	10	host	gene-PA1243	1.0638683003966436	0	1
gene-PA2777	46	18	57	50	149	45	122	45	43	50	49	16	23	host	gene-PA2777	0.673792993614064	0	1
gene-PA2079	30	26	46	57	52	28	65	17	9	18	47	0	3	host	gene-PA2079	0.6645431783701379	0	1
gene-PA2102	12	11	23	23	13	11	12	5	2	7	11	1	1	host	gene-PA2102	0.6788656611278743	0	1
gene-EST35_0158	0	0	0	0	163	661	31	41417	14167	14888	16888	3546	7640	phage	gene-EST35_0158	1.5105749882321562	0	0
gene-PA1129	15	10	25	25	41	14	27	9	4	4	10	2	2	host	gene-PA1129	0.7868386010839369	0	1
gene-PA4212	97	86	108	236	290	35	108	109	7	22	55	5	2	host	phzC1	0.9484662818216973	0	1
gene-PA2205	19	17	29	29	30	17	25	17	7	10	13	2	1	host	gene-PA2205	0.5707415218587679	0	1
gene-PA2240	94	70	138	238	160	109	139	97	75	154	85	31	41	host	pslJ	0.4867655870502425	0	1
gene-PA4563	6976	6845	14131	13894	3873	4137	8310	648	686	1960	159	127	272	host	rpsT	1.0042790313083474	0	1
gene-PA1095	394	261	379	465	341	283	501	67	55	164	16	16	22	host	gene-PA1095	0.7598739588669373	0	1
gene-PA3587	35	34	37	69	67	50	86	10	8	20	25	5	3	host	metR	0.7451744386538598	0	1
gene-PA0074	467	535	725	1004	1535	508	686	381	89	217	209	14	15	host	ppkA	0.8434704523455818	0	1
gene-EST35_0261	0	0	0	0	5045	2782	128	35681	17860	9381	47391	22703	17136	phage	gene-EST35_0261	1.2164423175140273	0	0
gene-PA2315	16	6	9	14	14	13	21	8	0	5	12	0	2	host	gene-PA2315	0.6747427493332387	0	1
gene-PA4320	850	722	1078	1425	1034	561	921	187	66	185	89	20	19	host	gene-PA4320	0.8445847021722874	0	1
gene-EST35_0162	0	0	0	0	74	63	14	297	72	66	442	898	61	phage	gene-EST35_0162	1.6322801015743282	0	0
gene-PA3331	30	26	23	38	40	17	57	14	6	13	60	3	3	host	gene-PA3331	0.7188783222775519	0	1
gene-PA0575	84	56	118	105	114	76	115	31	26	31	143	17	12	host	gene-PA0575	0.6065671403473059	0	1
gene-PA0113	19	19	52	26	31	22	35	4	9	7	40	3	3	host	gene-PA0113	0.7226304639163592	0	1
gene-PA2243	15	15	44	56	65	23	28	38	6	11	32	1	2	host	pslM	0.7592144652918503	0	1
gene-PA2368	2	2	4	5	2	12	7	2	3	9	12	2	1	host	gene-PA2368	0.775669315737817	0	1
gene-EST35_0317	0	1	0	0	572	473	40	42273	23306	12340	74708	44161	49816	phage	gene-EST35_0317	1.283705384532718	0	0
gene-PA5418	103	44	110	101	66	57	88	38	17	24	103	13	3	host	soxA	0.6313504632998177	0	1
gene-PA0709	3	3	12	0	6	6	8	0	0	3	24	0	1	host	gene-PA0709	1.2799219443601744	0	1
gene-PA2754a	48	20	71	58	55	68	92	13	24	23	9	8	9	host	gene-PA2754a	0.7110305382894744	0	1
gene-PA1884	41	29	62	85	82	38	66	34	12	13	17	1	2	host	gene-PA1884	0.7482985757193319	0	1
gene-EST35_0290	0	0	0	0	79	330	41	10029	12496	2363	41044	29051	28805	phage	gene-EST35_0290	1.4316122784841012	0	0
gene-PA1082	422	258	392	491	288	191	453	46	45	133	42	15	17	host	flgG	0.8041843248611289	0	1
gene-PA1319	32	32	50	74	19	88	31	2	14	18	8	7	1	host	cyoC	0.902250593791594	0	1
gene-PA0059	35	18	39	33	44	32	58	10	14	37	23	8	3	host	osmC	0.5680284542264393	0	1
gene-PA1431	403	408	917	671	260	291	622	58	49	93	17	10	10	host	rsaL	0.9736671447464784	0	1
gene-PA5440	256	192	188	978	614	139	641	146	20	81	116	8	12	host	gene-PA5440	1.0941039420451264	0	1
gene-PA4683	64	50	73	81	19	15	107	10	3	6	31	1	2	host	gene-PA4683	0.962587964247035	0	1
gene-PA1070	253	139	264	210	232	100	154	72	23	62	27	9	10	host	braG	0.7659766013688429	0	1
gene-PA1032	467	410	661	626	1129	780	1075	240	148	252	136	37	46	host	quiP	0.7693528139056933	0	1
gene-EST35_0303	0	0	0	1	104	119	31	175	126	127	529	410	193	phage	gene-EST35_0303	1.1243776595232087	0	0
gene-PA1528	1227	989	1396	1910	1586	919	1492	463	231	435	101	51	53	host	zipA	0.7486735599491414	0	1
gene-PA1191	8	14	21	22	21	13	28	8	3	5	19	2	3	host	gene-PA1191	0.6497488875236185	0	1
gene-PA2837	22	5	13	21	21	21	21	14	1	12	58	0	1	host	gene-PA2837	0.9012966220435031	0	1
gene-PA0659	403	417	616	781	500	282	334	111	73	141	68	20	25	host	gene-PA0659	0.8090967209536835	0	1
gene-PA2471	7	5	12	12	20	7	16	6	3	6	16	0	1	host	gene-PA2471	0.6945706402665364	0	1
gene-PA4063	10	12	27	44	25	20	32	11	4	6	35	0	1	host	gene-PA4063	0.7770305748140737	0	1
gene-PA4504	60	56	72	126	53	43	113	30	42	129	29	5	11	host	gene-PA4504	0.6634972174123552	0	1
gene-PA1727	230	174	342	422	277	177	245	90	40	94	54	13	11	host	mucR	0.7547689102832439	0	1
gene-PA2092	4	4	12	17	46	9	17	12	4	7	23	2	2	host	gene-PA2092	0.9492480978478443	0	1
gene-PA2023	1330	1029	1657	1880	880	537	941	141	122	333	41	41	47	host	galU	0.8983987093027543	0	1
gene-PA0224	33	32	64	64	55	34	53	9	12	12	84	5	3	host	gene-PA0224	0.7216670996009884	0	1
gene-PA1632	2	1	7	1	0	1	1	3	0	0	4	0	1	host	kdpF	1.2027934228871513	0	1
gene-PA4449	982	780	1116	1488	1352	720	1011	325	226	593	73	50	74	host	hisG	0.7079766021470133	0	1
gene-PA4699	643	521	683	1133	947	636	850	285	88	205	135	14	44	host	gene-PA4699	0.7531315942859613	0	1
gene-PA1170	71	49	80	139	101	50	246	21	30	97	49	7	8	host	gene-PA1170	0.8548001491904361	0	1
gene-PA0120	96	61	102	91	98	51	67	70	17	20	67	4	4	host	gene-PA0120	0.5979299559360343	0	1
gene-PA3678	331	168	278	409	144	100	263	45	35	68	29	12	17	host	gene-PA3678	0.8783276691271362	0	1
gene-PA1008	449	317	597	600	432	196	341	79	52	133	28	16	17	host	bcp	0.8370821972520339	0	1
gene-PA1875	45	40	42	66	78	28	50	40	9	18	23	6	3	host	gene-PA1875	0.636423034888536	0	1
gene-PA4872	200	123	161	225	173	118	197	55	30	50	53	7	10	host	gene-PA4872	0.6925508057799441	0	1
gene-PA2704	39	28	48	58	72	31	59	16	2	15	24	2	3	host	gene-PA2704	0.7349813450350324	0	1
gene-PA1099	492	273	411	606	544	325	570	92	51	97	49	13	7	host	fleR	0.8195273046149307	0	1
gene-PA4259	2849	1520	2326	3162	6056	2593	1326	2187	1801	2263	833	443	736	host	rpsS	0.6398044137521411	0	1
gene-PA4802.1	67	55	128	118	218	220	276	99	20	41	36	9	14	host	gene-PA4802.1	0.8459575330214145	0	1
gene-PA0202	54	13	30	47	72	35	97	29	13	10	55	3	9	host	gene-PA0202	0.7509682073459851	0	1
gene-PA5153	385	297	588	463	275	184	328	54	59	163	51	20	20	host	gene-PA5153	0.7985518765935242	0	1
gene-PA1248	33	21	43	42	35	25	73	9	12	16	43	6	0	host	aprF	0.6998865201145432	0	1
gene-EST35_0142	0	0	0	0	1	5	1	0	6	5	22	646	29	phage	gene-EST35_0142	3.106108249108711	0	0
gene-PA1753	84	49	107	114	77	74	121	28	22	32	17	13	11	host	gene-PA1753	0.6750527071306018	0	1
gene-PA0428	1457	1066	1543	2619	2566	956	1972	511	167	276	183	51	48	host	gene-PA0428	0.8686982739229457	0	1
