Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	6_R3	12_R1	12_R2	12_R3	18_R1	18_R2	18_R3	Entity	Symbol
gene-PA1151	2301	3777	3227	2010	3521	2007	1137	2015	1334	1256	1555	1490	host	imm2
gene-PA4859	33	53	41	23	81	41	19	29	13	23	24	22	host	gene-PA4859
gene-PA3594	85	214	184	33	89	76	28	38	83	57	79	62	host	gene-PA3594
gene-PA2018	0	0	0	0	0	1	0	0	0	0	0	0	host	gene-PA2018
gene-PA4460	2956	3567	3649	3628	8258	5607	3625	5135	3699	3219	4035	4670	host	gene-PA4460
gene-PA1971	0	0	0	0	0	0	0	0	0	0	0	0	host	braZ
gene-PA0474	9	73	40	8	30	28	3	11	18	4	6	10	host	gene-PA0474
gene-PA4421	1880	6379	6219	1741	4266	3771	1784	3464	2989	1898	2725	3210	host	gene-PA4421
gene-PA4726.11	8828	14796	18167	7022	30048	40982	9925	22558	30907	8145	23618	27077	host	crcZ
gene-PA4499	411	1031	1161	372	502	445	252	409	428	250	330	442	host	gene-PA4499
gene-PA5478	426	642	662	440	858	731	344	543	639	419	471	764	host	gene-PA5478
gene-PA0563	1131	737	840	1049	1751	2352	1735	1877	2764	1681	2632	4193	host	gene-PA0563
gene-PA2601	186	273	166	170	255	122	92	168	154	91	137	129	host	gene-PA2601
gene-PA0726	116	283	174	74	162	94	69	81	97	68	101	75	host	gene-PA0726
gene-PA0656	292	475	530	105	196	92	66	61	88	84	138	117	host	gene-PA0656
gene-PA5365	302	666	482	173	444	289	414	314	320	843	493	380	host	phoU
gene-PA0691	10	22	9	7	3	10	1	9	4	4	8	8	host	gene-PA0691
gene-PA0416	464	434	578	502	707	380	409	424	488	265	426	205	host	chpD
gene-PA2837	37	65	42	35	57	45	32	48	35	54	52	64	host	gene-PA2837
gene-PA0196	239	521	390	384	1328	552	328	1795	622	341	1146	1553	host	pntB
gene-PA2320	366	879	467	156	239	84	470	372	271	642	1152	687	host	gntR
gene-PA3836	785	1265	1369	385	1033	850	395	668	1536	434	708	895	host	gene-PA3836
gene-PA0541	1496	1320	1481	1298	1907	1296	826	1052	521	949	921	729	host	gene-PA0541
gene-PA5254	182	417	299	121	359	251	101	176	251	114	179	195	host	gene-PA5254
gene-PA3533	3036	2149	4683	2693	5667	4156	2421	3252	3114	3674	4101	4174	host	gene-PA3533
gene-PA3786	519	806	848	312	666	478	273	396	556	366	475	400	host	gene-PA3786
gene-PA4371	142	174	153	260	726	841	953	789	1098	279	861	1700	host	gene-PA4371
gene-PA0776	21	50	35	40	90	40	21	57	33	20	29	29	host	gene-PA0776
gene-PA3641	842	1191	1156	1208	4393	6327	2595	2798	3053	3044	3971	4620	host	gene-PA3641
gene-PA3409	21	34	42	28	41	63	40	38	92	27	45	104	host	gene-PA3409
gene-PA3886a	90	157	105	56	145	150	74	96	130	66	99	151	host	gene-PA3886a
gene-PA2585	920	1408	1043	1335	2546	1437	817	1643	1054	770	1040	1097	host	uvrC
gene-PA5236	799	1311	1120	608	1650	1239	524	1222	1021	628	1137	1075	host	gene-PA5236
gene-PA2387	167	404	282	161	453	268	200	322	375	184	310	303	host	fpvI
gene-PA4544	1244	1581	1521	2290	4302	2999	1701	2634	1751	1737	1991	2272	host	rluD
gene-PA0932	1161	2035	1852	2148	5404	3218	1548	2895	2082	1869	2401	2624	host	cysM
gene-PA2676	29	55	48	15	49	20	17	41	23	10	24	16	host	gene-PA2676
gene-PA5147	1453	1624	1409	962	2389	1666	898	1668	1263	904	1494	1402	host	mutY
gene-PA5409	513	2545	2198	284	649	287	160	276	383	247	388	264	host	gene-PA5409
gene-PA1789	8987	18852	13807	1419	1839	573	1358	685	1008	3027	2588	684	host	gene-PA1789
gene-PA1369	195	245	295	139	297	372	138	223	304	160	214	367	host	gene-PA1369
gene-PA4006	1279	1304	1477	1355	3150	2781	1449	2076	1930	1583	1935	2256	host	nadD
gene-PA0326	63	129	83	54	75	31	19	42	56	30	39	31	host	gene-PA0326
gene-PA3275	26	112	67	48	116	104	27	78	45	32	40	63	host	gene-PA3275
gene-PA4726	2135	6068	3621	1197	2295	1238	862	1186	1886	963	1486	1172	host	cbrB
gene-PA0596	1102	4209	3374	1483	2817	1238	790	1289	1129	921	1087	1080	host	gene-PA0596
gene-PA2125	0	0	0	0	0	0	0	0	0	0	2	1	host	gene-PA2125
gene-PA4766	293	452	314	296	681	440	208	371	318	220	280	338	host	gene-PA4766
gene-PA1748	807	4631	2801	3063	5692	1770	1020	2436	1031	636	1121	1279	host	gene-PA1748
gene-PA5410	250	587	749	86	184	104	73	75	79	98	122	82	host	gbcA
gene-PA0747	1357	2960	1023	313	825	231	279	401	260	333	564	180	host	gene-PA0747
gene-PA1046	519	674	595	478	919	992	505	919	874	567	889	836	host	gene-PA1046
gene-PA0357	650	839	903	560	1717	1172	473	1076	1192	498	864	990	host	mutM
gene-PA3639	1463	2473	2848	1692	4994	4362	1821	3575	4154	2724	2909	3481	host	accA
gene-PA1612	88	127	152	69	161	151	78	135	164	112	164	178	host	gene-PA1612
gene-PA1358	188	271	242	127	313	257	106	193	204	117	160	234	host	gene-PA1358
gene-PA1276	269	249	154	225	268	216	287	360	477	343	664	524	host	cobC
gene-PA2735	3654	9322	4462	5858	15639	7798	4346	7910	5036	4100	5779	6325	host	gene-PA2735
gene-PA4590	66	422	111	56	184	52	26	52	74	39	55	43	host	pra
gene-PA2590	96	268	173	90	95	61	50	75	50	62	58	51	host	gene-PA2590
gene-PA0624	1209	674	2155	526	472	1407	425	206	1213	376	295	1587	host	gene-PA0624
gene-PA3175	293	430	99	130	175	70	87	93	48	117	119	56	host	gene-PA3175
gene-PA3625	1127	1197	1406	1130	3207	2584	1183	2042	2111	1364	1795	2433	host	surE
gene-PA0900	811	702	1033	569	1110	794	517	612	798	573	684	872	host	gene-PA0900
gene-PA5527	320	680	517	416	1150	900	336	794	490	456	584	917	host	gene-PA5527
gene-PA5457	141	354	260	169	389	318	100	231	259	88	201	394	host	gene-PA5457
gene-PA2939	73	125	73	52	109	51	34	39	46	58	55	46	host	gene-PA2939
gene-PA1959	0	0	0	0	0	0	0	0	0	0	0	0	host	bacA
gene-PA5105	1477	4108	826	720	3057	340	547	1231	412	600	1658	252	host	hutC
gene-PA4477	1240	2781	2059	1014	2641	2222	1048	2173	1886	1061	1717	1834	host	cafA
gene-PA0041	1704	1768	2001	1336	1242	1124	1403	913	2083	1734	1696	3553	host	gene-PA0041
gene-PA1191	124	253	223	81	159	59	62	125	115	70	113	62	host	gene-PA1191
gene-PA1322	74	167	117	66	88	53	54	51	70	67	65	55	host	gene-PA1322
gene-PA1580	3883	4916	4345	4432	14248	7295	3187	7650	6310	3539	6630	6763	host	gltA
gene-PA4463	17044	53865	38470	10141	27654	8714	5181	10278	5366	6409	9225	3653	host	gene-PA4463
gene-PA0223	51	110	98	43	97	65	15	55	60	40	41	62	host	gene-PA0223
gene-PA1945	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1945
gene-PA3890	140	226	311	134	373	162	96	197	123	93	141	247	host	gene-PA3890
gene-PA4682	132	218	192	253	386	326	119	319	169	112	104	165	host	gene-PA4682
gene-PA3572	5699	18757	8920	337	772	333	876	258	283	2880	2442	324	host	gene-PA3572
gene-PA4109	185	232	264	183	312	245	124	220	238	121	177	199	host	ampR
gene-PA2756	768	1141	1355	596	1371	769	1344	4386	1532	1123	2620	2106	host	gene-PA2756
gene-PA3052	584	1732	1096	486	1027	508	291	637	844	298	557	521	host	gene-PA3052
gene-PA3868	67	156	193	38	70	35	21	37	45	24	42	40	host	gene-PA3868
gene-PA3808	594	600	869	770	870	1162	741	1293	1100	908	1225	964	host	gene-PA3808
gene-PA4015	279	260	474	107	560	464	100	175	401	147	255	219	host	gene-PA4015
gene-PA0954	398	755	379	383	883	713	315	572	459	356	475	470	host	gene-PA0954
gene-PA2864	372	462	371	394	1132	371	248	634	330	230	388	264	host	gene-PA2864
gene-PA3214	805	1442	1027	483	818	512	304	529	599	410	589	603	host	gene-PA3214
gene-PA2177	0	0	0	0	0	0	0	0	0	0	1	0	host	gene-PA2177
gene-PA5412	651	1186	897	402	787	835	388	532	912	490	685	1045	host	gene-PA5412
gene-PA2849	277	453	202	74	177	119	164	119	180	189	280	257	host	ohrR
gene-PA2744	7293	8165	10933	15500	33913	21212	12227	24472	13060	11201	16005	17138	host	thrS
gene-PA0576	13411	36842	17991	19949	49013	23080	13298	24031	12170	14386	18584	16139	host	rpoD
gene-PA2329	81	125	73	51	89	66	40	86	61	63	58	79	host	gene-PA2329
gene-PA2665	365	1121	773	265	302	157	148	191	302	225	283	270	host	gene-PA2665
gene-PA2754a	669	2037	1597	469	586	79	137	204	162	289	343	114	host	gene-PA2754a
gene-PA1107	135	174	175	109	158	90	112	104	86	87	99	70	host	gene-PA1107
gene-PA1263	281	848	201	136	510	217	92	250	324	146	317	286	host	gene-PA1263
gene-PA4651	48	61	29	57	78	49	45	51	53	53	56	60	host	gene-PA4651
gene-PA2677	69	221	150	61	146	73	49	68	84	34	85	45	host	gene-PA2677
gene-PA1058	201	441	258	191	604	628	291	630	375	188	446	500	host	gene-PA1058
gene-PA1014	722	1203	1136	598	2068	1503	638	1131	824	757	997	1195	host	gene-PA1014
gene-PA4090	113	219	252	80	194	151	144	204	399	155	310	417	host	gene-PA4090
gene-PA3195	970	723	1709	612	930	1133	898	1289	2193	1082	1983	1705	host	gapA
gene-PA1181	371	1021	828	357	536	498	214	460	507	402	464	501	host	gene-PA1181
gene-PA4004	591	686	639	727	1536	1709	960	1263	1135	815	974	1355	host	gene-PA4004
gene-PA3258	296	837	433	324	593	286	183	410	237	260	315	264	host	gene-PA3258
gene-PA5266	410	220	151	425	232	166	612	204	139	457	219	136	host	gene-PA5266
gene-PA2894	356	767	492	313	821	430	234	485	362	207	355	317	host	gene-PA2894
gene-PA1337	577	851	1280	506	850	714	341	535	1182	357	528	1434	host	ansB
gene-PA5569	11196	8957	9570	19012	41119	26213	15750	26471	16101	17256	19648	23390	host	rnpA
gene-PA4188	26	49	46	11	55	27	18	23	21	8	24	17	host	gene-PA4188
gene-PA3211	783	1389	1082	453	1259	1003	416	770	1051	503	915	972	host	gene-PA3211
gene-PA0170	337	265	258	160	298	587	414	430	736	473	682	709	host	gene-PA0170
gene-PA4681	65	139	147	135	318	217	99	195	104	63	83	101	host	gene-PA4681
gene-PA4562	287	432	457	420	1101	778	358	698	473	371	447	612	host	gene-PA4562
gene-PA4363	114	751	343	133	349	105	52	189	171	70	106	85	host	iciA
gene-PA0612	746	752	672	550	787	661	571	451	552	489	482	598	host	ptrB
gene-PA0896	998	1039	1246	662	817	1342	633	625	1170	786	972	1467	host	aruF
gene-PA3109	475	848	726	712	1372	908	450	945	609	492	665	669	host	gene-PA3109
gene-PA4471	20	60	30	22	190	53	24	65	138	11	26	62	host	gene-PA4471
gene-PA5464	846	1261	1013	982	2228	1616	773	1607	1138	772	1156	1469	host	gene-PA5464
gene-PA1939	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1939
gene-PA1270	177	177	154	75	105	39	62	75	69	86	105	43	host	gene-PA1270
gene-PA0940	90	269	222	57	140	141	45	83	96	49	80	90	host	gene-PA0940
gene-PA2990	1257	2043	1029	844	1765	910	583	1016	1143	673	1128	958	host	gene-PA2990
gene-PA4279	466	687	496	478	1545	1070	583	878	635	532	753	795	host	gene-PA4279
gene-PA1592	5869	7029	17256	5380	10880	9230	2764	5771	5990	3554	5453	8060	host	gene-PA1592
gene-PA5156	180	246	216	288	707	573	329	419	211	330	332	413	host	gene-PA5156
gene-PA0427	3104	3567	4129	2298	4043	3110	3213	5199	2845	3042	6465	4729	host	oprM
gene-PA0361	662	993	707	555	1195	817	482	779	690	512	784	672	host	gene-PA0361
gene-PA5108	673	1028	1142	785	1686	859	439	708	579	456	600	838	host	gene-PA5108
gene-PA1103	1419	2299	1801	1324	2182	1738	828	1389	1102	998	1131	995	host	gene-PA1103
gene-PA0521	64	86	333	40	90	207	41	67	142	210	218	125	host	gene-PA0521
gene-PA1897	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1897
gene-PA3026	222	361	248	169	320	238	131	226	257	151	295	277	host	gene-PA3026
gene-PA1012	2091	2301	1911	1672	4602	3744	1522	2851	2568	1832	2369	2584	host	gene-PA1012
gene-PA0655	3709	5867	5083	2104	2462	1305	1225	1183	1078	1472	1495	962	host	gene-PA0655
gene-PA5071	399	592	373	544	1010	872	389	893	562	318	511	591	host	gene-PA5071
gene-PA4407	9538	18166	20715	7683	18204	16836	7802	12481	11561	9307	14199	14175	host	ftsZ
gene-PA5394	208	398	317	121	308	189	105	156	195	109	179	176	host	cls
gene-PA1158	279	339	222	208	493	433	187	286	301	211	314	317	host	gene-PA1158
gene-PA2790	186	340	336	129	186	111	76	128	117	114	179	90	host	gene-PA2790
gene-PA0586	674	4230	1434	951	3422	404	261	611	215	347	319	190	host	gene-PA0586
gene-PA3014	2977	7090	7359	14296	47090	27340	12175	42646	16804	8042	32963	33395	host	faoA
gene-PA3656	19489	13529	17778	24847	38911	30456	29423	31293	40368	40967	38073	48745	host	rpsB
gene-PA0621	843	738	1846	439	477	1061	392	323	1148	370	344	1597	host	gene-PA0621
gene-PA0756	145	146	172	147	333	353	166	231	278	199	241	277	host	gene-PA0756
gene-PA0840	172	529	430	462	8457	6684	801	3457	3357	322	1406	454	host	gene-PA0840
gene-PA3963	200	190	270	151	329	195	108	190	209	118	176	178	host	gene-PA3963
gene-PA0500	371	858	389	299	845	351	267	546	440	274	566	398	host	bioB
gene-PA2342	44	60	42	35	70	43	22	37	27	42	33	30	host	mtlD
gene-PA4323	1369	3324	2427	1377	2066	1206	1123	1495	1762	1091	1421	1661	host	gene-PA4323
gene-PA1260	25	47	25	7	24	21	7	13	15	10	16	17	host	gene-PA1260
gene-PA2535	185	251	219	183	297	187	149	173	208	176	186	310	host	gene-PA2535
gene-PA1200	238	380	222	209	477	378	224	222	307	238	316	345	host	gene-PA1200
gene-PA4468	82	147	110	46	158	68	53	91	81	34	71	122	host	sodM
gene-PA0754	66	116	92	19	66	58	21	29	58	45	34	51	host	gene-PA0754
gene-PA1825	277	496	233	199	436	236	172	349	220	207	329	296	host	gene-PA1825
gene-PA2107	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2107
gene-PA5263	2139	2759	1991	1921	4928	2421	1418	2320	1650	1496	2278	2050	host	argH
gene-PA2621	1688	3876	2729	1459	3055	1602	1189	1857	1191	1324	1751	1440	host	gene-PA2621
gene-PA0338	593	783	556	459	749	636	357	525	459	355	508	495	host	gene-PA0338
gene-PA3619	193	251	222	121	224	144	112	106	187	114	174	179	host	gene-PA3619
gene-PA4420	2286	7456	5561	1924	4489	4178	1854	3117	3603	2065	2848	3379	host	gene-PA4420
gene-PA2945	805	924	434	840	1971	841	835	1206	631	804	1155	936	host	gene-PA2945
gene-PA3230	298	398	353	221	607	390	160	332	374	191	320	350	host	gene-PA3230
gene-PA3951	423	1693	842	374	760	329	178	351	279	237	424	289	host	gene-PA3951
gene-PA0108	164	642	331	60	145	53	52	52	61	79	114	52	host	coIII
gene-PA4675	241	324	390	269	788	583	605	637	2034	243	977	3086	host	gene-PA4675
gene-PA5481	63	234	159	34	74	46	22	42	42	168	80	64	host	gene-PA5481
gene-PA1178	3465	2483	7414	2184	2283	3630	1623	1596	3590	3229	3357	7196	host	oprH
gene-PA1022	121	409	219	113	354	127	62	151	103	49	98	114	host	gene-PA1022
gene-PA1804	27285	20816	38869	17335	32348	25965	11695	21985	20792	20852	27346	25048	host	hupB
gene-PA3097	181	364	215	229	555	343	202	432	233	150	325	480	host	xcpX
gene-PA3484	366	204	260	246	386	768	507	418	676	375	612	1174	host	gene-PA3484
gene-PA0770	855	1478	1213	1179	2441	3669	2023	3191	2283	1785	2068	2848	host	rnc
gene-PA3848	465	688	385	276	555	396	253	355	401	238	364	373	host	gene-PA3848
gene-PA1010	3812	5053	4935	4194	11643	7370	4052	6003	4837	4360	5297	6351	host	dapA
gene-PA0322	105	206	116	92	130	66	47	60	71	88	84	53	host	gene-PA0322
gene-PA1459	2546	6054	3945	2676	9002	3938	1753	3641	1427	1431	2066	1564	host	gene-PA1459
gene-PA5370	131	354	319	155	411	300	126	274	378	145	241	338	host	gene-PA5370
gene-PA0372	850	1045	767	750	2319	1071	669	1136	837	592	793	1189	host	gene-PA0372
gene-PA5160	204	335	238	171	245	127	128	173	130	191	181	291	host	gene-PA5160
gene-PA1720	77	104	198	55	78	147	61	65	231	50	79	216	host	pscG
gene-PA3154	1095	1999	1295	1802	2687	1619	915	2767	1472	952	1681	1519	host	wzy
gene-PA2556	235	560	335	135	341	148	81	170	229	114	170	153	host	gene-PA2556
gene-PA5400	64	163	69	38	125	47	30	75	23	26	54	39	host	gene-PA5400
gene-PA5064	1100	1306	1088	936	1809	1090	739	1017	724	610	882	812	host	gene-PA5064
gene-PA2648	3231	2045	2017	2957	2819	1683	1977	1920	1209	2030	2556	2411	host	nuoM
gene-PA3935	84	143	103	48	81	76	34	56	44	49	64	45	host	tauD
gene-PA3748	401	681	672	364	835	663	332	521	719	340	478	466	host	gene-PA3748
gene-PA0327	256	454	262	202	300	137	135	167	150	124	164	139	host	gene-PA0327
gene-PA2821	728	1306	831	537	1093	570	339	702	856	343	586	476	host	gene-PA2821
gene-PA1059	217	478	272	194	498	563	249	578	334	226	463	458	host	gene-PA1059
gene-PA0714	650	1776	856	616	248	62	179	216	85	210	132	90	host	gene-PA0714
gene-PA4749	3270	5296	4275	5393	19175	7854	3931	10228	4375	2896	6607	5854	host	glmM
gene-PA3031	4562	8510	8974	3372	9906	5318	1653	5444	4311	2768	4999	5591	host	gene-PA3031
gene-PA5300	5096	2524	3385	4558	9248	6711	4924	5621	2587	5317	5222	4737	host	cycB
gene-PA0703	124	172	162	149	285	180	108	191	141	94	115	163	host	gene-PA0703
gene-PA4974	1358	1773	1456	1150	3474	2226	1068	1956	1875	1140	1754	1983	host	gene-PA4974
gene-PA2699	67	317	149	81	464	112	45	209	62	56	156	36	host	gene-PA2699
gene-PA3086	458	696	460	301	779	475	239	396	535	299	480	410	host	gene-PA3086
gene-PA2868	284	545	414	154	268	131	77	307	2712	141	177	132	host	gene-PA2868
gene-PA4428	1339	1071	967	1724	2928	3599	1953	2636	2014	1888	1912	1972	host	sspA
gene-PA3957	214	778	459	94	170	90	83	114	181	106	154	112	host	gene-PA3957
gene-PA3265	91	159	162	101	248	166	80	169	112	113	111	135	host	gene-PA3265
gene-PA4080	192	352	267	143	322	183	81	142	152	92	138	134	host	gene-PA4080
gene-PA0517	1497	1361	11473	1035	1119	4955	741	1345	2137	2439	1664	1830	host	nirC
gene-PA0382	543	503	557	1019	2965	2170	852	1523	977	878	954	1166	host	micA
gene-PA4189	65	90	101	38	70	52	22	39	38	26	42	31	host	gene-PA4189
gene-PA0821	584	1403	1071	365	707	417	241	428	443	303	438	346	host	gene-PA0821
gene-PA3821	3786	2738	2925	4747	13958	13758	7473	11657	9367	6623	9946	12735	host	secD
gene-PA1267	34	47	32	26	82	40	17	59	37	12	26	15	host	gene-PA1267
gene-PA3638	328	515	460	326	703	864	317	669	682	505	587	654	host	gene-PA3638
gene-PA2941	264	323	171	184	391	268	142	242	215	177	241	206	host	gene-PA2941
gene-PA2449	683	639	570	531	1238	832	486	703	560	538	714	765	host	gene-PA2449
gene-PA2221	104	280	265	73	119	58	46	52	49	48	95	65	host	gene-PA2221
gene-PA1509	620	1273	815	691	754	282	422	420	286	493	365	335	host	gene-PA1509
gene-PA0507	122	280	246	97	608	403	88	301	233	66	232	199	host	gene-PA0507
gene-PA2146	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2146
gene-PA5552	2361	2191	2203	1715	1804	1180	1685	1545	2468	2209	2710	2359	host	glmU
gene-PA0876	780	2174	1704	577	950	489	395	527	720	496	536	503	host	gene-PA0876
gene-PA4802	71	78	162	57	109	90	31	83	122	46	59	66	host	gene-PA4802
gene-PA2743	35001	34078	32800	38449	70687	48762	50616	57022	43171	52019	57390	57257	host	infC
gene-PA5512	288	365	476	288	584	464	194	424	573	241	304	441	host	mifS
gene-PA4192	24	24	25	23	47	35	25	32	32	19	31	34	host	gene-PA4192
gene-PA1819	729	1048	915	554	1040	627	393	645	643	483	693	598	host	gene-PA1819
gene-PA5486	258	419	372	297	484	288	202	332	265	208	293	333	host	gene-PA5486
gene-PA2402	555	1006	850	352	652	417	240	418	362	290	510	439	host	gene-PA2402
gene-PA2074	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2074
gene-PA1925	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1925
gene-PA5145	356	568	426	210	556	316	177	296	314	185	325	260	host	gene-PA5145
gene-PA2089	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2089
gene-PA4145a	76	180	108	71	174	107	49	105	106	59	82	95	host	gene-PA4145a
gene-PA3444	48	48	28	32	46	18	31	19	17	29	22	27	host	gene-PA3444
gene-PA3036	71	138	72	55	96	66	19	52	69	26	49	66	host	gene-PA3036
gene-PA5446	27797	53197	27743	12231	24793	3688	9244	7384	2490	20081	14984	2681	host	gene-PA5446
gene-PA3436	105	161	293	459	944	290	178	299	119	95	213	69	host	gene-PA3436
gene-PA0827	154	223	203	63	186	161	70	113	164	72	117	122	host	gene-PA0827
gene-PA0296	2127	4526	3715	1974	3625	2516	1392	3116	4570	1456	2811	2960	host	spuI
gene-PA3637	8170	6903	6463	13333	26550	18045	10028	13723	7784	10236	10085	12959	host	pyrG
gene-PA2265	2267	2377	1641	1544	2558	1652	1313	1636	723	995	1372	850	host	gene-PA2265
gene-PA3578	520	1203	834	645	1057	679	429	618	620	487	637	669	host	gene-PA3578
gene-PA1482	1277	1118	989	1144	1063	1386	1047	1132	902	854	1023	822	host	ccmH
gene-PA3317	206	344	205	167	294	307	132	222	329	151	213	244	host	gene-PA3317
gene-PA3447	35	73	38	15	29	12	15	10	26	23	19	13	host	gene-PA3447
gene-PA0639	676	465	1222	288	348	886	297	184	858	246	244	992	host	gene-PA0639
gene-PA4515	89	169	122	151	345	262	578	461	712	111	379	760	host	gene-PA4515
gene-PA4545	1317	1362	1689	2032	4225	2853	1713	2529	1890	1658	1940	2508	host	comL
gene-PA0467	272	904	636	201	406	235	107	213	259	141	210	205	host	gene-PA0467
gene-PA2274	30	23	25	17	26	17	7	18	35	9	19	10	host	gene-PA2274
gene-PA4849	79	106	115	129	192	187	65	206	189	116	114	169	host	gene-PA4849
gene-PA2346	36	46	41	23	30	34	14	17	29	33	33	31	host	gene-PA2346
gene-PA0644	467	637	1196	375	505	721	256	259	577	246	282	718	host	gene-PA0644
gene-PA4939	2123	2926	2675	4913	10526	7745	4247	7278	4027	3916	5002	5588	host	gene-PA4939
gene-PA1176	255	738	222	60	93	38	97	49	78	136	212	41	host	napF
gene-PA2285	226	271	105	169	229	215	580	164	260	440	435	994	host	gene-PA2285
gene-PA4114	599	2041	827	394	911	454	239	374	428	415	515	390	host	gene-PA4114
gene-PA4426	1107	1445	1166	854	2147	1474	814	1328	1180	914	1323	1363	host	gene-PA4426
gene-PA2775.1	6	6	6	12	20	17	4	19	10	9	8	9	host	gene-PA2775.1
gene-PA0886	50	124	73	39	65	41	14	42	44	35	41	24	host	gene-PA0886
gene-PA5564	917	1134	1194	1115	3095	2122	1578	1936	1996	1957	1818	2326	host	gidB
gene-PA4347	1650	2350	1765	600	709	211	243	398	614	389	477	236	host	gene-PA4347
gene-PA2518	27	48	31	19	28	12	12	17	19	13	11	14	host	xylX
gene-PA4050	318	380	393	521	1218	1260	558	1229	957	498	967	906	host	pgpA
gene-PA1376	451	1345	705	250	643	373	241	392	691	295	667	539	host	aceK
gene-PA3883	263	535	354	252	566	342	143	298	311	196	263	276	host	gene-PA3883
gene-PA2976	8617	10428	7720	11405	22542	15129	10752	13768	10921	10381	14232	20853	host	rne
gene-PA4240	16009	13329	15494	19651	43373	35303	32745	34677	31090	31443	38643	34897	host	rpsK
gene-PA4452	681	682	797	456	1076	1030	455	649	706	580	730	937	host	gene-PA4452
gene-PA2212	0	0	0	0	0	0	0	0	0	1	0	0	host	gene-PA2212
gene-PA1334	64	157	107	77	96	47	43	81	58	37	70	50	host	gene-PA1334
gene-PA4539	632	942	912	449	880	664	370	516	544	471	600	477	host	gene-PA4539
gene-PA3362	109	572	150	108	562	67	53	165	31	58	112	41	host	gene-PA3362
gene-PA3399	332	485	473	148	318	223	145	185	258	190	256	186	host	gene-PA3399
gene-PA0993	15	23	12	16	34	9	7	15	10	13	6	12	host	cupC2
gene-PA3937	85	103	49	53	52	38	43	30	29	48	34	32	host	gene-PA3937
gene-PA3341	2295	3382	3513	1513	1584	836	886	755	1108	1137	1528	792	host	gene-PA3341
gene-PA4748	5918	6705	9029	11872	18496	19307	6427	16252	9628	8619	10100	13576	host	tpiA
gene-PA4636a	117	282	162	67	141	51	54	72	77	62	87	62	host	gene-PA4636a
gene-PA2819.2	1616	2107	3825	2473	4399	4291	1488	4846	2151	2426	3005	3874	host	gene-PA2819.2
gene-PA0527.1	48	105	130	152	277	172	30	235	75	60	109	128	host	rsmY
gene-PA5555	21085	8251	10537	13406	13786	21363	20338	23916	27118	25016	29762	34363	host	atpG
gene-PA1861	372	694	480	296	604	264	159	290	260	230	310	227	host	modC
gene-PA2680	43	77	43	41	63	34	23	25	36	18	41	36	host	gene-PA2680
gene-PA1579	901	1362	1116	663	1716	1274	519	1089	1428	597	1122	1414	host	gene-PA1579
gene-PA1621	281	729	362	283	591	278	170	316	242	219	403	213	host	gene-PA1621
gene-PA2965	3104	3974	2955	4956	10906	8026	4647	7971	6838	4156	6048	8122	host	fabF1
gene-PA2850	145	138	203	97	199	177	119	142	246	148	197	327	host	ohr
gene-PA4971	1406	4718	2682	1085	4008	1431	608	1750	1495	675	1773	1519	host	aspP
gene-PA5241	2365	4487	3428	2462	5512	3317	1522	3352	3228	1526	2506	2268	host	ppx
gene-PA3431	915	722	1167	159	214	136	707	142	140	1200	922	175	host	gene-PA3431
gene-PA5085	384	987	620	427	811	316	225	338	335	240	345	225	host	gene-PA5085
gene-PA0794	1241	1669	1150	874	1392	451	473	1468	765	481	945	618	host	gene-PA0794
gene-PA2924	35	58	24	18	31	13	13	15	13	20	16	14	host	hisQ
gene-PA3153	514	639	573	1206	1997	796	926	1365	808	572	976	897	host	wzx
gene-PA1480	4072	2702	2332	3449	3736	4057	2898	3753	2684	2736	3531	2700	host	ccmF
gene-PA2244	124	401	158	56	117	46	29	41	56	63	78	74	host	pslN
gene-PA0948	428	524	442	421	1332	884	443	726	612	520	608	757	host	gene-PA0948
gene-PA3876	399	384	448	156	189	162	927	151	93	4497	3184	739	host	narK2
gene-PA2481	541	1309	1203	989	1733	971	488	980	1253	459	534	847	host	gene-PA2481
gene-PA4486	450	601	670	410	686	571	351	655	537	357	399	539	host	gene-PA4486
gene-PA2435	496	929	546	375	702	316	417	691	415	372	612	552	host	gene-PA2435
gene-PA0802	31	66	33	29	100	55	156	93	256	85	284	311	host	gene-PA0802
gene-PA1119	926	426	452	647	644	432	457	447	383	469	434	441	host	yfiB
gene-PA3053	174	411	237	134	302	185	73	208	277	120	167	207	host	gene-PA3053
gene-PA2170	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2170
gene-PA0392	1014	2209	934	934	3378	1084	586	1362	861	580	1113	996	host	gene-PA0392
gene-PA5179	196	572	287	135	302	158	91	138	162	114	226	118	host	gene-PA5179
gene-PA0146	71	143	97	59	127	72	36	69	50	32	79	67	host	gene-PA0146
gene-PA1552	2789	2074	2340	1777	5005	6517	5956	3373	8648	6494	7230	7945	host	ccoP1
