Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol
gene-VC_RS08595	56	80	61	79	144	150	144	283	307	266	host	gene-VC_RS08595
gene-VC_RS08640	146	193	204	176	275	270	243	394	464	380	host	gene-VC_RS08640
gene-VC_RS18250	799	863	769	764	867	912	927	1850	1855	1807	host	gene-VC_RS18250
gene-VC_RS16005	830	864	944	967	1691	1679	1660	1761	1720	1475	host	gene-VC_RS16005
gene-VC_RS09595	2991	2996	3017	2878	3425	3240	3646	4440	4556	3961	host	sppA
gene-VC_RS15425	499	601	581	607	1208	1117	1211	1957	1957	1892	host	gene-VC_RS15425
gene-VC_RS12930	18712	18649	20101	20219	19436	17119	19562	18649	16809	17529	host	metF
gene-VC_RS01085	1048	1089	1250	973	2273	2284	2217	3065	3102	2831	host	mutM
gene-VC_RS03370	974	1056	980	1023	1850	2337	1959	2840	2820	2615	host	vpsR
gene-VC_RS04370	339	376	332	375	716	846	650	740	765	698	host	gene-VC_RS04370
gene-VC_RS01420	508	523	531	527	917	928	890	904	808	752	host	prmA
gene-VC_RS07250	2296	2545	2300	2433	3014	2833	3110	3771	3239	3387	host	gene-VC_RS07250
gene-VC_RS10415	264	316	320	333	323	322	322	451	423	396	host	gene-VC_RS10415
gene-VC_RS19040	291	302	320	296	590	515	704	956	1912	900	host	gene-VC_RS19040
gene-VC_RS04960	1401	1465	1330	1321	2707	2869	2854	3752	3814	3465	host	gene-VC_RS04960
gene-VC_RS05790	1819	1861	2012	2024	1816	1919	1670	1789	1840	1599	host	trxB
gene-VC_RS05080	1878	1875	2258	1917	3400	3598	3383	5078	4696	4618	host	gene-VC_RS05080
gene-VC_RS17675	1034	1094	1300	1178	841	842	768	863	922	658	host	gene-VC_RS17675
gene-VC_RS05100	1134	1211	1341	1207	1362	1299	1286	1385	1404	1162	host	apbC
gene-VC_RS06555	158	196	161	204	344	373	362	519	458	478	host	maiA
gene-VC_RS12940	780	748	726	868	1239	1452	1203	1275	1336	1173	host	glpX
gene-VC_RS03405	329	584	558	681	755	932	582	1367	1329	1604	host	lgt
gene-VC_RS06085	908	1019	1154	915	957	903	899	969	1009	889	host	gene-VC_RS06085
gene-VC_RS11205	508	532	542	509	522	487	518	744	868	681	host	gene-VC_RS11205
gene-VC_RS04070	859	858	929	929	1808	1651	1737	2154	2482	2054	host	gene-VC_RS04070
gene-VC_RS14800	444	511	496	509	787	675	1000	1274	1791	1158	host	gene-VC_RS14800
gene-VC_RS07445	1308	1278	1450	1390	379	317	283	223	196	153	host	gene-VC_RS07445
gene-VC_RS17450	15	13	13	16	17	31	12	22	42	17	host	gene-VC_RS17450
gene-VC_RS02420	12297	12575	12112	11003	19779	20254	22697	24451	23159	21527	host	metK
gene-VC_RS05820	2167	2298	2248	2242	3044	3091	2997	4005	3914	3613	host	gene-VC_RS05820
gene-VC_RS08865	438	545	586	685	518	578	389	606	476	629	host	gene-VC_RS08865
gene-VC_RS10250	645	773	671	749	662	680	532	971	898	895	host	fliI
gene-VC_RS07800	172	174	181	163	219	267	221	305	366	331	host	gene-VC_RS07800
gene-VC_RS02900	1402	1366	1659	1716	1745	1812	1567	2795	2866	2493	host	gene-VC_RS02900
gene-VC_RS02360	1515	1332	1313	1352	2134	1928	2160	2733	2468	2323	host	proC
gene-VC_RS02050	1229	1366	1395	1551	974	1015	874	1253	1166	1208	host	gene-VC_RS02050
gene-VC_RS08590	322	392	329	357	751	777	741	976	967	896	host	siaP
gene-VC_RS09890	734	866	897	860	2134	2009	2061	2642	3256	2463	host	ccmE
gene-VC_RS00895	659	740	862	829	1078	1024	1072	1583	1681	1453	host	gene-VC_RS00895
gene-VC_RS12510	9222	9761	9352	9183	11022	13538	13288	12788	12767	11005	host	rplW
gene-VC_RS16865	391	471	525	505	672	597	574	535	520	471	host	gene-VC_RS16865
gene-VC_RS06920	411	445	508	523	505	488	518	654	698	608	host	gene-VC_RS06920
gene-VC_RS17645	382	424	361	426	465	464	461	565	704	599	host	gene-VC_RS17645
gene-VC_RS04540	346	310	324	323	233	221	224	229	198	233	host	vexG
gene-VC_RS07870	1900	1914	1968	1976	1853	1905	1812	3534	3052	3350	host	gene-VC_RS07870
gene-VC_RS17880	894	962	883	969	1178	1207	1258	1858	2088	1678	host	gene-VC_RS17880
gene-VC_RS11195	9265	1534	1587	1543	1795	1755	1702	1975	1857	1893	host	recC
gene-VC_RS15685	1052	1199	1106	1158	1679	1353	1712	2919	2543	2929	host	gene-VC_RS15685
gene-VC_RS16160	279	335	329	363	503	536	461	621	547	590	host	gene-VC_RS16160
gene-VC_RS10210	1166	1228	1318	1350	1616	1719	1576	1871	1903	1653	host	fliP
gene-VC_RS18305	571	592	588	534	968	1300	968	1118	1320	1115	host	gene-VC_RS18305
gene-VC_RS07035	219	208	244	227	263	256	275	367	481	384	host	gene-VC_RS07035
gene-VC_RS13455	180	180	204	200	217	194	200	262	264	212	host	gene-VC_RS13455
gene-VC_RS04235	66	121	123	143	189	191	160	249	288	281	host	gene-VC_RS04235
gene-VC_RS00710	1912	1993	1719	1789	4343	4454	4800	6643	6577	6261	host	trmA
gene-VC_RS17225	383	422	338	369	597	665	588	823	907	815	host	gene-VC_RS17225
gene-VC_RS12080	422	469	465	474	525	503	488	554	1521	530	host	gene-VC_RS12080
gene-VC_RS08410	8847	7527	9225	8261	3826	3059	3488	7146	9579	6687	host	gene-VC_RS08410
gene-VC_RS07115	164	210	172	162	379	363	353	820	993	829	host	gene-VC_RS07115
gene-VC_RS08345	331	319	237	261	625	745	739	1165	987	1077	host	gene-VC_RS08345
gene-VC_RS00420	31777	2889	6175	2804	2938	2988	3171	3682	3784	3314	host	ubiB
gene-VC_RS02065	890	1108	1211	1209	1350	1283	1196	1335	1037	1234	host	gene-VC_RS02065
gene-VC_RS17010	1269	1209	1283	1224	1548	1451	1483	2497	2642	2362	host	gene-VC_RS17010
gene-VPVV882_gp22	3183	5512	641	838	30876	32622	38380	49845	48171	51694	phage	gene-VPVV882_gp22
gene-VC_RS17465	494	515	527	496	915	834	804	1179	1475	1123	host	pbpG
gene-VC_RS15950	553	608	470	418	1569	1716	1776	3077	3813	2856	host	nifJ
gene-VC_RS04375	178	257	290	306	356	304	272	312	369	323	host	gene-VC_RS04375
gene-VC_RS17905	3220	2980	2468	2472	5913	5507	6387	7799	8376	7158	host	gene-VC_RS17905
gene-VC_RS15460	1066	1183	1206	1060	1143	1205	1147	1981	1991	1877	host	gene-VC_RS15460
gene-VC_RS08695	39	60	49	47	79	58	70	81	107	80	host	gene-VC_RS08695
gene-VC_RS11710	1629	1755	1662	1747	1736	1874	1657	2133	2047	2043	host	parE
gene-VC_RS06045	507	436	396	427	452	430	502	498	385	438	host	gene-VC_RS06045_gene_msrB
gene-VC_RS09210	2193	2340	2382	2233	2465	2271	2584	2807	2959	2434	host	gene-VC_RS09210
gene-VC_RS09220	2657	2828	2821	2718	2260	2319	2346	2492	2619	2299	host	lapB
gene-VC_RS09510	1440	1512	1361	1465	2093	2116	2050	2618	2669	2314	host	gene-VC_RS09510
gene-VC_RS16960	273	251	297	245	546	648	639	523	672	499	host	gene-VC_RS16960
gene-VC_RS05265	79	143	103	116	265	308	255	452	420	448	host	gene-VC_RS05265
gene-VC_RS13205	440	497	480	502	774	793	765	935	984	930	host	gene-VC_RS13205
gene-VC_RS16725	572	581	527	621	1500	1474	1552	1903	2232	1988	host	gene-VC_RS16725
gene-VC_RS13865	856	1008	994	963	1731	1631	1646	2299	2464	2180	host	gene-VC_RS13865
gene-VC_RS00940	109	93	91	109	103	144	122	239	262	184	host	gene-VC_RS00940
gene-VC_RS02160	909	1061	970	940	782	694	831	1143	1334	1059	host	gene-VC_RS02160
gene-VC_RS08080	2028	2459	2206	2251	4535	4859	4693	8734	8757	8200	host	cls
gene-VC_RS12280	2023	2286	2189	2214	1892	1799	1813	2706	2570	2609	host	gene-VC_RS12280
gene-VC_RS06980	5875	6205	6703	6402	4867	4392	4599	4864	4892	4239	host	ccoN
gene-VC_RS13125	606	941	942	990	802	901	708	1351	1180	1252	host	gspL
gene-VC_RS02645	13622	12540	12699	11464	10271	10128	11797	9884	8103	7994	host	rpsU
gene-VC_RS17045	1196	1252	1350	1323	948	845	836	1226	1129	1035	host	gene-VC_RS17045
gene-VC_RS09275	11273	12362	14140	13155	7572	6982	7031	8925	7931	7491	host	tig
gene-VC_RS10960	1586	1535	1550	1531	1489	1416	1438	1401	1456	1290	host	ribBA
gene-VC_RS19105	165	195	517	467	416	379	370	467	555	471	host	gene-VC_RS19105
gene-VC_RS14975	530	587	563	516	859	742	996	1615	2293	1526	host	gene-VC_RS14975
gene-VC_RS09100	2223	2137	1917	2041	2675	2563	2690	3815	3573	3296	host	mfd
gene-VC_RS05580	292	393	423	412	247	271	226	499	480	510	host	hisF
gene-VC_RS03895	134	203	264	284	341	304	302	356	279	259	host	gene-VC_RS03895
gene-VC_RS02775	9898	10196	11162	9011	3631	3255	3074	3262	1606	1983	host	csrA
gene-VC_RS10320	2521	2446	2655	2687	3515	3676	3700	2870	2599	2340	host	gene-VC_RS10320
gene-VC_RS01810	7795	9294	10314	8996	6518	7877	7960	5570	4449	4886	host	rpsL
gene-VC_RS01035	1292	1439	1481	1343	1915	2184	1932	2253	2257	1974	host	lpxN
gene-VC_RS17520	316	361	391	403	440	464	544	564	582	493	host	gene-VC_RS17520
gene-VC_RS07230	137	121	137	118	235	261	243	359	399	296	host	gene-VC_RS07230
gene-VC_RS14175	685	652	712	684	477	542	455	535	502	471	host	gene-VC_RS14175
gene-VC_RS17940	965	1049	1026	932	1182	1128	1281	1514	1874	1369	host	gene-VC_RS17940
gene-VC_RS06160	815	836	934	967	687	593	660	833	803	822	host	ribA
gene-VC_RS00040	390	383	401	398	299	292	293	330	378	315	host	gene-VC_RS00040
gene-VC_RS09345	280	344	377	402	527	599	487	808	820	792	host	gene-VC_RS09345
gene-VC_RS02715	3169	3163	3424	3249	2917	3013	2934	3919	3964	3771	host	rpoS
gene-VC_RS00545	1349	1249	1286	1282	1254	1072	1106	1385	1421	1235	host	gene-VC_RS00545
gene-VC_RS12860	7840	8040	8687	6936	4823	4774	5245	4490	4167	3705	host	tpiA
gene-VC_RS14555	106	124	96	103	161	166	166	236	221	209	host	gene-VC_RS14555
gene-VC_RS12720	170	154	136	145	290	244	281	284	302	257	host	gene-VC_RS12720
gene-VC_RS10895	5127	5177	5388	5195	8773	8066	8814	10180	12238	9421	host	gene-VC_RS10895
gene-VC_RS07020	572	571	457	462	1020	1195	1142	1178	957	937	host	rtxC
gene-VC_RS17980	171	194	166	206	349	331	375	498	531	503	host	gene-VC_RS17980
gene-VC_RS05995	3441	3369	4111	3259	3908	4759	4570	3793	3658	3220	host	ihfA
gene-VC_RS04855	1368	1430	1364	1297	2246	2144	2372	2838	2584	2509	host	gene-VC_RS04855
gene-VC_RS05575	430	550	615	644	363	368	305	599	631	583	host	hisA
gene-VC_RS00320	799	474	506	687	233	183	185	251	242	199	host	thiS
gene-VC_RS00150	1208	1769	1597	1627	2083	2053	1966	1596	1783	1631	host	gene-VC_RS00150
gene-VC_RS03980	38	40	23	26	78	63	39	125	115	105	host	citC
gene-VC_RS00535	1032	1124	1149	1061	1717	1716	1694	2011	1768	1753	host	gene-VC_RS00535
gene-VC_RS16360	259	301	270	228	390	416	385	562	586	495	host	gene-VC_RS16360
gene-VC_RS11190	1505	1434	1385	1342	1229	1202	1246	1913	1993	1692	host	recB
gene-VC_RS16870	415	452	471	412	536	557	508	776	745	652	host	gene-VC_RS16870
gene-VC_RS00515	1014	1200	1182	1149	1153	1580	1181	1514	1653	1467	host	yihA
gene-VC_RS14950	492	600	678	630	1077	1145	1144	1741	1861	1547	host	gene-VC_RS14950
gene-VC_RS03850	4690	5274	4991	4883	7898	8116	8238	9461	9355	8247	host	guaA
gene-VC_RS08300	573	751	674	657	1033	1005	1018	1559	1633	1382	host	mukE
gene-VC_RS04845	434	421	429	496	626	621	571	1053	1091	1022	host	gene-VC_RS04845
gene-VC_RS06180	1515	1621	1657	1644	1987	1979	2031	3422	3274	3243	host	gene-VC_RS06180
gene-VC_RS16465	353	369	303	372	458	435	469	655	644	600	host	gene-VC_RS16465
gene-VC_RS19135	436	479	455	502	246	258	261	254	231	319	host	gene-VC_RS19135
gene-VC_RS00325	3647	1960	2092	2014	1070	1042	1079	1037	1008	836	host	gene-VC_RS00325
gene-VC_RS02205	1477	1805	1633	1991	4445	4987	16280	6557	6057	6503	host	cgtA
gene-VC_RS11550	3223	3330	3331	3806	4674	5102	4801	4962	4155	4698	host	ftsA
gene-VC_RS14230	8286	11788	13696	12310	2846	2422	2133	1097	935	862	host	gene-VC_RS14230
gene-VC_RS16455	32	41	46	43	86	65	78	85	114	104	host	gene-VC_RS16455
gene-VC_RS15350	180	193	170	154	383	323	389	714	658	686	host	gene-VC_RS15350
gene-VC_RS04385	774	589	835	741	522	424	457	836	897	732	host	gene-VC_RS04385
gene-VC_RS12460	20884	23861	25483	23280	17230	20853	18728	17896	15310	15928	host	rplE
gene-VC_RS14420	3980	4809	6027	5693	3579	3573	3482	4204	3604	3678	host	vctP
gene-VC_RS17840	82	128	123	163	167	155	124	233	247	237	host	gene-VC_RS17840
gene-VC_RS18095	215	210	270	243	298	296	289	320	336	323	host	gene-VC_RS18095
gene-VC_RS01270	5102	5262	5289	5101	5623	4868	5637	6191	6446	5724	host	gene-VC_RS01270
gene-VC_RS07530	299	321	274	297	310	363	370	581	422	481	host	gene-VC_RS07530
gene-VC_RS01425	9840	8364	7639	8445	4621	4482	4402	1864	1642	1526	host	accC
gene-VC_RS11895	214	307	308	277	341	413	277	465	502	511	host	gene-VC_RS11895
gene-VC_RS06665	962	1115	1179	1028	1300	1120	1347	1910	2142	1707	host	gene-VC_RS06665
gene-VC_RS09225	2618	2179	2255	1978	2005	1870	2294	1428	1482	1141	host	gene-VC_RS09225
gene-VC_RS12685	531	525	528	543	1012	907	908	1111	1267	1001	host	gene-VC_RS12685
gene-VC_RS15725	536	624	565	518	726	542	721	1018	974	1008	host	gene-VC_RS15725
gene-VC_RS15085	665	734	675	647	1061	951	1121	1572	1695	1449	host	gene-VC_RS15085
gene-VC_RS01830	1579	2141	2474	3252	994	697	723	801	509	685	host	gene-VC_RS01830
gene-VC_RS02615	1	0	1	1	0	3	1	0	0	1	host	gene-VC_RS02615
gene-VC_RS02185	798	944	815	862	1658	1576	1656	2650	2483	2639	host	gene-VC_RS02185
gene-VC_RS01900	1429	1381	1541	1852	2525	2694	2181	2597	3462	2433	host	dusA
gene-VC_RS05280	939	954	1082	1044	1547	1498	1370	762	822	682	host	gene-VC_RS05280
gene-VC_RS11560	2212	2494	2200	2306	2654	2759	2798	3625	3715	3388	host	murC
gene-VC_RS13310	6664	5021	45023	12469	5044	28012	18540	7887	4617	11417	host	gene-VC_RS13310
gene-VC_RS11900	296	435	501	613	235	181	169	264	285	237	host	gene-VC_RS11900
gene-VC_RS13760	13615	13747	14210	13116	11317	11373	12661	10465	10722	9243	host	shyA
gene-VC_RS08155	654	715	696	649	521	574	650	929	945	798	host	gene-VC_RS08155
gene-VC_RS02340	838	777	814	744	1009	941	1029	1580	1674	1457	host	gene-VC_RS02340
gene-VPVV882_gp49	485	1169	249	263	6807	6750	9224	12897	11862	20165	phage	gene-VPVV882_gp49
gene-VC_RS18500	805	869	761	891	558	585	604	565	595	525	host	gene-VC_RS18500
gene-VC_RS09740	5373	4876	4874	4821	6814	6999	7058	6478	6123	5832	host	gene-VC_RS09740
gene-VC_RS17605	258	310	282	306	355	385	357	476	502	481	host	pgl
gene-VC_RS10720	423	503	477	480	718	753	789	997	1096	946	host	gene-VC_RS10720
gene-VC_RS01325	2730	2159	2294	2957	799	668	614	462	314	392	host	hupA
gene-VC_RS15710	403	485	450	480	1015	946	1015	1990	1893	1930	host	gene-VC_RS15710
gene-VC_RS11355	1034	857	911	923	762	745	822	805	726	685	host	gene-VC_RS11355
gene-VC_RS04510	397	396	349	340	589	566	641	1039	1239	1057	host	treC
gene-VC_RS16910	209	203	170	154	219	255	203	312	300	331	host	gene-VC_RS16910
gene-VC_RS09680	6149	6478	7162	6566	2549	2264	2589	2390	2547	2316	host	gene-VC_RS09680
gene-VC_RS06970	816	873	985	861	352	307	344	319	317	277	host	gene-VC_RS06970
gene-VC_RS06700	89	136	161	176	231	213	150	298	319	299	host	gene-VC_RS06700
gene-VC_RS12590	1403	1523	1302	1200	2330	6612	2471	3402	3682	2849	host	gene-VC_RS12590
gene-VC_RS11810	796	784	763	816	1277	1281	1213	1269	1175	1067	host	rlmD
gene-VC_RS13140	350	353	392	379	253	315	249	354	378	339	host	gspI
gene-VC_RS09485	295	308	295	313	352	404	335	561	636	557	host	menE
gene-VC_RS09405	77	113	92	95	233	268	208	423	440	400	host	gene-VC_RS09405
gene-VC_RS01300	516	518	410	477	610	649	621	11941	1007	1084	host	gene-VC_RS01300
gene-VC_RS04590	198	224	226	240	353	352	320	601	562	537	host	vpsH
gene-VC_RS02995	1019	903	1921	1203	1009	912	988	1563	1611	1395	host	gene-VC_RS02995
gene-VC_RS16505	2458	2010	2629	2166	2145	2139	2411	1830	1934	1616	host	gene-VC_RS16505
gene-VC_RS02880	7453	9061	10057	8649	5667	5352	6255	6171	6365	5213	host	rimM
gene-VC_RS18110	399	469	397	443	767	695	761	1065	1149	937	host	gene-VC_RS18110
gene-VC_RS18130	261	292	307	270	455	448	488	616	649	555	host	nhaD
gene-VC_RS01825	39770	45268	48218	73771	24733	27341	31954	42664	21098	22636	host	gene-VC_RS01825_gene_tuf
gene-VPVV882_gp02	5034	7273	1716	1984	67560	80309	87253	88509	72989	89398	phage	gene-VPVV882_gp02
gene-VC_RS05725	541	580	472	474	1515	1576	1398	1823	1763	1886	host	gene-VC_RS05725
gene-VC_RS09730	4083	4756	4675	4551	5440	4877	5547	5905	5845	5112	host	fabG
gene-VC_RS11200	458	434	376	413	557	433	588	545	545	576	host	gene-VC_RS11200
gene-VC_RS13995	786	797	690	749	1653	1832	1688	1895	1836	1675	host	gene-VC_RS13995
gene-VC_RS15235	712	739	728	745	1078	959	1100	997	1088	917	host	gene-VC_RS15235
gene-VC_RS02685	947	1021	1110	902	1269	1280	1228	1477	1700	1277	host	ispD
gene-VC_RS04150	68	72	61	66	56	38	69	93	124	95	host	tcpS
gene-VC_RS05310	391	411	461	399	322	337	342	398	409	381	host	gene-VC_RS05310
gene-VC_RS15060	224	238	251	289	372	390	318	510	479	465	host	gene-VC_RS15060
gene-VC_RS16475	148	202	191	185	204	225	242	336	315	298	host	gene-VC_RS16475
gene-VC_RS15545	177	177	204	213	335	226	292	504	535	486	host	gene-VC_RS15545
gene-VC_RS10865	964	1067	1189	1166	974	861	811	946	888	896	host	fabZ
gene-VC_RS18580	3050	2843	3323	3010	1232	1197	1128	1358	1139	1106	host	gene-VC_RS18580
gene-VC_RS04105	811	904	825	787	1803	1465	1874	2303	2610	2237	host	tcpI
gene-VPVV882_gp12	4765	5501	865	1204	43925	43222	62167	51567	42293	48514	phage	gene-VPVV882_gp12
gene-VC_RS10890	1619	1844	1767	1707	2095	2046	2057	3000	2976	2744	host	ispC
gene-VC_RS03125	171	231	169	180	3924	314	362	475	512	430	host	gene-VC_RS03125
gene-VC_RS07140	168	200	193	167	338	372	354	767	985	818	host	gene-VC_RS07140
gene-VC_RS04565	136	122	129	134	241	228	263	440	413	421	host	vpsC
gene-VC_RS13580	1545	1528	1602	1506	2257	2137	2192	2487	2676	2165	host	sstT
gene-VC_RS03285	1157	1191	1237	1286	1232	1319	1893	1377	3257	1304	host	nlpI
gene-VC_RS12915	496	527	513	652	585	576	592	555	459	470	host	metJ
gene-VC_RS09010	690	747	740	783	785	754	705	806	898	723	host	gene-VC_RS09010
gene-VC_RS14240	2120	2755	3175	3391	2400	2372	1816	1836	1806	1629	host	gene-VC_RS14240
gene-VC_RS10365	3614	3919	4057	3642	3553	3363	3250	3785	4139	3220	host	bamC
gene-VC_RS14560	413	459	444	517	534	553	536	802	736	675	host	gene-VC_RS14560
gene-VC_RS06895	4528	4769	5162	4380	3781	3889	4055	5890	6082	5445	host	gene-VC_RS06895
gene-VC_RS03020	3281	3318	3094	2939	4262	4544	4496	4885	4964	4317	host	pcnB
gene-VC_RS09470	823	876	903	838	1344	1240	1399	1847	2152	1711	host	gene-VC_RS09470
gene-VC_RS17525	2327	2293	2436	2401	3139	2799	3369	3419	3477	3164	host	gene-VC_RS17525
gene-VC_RS16575	52	55	68	61	113	85	110	179	174	173	host	gene-VC_RS16575
gene-VC_RS11845	553	630	558	636	824	930	811	1156	1243	1073	host	recO
gene-VC_RS02905	3260	3462	3838	3489	3117	2602	2667	2333	2382	2159	host	zapG
gene-VC_RS18425	741	1041	1104	1034	740	798	737	1037	1059	1019	host	pdxH
gene-VC_RS00360	1112	1261	1197	1262	1837	1765	1922	2818	2846	2654	host	gene-VC_RS00360
gene-VC_RS03970	15	19	18	17	29	39	26	51	52	37	host	gene-VC_RS03970
gene-VC_RS14600	119	161	136	142	250	282	237	316	319	362	host	emrD3
gene-VC_RS15080	349	492	462	500	783	720	759	1697	1636	1696	host	gene-VC_RS15080
gene-VC_RS13560	597	663	802	661	374	312	345	299	310	261	host	gene-VC_RS13560
gene-VC_RS11800	300	298	294	301	265	287	265	268	309	289	host	mazG
gene-VC_RS13180	1638	1642	1716	1705	2293	2084	2191	3030	3073	2690	host	hslO
gene-VC_RS08920	1968	2373	2793	3162	1647	1450	1449	1582	1559	1458	host	gene-VC_RS08920
gene-VC_RS02840	533	614	612	676	671	615	627	663	757	709	host	gene-VC_RS02840
gene-VC_RS17575	160	170	171	143	286	332	313	640	662	600	host	gene-VC_RS17575
gene-VC_RS02875	2545	2935	3265	3168	2551	2530	2385	2403	2220	1967	host	rpsP
gene-VC_RS05480	228	233	129	132	206	108	161	407	200	271	host	gene-VC_RS05480
gene-VC_RS17970	666	792	854	774	386	292	389	447	363	368	host	gene-VC_RS17970
gene-VC_RS15740	652	786	745	651	1086	1023	1220	2377	2583	2335	host	gene-VC_RS15740
gene-VC_RS16915	278	297	304	295	363	340	355	525	547	454	host	glpK
gene-VC_RS11300	359	519	487	613	579	609	520	682	699	624	host	deoD
gene-VC_RS09115	250	282	321	287	410	419	393	586	578	569	host	gene-VC_RS09115
gene-VC_RS01990	1422	1351	1379	1354	1702	1794	1686	1847	1915	1739	host	gene-VC_RS01990
gene-VC_RS06345	266	308	349	318	612	613	546	753	951	663	host	gene-VC_RS06345
gene-VC_RS11435	9157	8242	7642	7813	2454	2375	2523	3516	3218	3275	host	gene-VC_RS11435
gene-VC_RS03190	1846	2105	2363	2607	2718	2886	2622	2558	2216	2393	host	tyrS
gene-VC_RS14245	55	107	110	85	94	126	89	148	171	135	host	gene-VC_RS14245
gene-VC_RS17445	498	467	481	469	700	590	670	805	989	754	host	hapA
gene-VC_RS09925	947	991	1123	1068	678	761	729	849	738	779	host	gene-VC_RS09925
gene-VC_RS16655	149	164	166	179	346	318	328	498	528	498	host	gene-VC_RS16655
gene-VC_RS16620	93	88	73	63	161	165	174	209	253	202	host	gene-VC_RS16620
gene-VC_RS16380	167	191	165	177	311	351	344	468	457	420	host	gene-VC_RS16380
gene-VC_RS10940	701	852	978	880	1052	1191	1106	1665	1948	1606	host	pgpA
gene-VC_RS04940	3494	3203	3348	3246	4741	4703	4960	5168	5805	4796	host	folC
gene-VC_RS15180	148	184	148	122	350	361	376	526	656	520	host	gene-VC_RS15180
gene-VC_RS17320	408	513	434	395	899	890	968	1146	1312	1018	host	gene-VC_RS17320
gene-VC_RS02085	581	680	542	578	829	941	923	1220	1148	1108	host	gene-VC_RS02085
gene-VC_RS10625	1383	1578	1880	1988	2017	2388	1892	1212	967	1019	host	flgD
gene-VC_RS07205	3624	3928	4261	4307	3706	3581	3728	3586	3039	3289	host	gene-VC_RS07205
gene-VC_RS15835	696	818	720	719	1450	1659	1792	2949	3467	2845	host	gene-VC_RS15835
gene-VC_RS12270	2535	3006	3717	3526	1843	1957	1754	1809	1812	1654	host	ppa
gene-VC_RS10055	3606	3248	3359	3221	2042	2236	2200	2274	1752	1965	host	gene-VC_RS10055
gene-VC_RS02240	1983	1916	1838	1746	2075	1969	2104	2753	2736	2492	host	pdxA
gene-VC_RS02555	1830	1752	2040	2005	1841	1605	1717	1659	1640	1425	host	gene-VC_RS02555
gene-VC_RS11455	1450	1542	1684	1503	1992	1779	1938	1970	2142	1748	host	mtnN
gene-VC_RS09765	1162	1064	1066	1116	1961	1979	1963	1949	1765	1646	host	rluC
gene-VC_RS12515	16127	20743	20106	16806	18155	18891	49987	19277	18278	16414	host	rplD
gene-VC_RS04295	115	160	130	109	259	261	264	570	632	561	host	gene-VC_RS04295
gene-VC_RS12925	10460	9029	8272	7862	17251	17410	18643	24261	23741	20814	host	gene-VC_RS12925
gene-VC_RS13480	857	1010	1057	1179	736	757	725	669	544	523	host	malQ
gene-VC_RS14425	2123	2676	3238	3035	2763	2366	2626	4064	4820	3751	host	vctD
gene-VC_RS13965	195	241	259	297	498	430	469	784	1063	767	host	gene-VC_RS13965
gene-VC_RS09295	81	99	91	102	149	132	110	269	239	256	host	gene-VC_RS09295
gene-VC_RS14205	580	772	411	487	1630	1891	1820	4731	6284	5362	host	gene-VC_RS14205
gene-VC_RS08745	302	303	316	343	453	453	443	498	497	460	host	gene-VC_RS08745
gene-VC_RS02215	221	247	252	236	492	479	452	634	641	663	host	gene-VC_RS02215
gene-VC_RS11350	503	526	610	728	280	221	229	283	358	280	host	gene-VC_RS11350
gene-VC_RS12450	19252	19479	20868	17536	14271	13748	17366	17191	16858	12354	host	rpsH
gene-VC_RS02380	872	888	850	801	864	852	904	1218	1250	1025	host	gene-VC_RS02380
gene-VC_RS10390	982	1057	1152	1209	1740	1720	1579	1791	1841	1658	host	gene-VC_RS10390
gene-VC_RS12990	694	694	705	651	703	737	810	845	974	693	host	aspA
gene-VC_RS01360	150	179	131	183	173	187	173	328	388	348	host	cadB
gene-VC_RS10285	1913	2173	2169	2378	2211	2254	1919	2226	2195	2228	host	gene-VC_RS10285
gene-VC_RS04710	2363	2366	2433	2390	2286	2233	2175	3295	3047	2908	host	mrdA
gene-VC_RS13870	116	114	139	139	301	310	289	356	413	332	host	gene-VC_RS13870
gene-VC_RS17140	214	224	226	220	232	199	223	291	309	300	host	gene-VC_RS17140
gene-VC_RS17435	1511	1457	1406	1454	2573	2404	2463	3381	3636	3097	host	gene-VC_RS17435
gene-VC_RS03015	581	820	482	468	473	482	506	571	451	465	host	gene-VC_RS03015_gene_folK
gene-VC_RS13050	3458	3340	3079	2916	4828	4539	5130	6371	6894	5774	host	recG
gene-VC_RS06715	1197	1251	1091	1236	1839	1938	1810	3503	3450	3228	host	yegD
gene-VC_RS01310	1526	1633	2196	1846	2284	2178	2333	2633	2790	2489	host	gene-VC_RS01310_gene_manA
gene-VC_RS16420	696	707	536	642	1142	1163	1163	1520	1379	1298	host	gene-VC_RS16420
gene-VC_RS03855	187	198	138	154	297	351	276	552	490	521	host	gene-VC_RS03855
gene-VPVV882_gp07	16832	25362	3940	5294	171222	212854	223742	259244	237001	263430	phage	gene-VPVV882_gp07
gene-VC_RS13660	325	312	270	313	461	288	396	1052	632	734	host	gene-VC_RS13660
gene-VC_RS13255	4314	2912	3438	2742	2133	4658	2394	1695	1321	1333	host	gene-VC_RS13255
gene-VC_RS03270	1411	1597	1568	1461	2192	3005	2377	3154	3397	3095	host	truB
gene-VC_RS05605	694	670	833	701	432	421	435	482	373	419	host	clpS
gene-VC_RS13370	16255	16829	17657	17024	6769	7518	6625	7093	6503	6511	host	atpD
