Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS05130	4504	5997	5921	5211	5996	5316	4027	4613	3130	host	gene-VC_RS05130
gene-VC_RS06825	108	156	144	157	195	150	257	271	204	host	vceA
gene-VC_RS13455	221	248	210	262	318	273	218	210	130	host	gene-VC_RS13455
gene-VC_RS06240	190	276	238	261	321	286	474	546	355	host	gene-VC_RS06240
gene-VC_RS10280	1039	1863	1308	1147	1429	1125	657	831	509	host	gene-VC_RS10280
gene-VC_RS07650	62	67	70	93	104	95	118	144	96	host	sodC
gene-VC_RS00335	787	1126	983	1036	1255	1037	1362	1422	915	host	gene-VC_RS00335
gene-VC_RS06640	727	1037	993	881	1061	810	1229	1376	916	host	gene-VC_RS06640
gene-VC_RS14340	117	165	135	159	227	164	156	219	128	host	gene-VC_RS14340
gene-VC_RS03910	100	182	113	399	22988	338	206	257	177	host	gene-VC_RS03910
gene-VC_RS18380	272	329	240	251	333	257	284	320	213	host	gene-VC_RS18380
gene-VC_RS07155	122	264	229	149	211	154	251	314	178	host	gene-VC_RS07155
gene-VC_RS13415	906	1374	1148	835	1095	982	711	899	497	host	gene-VC_RS13415
gene-VC_RS07355	285	420	402	322	415	332	458	534	367	host	gene-VC_RS07355
gene-VC_RS16220	372	526	396	258	369	223	291	354	206	host	gene-VC_RS16220
gene-VC_RS01870	1046	1447	1226	1108	1506	1251	1092	1380	796	host	alr
gene-VC_RS04445	800	1062	1096	1602	1652	1383	1829	2148	1384	host	xni
gene-VC_RS12650	838	1394	1194	981	1242	912	998	3085	719	host	trpS
gene-VC_RS05875	1000	1352	1332	1067	1493	1147	924	1092	656	host	vesB
gene-VC_RS00605	1196	1796	1570	1328	1379	1192	811	1365	588	host	cdpA
gene-VC_RS17725	976	1469	1333	1277	2020	1350	1684	1972	1159	host	gene-VC_RS17725
gene-VC_RS13235	269	456	433	448	587	493	483	481	349	host	glnL
gene-VC_RS08845	2612	3892	3080	2971	3410	2657	3359	3824	2706	host	ybgF
gene-VC_RS17265	93	186	116	150	157	105	196	182	144	host	gene-VC_RS17265
gene-VC_RS09240	3264	5795	5161	3096	4721	3350	6064	7774	3672	host	cmk
gene-VC_RS00360	2439	1038	880	888	1219	930	1269	1568	919	host	gene-VC_RS00360
gene-VC_RS00820	1983	1594	1172	882	1511	860	385	673	853	host	gene-VC_RS00820
gene-VC_RS15210	236	353	353	244	345	262	376	391	280	host	gene-VC_RS15210
gene-VC_RS04180	571	707	640	794	1147	897	971	1125	771	host	acfB
gene-VC_RS12640	191	318	244	306	401	345	421	499	328	host	gene-VC_RS12640_gene_xds
gene-VC_RS18225	370	522	473	458	688	458	468	592	316	host	gene-VC_RS18225
gene-VC_RS02470	900	1159	1087	1483	1641	1395	1247	1380	1060	host	gene-VC_RS02470
gene-VC_RS01085	344	536	520	735	860	739	1130	4342	762	host	mutM
gene-VC_RS14875	251	340	309	384	464	475	656	666	537	host	gene-VC_RS14875
gene-VC_RS02505	842	889	943	474	719	578	434	521	366	host	gene-VC_RS02505
gene-VC_RS13930	237	387	315	208	270	200	120	140	93	host	vasH
gene-VC_RS11865	5529	8493	7246	8976	10197	20722	8996	7556	5074	host	lepA
gene-VC_RS15300	684	920	756	753	1112	860	1054	1268	858	host	gene-VC_RS15300
gene-VC_RS07295	238	329	336	249	344	284	324	435	259	host	cobB
gene-VPVV882_gp11	694	995	788	10011	8808	9131	19366	22671	14658	phage	gene-VPVV882_gp11
gene-VC_RS06090	1755	2286	2018	1468	2628	1748	1189	1474	918	host	gene-VC_RS06090
gene-VC_RS12545	712	1175	957	1526	2165	1664	1924	2207	1380	host	gene-VC_RS12545
gene-VC_RS01895	738	1152	912	750	953	744	456	529	347	host	zur
gene-VC_RS05060	153	223	191	171	202	155	309	304	169	host	moaD
gene-VC_RS04560	99	142	133	117	129	144	207	209	138	host	vpsB
gene-VC_RS09430	778	1319	1012	1228	1552	1217	1609	1787	1165	host	minD
gene-VC_RS15420	223	294	254	230	318	248	373	416	248	host	gene-VC_RS15420
gene-VC_RS11895	254	380	343	241	387	287	199	312	161	host	gene-VC_RS11895
gene-VC_RS02620	384	518	499	498	653	525	768	731	538	host	gene-VC_RS02620
gene-VC_RS07880	531	738	651	572	822	643	720	772	513	host	nhaA
gene-VC_RS11205	166	208	210	196	208	185	176	205	153	host	gene-VC_RS11205
gene-VC_RS11440	7947	12343	9827	5340	7564	5153	3105	3944	2543	host	gene-VC_RS11440_gene_gltB
gene-VC_RS15790	92	80	161	122	157	113	428	317	207	host	gene-VC_RS15790
gene-VC_RS03050	805	1236	1061	909	1188	851	921	1099	665	host	mrcB
gene-VC_RS11435	6557	9439	7944	4154	4670	3854	964	1167	740	host	gene-VC_RS11435
gene-VC_RS16200	131	221	198	190	223	187	209	227	156	host	gene-VC_RS16200
gene-VC_RS09835	297	382	378	413	471	411	597	679	462	host	gene-VC_RS09835
gene-VC_RS13540	174	284	241	238	298	260	238	305	188	host	gene-VC_RS13540
gene-VC_RS00505	116	125	115	131	198	155	130	129	98	host	gene-VC_RS00505
gene-VC_RS03140	298	461	385	387	484	327	395	477	300	host	gene-VC_RS03140
gene-VC_RS00720	145	200	182	208	243	214	479	532	380	host	gene-VC_RS00720
gene-VC_RS08655	71	96	105	118	139	124	83	133	96	host	gene-VC_RS08655
gene-VC_RS10085	396	672	604	565	853	628	540	617	403	host	gene-VC_RS10085
gene-VC_RS17005	692	1118	861	551	768	583	570	680	426	host	viaA
gene-VC_RS15410	134	204	151	187	258	171	304	313	197	host	gene-VC_RS15410
gene-VC_RS13805	188	255	232	297	372	322	364	409	305	host	gene-VC_RS13805
gene-VC_RS06715	535	779	628	565	772	613	636	771	497	host	yegD
gene-VC_RS03505	3026	4991	3942	1983	2797	1931	542	607	431	host	gene-VC_RS03505
gene-VC_RS08125	173	262	208	221	300	222	252	312	187	host	pspF
gene-VC_RS06870	108	141	135	92	153	123	224	279	155	host	gene-VC_RS06870
gene-VC_RS09050	383	590	554	460	549	404	610	642	378	host	kdsB
gene-VC_RS02970	896	1161	1112	1044	1268	1055	1238	1424	931	host	rsmI
gene-VC_RS04925	7292	10738	9411	6736	8614	6267	9663	5017	3035	host	hubP
gene-VC_RS14920	281	429	356	375	656	482	495	711	484	host	gene-VC_RS14920
gene-VC_RS16925	67	72	78	79	94	60	93	120	63	host	glpA
gene-VC_RS17140	85	135	99	82	105	79	99	107	88	host	gene-VC_RS17140
gene-VC_RS17095	438	587	481	590	794	606	456	526	327	host	tesA
gene-VPVV882_gp17	559	804	545	6649	7451	6587	15958	20379	12805	phage	gene-VPVV882_gp17
gene-VC_RS12530	643	1023	875	922	1271	907	887	1084	695	host	rlmB
gene-VC_RS16585	683	948	901	828	989	892	996	1140	760	host	gene-VC_RS16585
gene-VC_RS06375	1020	1675	1369	1384	1972	1466	2366	2769	1801	host	tyrR
gene-VC_RS08760	63	120	104	132	149	148	272	282	177	host	gene-VC_RS08760
gene-VC_RS11065	2340	3297	2602	1848	2351	1690	1027	1211	850	host	nqrE
gene-VC_RS09210	1114	1789	1559	1512	2231	1674	1837	2222	1430	host	gene-VC_RS09210
gene-VC_RS10610	817	1368	971	1643	1834	1555	1456	1678	1069	host	flgG
gene-VC_RS11855	1082	1630	1278	1427	1766	1449	1254	38576	5886	host	rnc
gene-VC_RS15930	342	615	488	389	670	497	531	672	413	host	clcA
gene-VC_RS18125	30	29	49	55	68	36	114	116	86	host	gene-VC_RS18125
gene-VC_RS12060	456	568	612	633	773	647	552	629	451	host	gene-VC_RS12060
gene-VC_RS09380	60	62	61	67	98	87	99	115	69	host	gene-VC_RS09380
gene-VC_RS17975	546	1147	824	592	1048	666	429	553	365	host	gene-VC_RS17975
gene-VC_RS06450	136	192	175	189	233	207	305	341	284	host	gene-VC_RS06450
gene-VC_RS08860	1035	1742	1570	1203	1765	1299	1609	1809	1121	host	tolA
gene-VC_RS14600	169	193	162	176	202	186	267	297	190	host	emrD3
gene-VC_RS06965	2708	3614	2868	1445	2053	1435	700	808	529	host	ccoP
gene-VC_RS07565	79	159	117	126	154	145	252	283	189	host	gene-VC_RS07565
gene-VC_RS09365	1648	2597	2151	2840	3747	2839	2940	3529	2037	host	folD
gene-VC_RS09750	1712	2645	1981	2833	4335	3206	3059	4253	2684	host	rpmF
gene-VC_RS08810	96	148	138	158	181	162	243	292	212	host	gene-VC_RS08810
gene-VC_RS04200	47	57	52	31	75	48	81	95	72	host	acfA
gene-VC_RS09285	675	1154	911	654	1094	771	608	787	474	host	gene-VC_RS09285
gene-VC_RS06500	88	159	121	82	130	81	94	99	70	host	prpB
gene-VC_RS13045	2461	3871	3232	3288	3757	3040	2904	3297	2080	host	spoT
gene-VC_RS02580	262	368	299	343	423	356	351	390	231	host	gene-VC_RS02580
gene-VC_RS07230	101	102	127	198	200	181	191	259	150	host	gene-VC_RS07230
gene-VC_RS17495	1090	1609	1264	682	988	710	559	614	364	host	gene-VC_RS17495
gene-VC_RS01730	1609	2124	1702	1553	2899	1873	1465	1960	1559	host	tsaE
gene-VC_RS01975	4054	6392	5005	3695	5077	3675	14181	8851	7337	host	metH
gene-VC_RS06300	565	795	733	774	888	731	1033	1136	763	host	gene-VC_RS06300
gene-VC_RS13230	162	241	184	211	276	223	224	285	144	host	gene-VC_RS13230
gene-VPVV882_gp22	449	656	479	4696	5002	4412	13831	15473	9774	phage	gene-VPVV882_gp22
gene-VC_RS06265	162	233	209	163	250	190	269	288	184	host	gene-VC_RS06265
gene-VC_RS04565	91	116	102	105	198	139	236	257	152	host	vpsC
gene-VC_RS05925	235	340	294	422	583	427	499	609	384	host	gene-VC_RS05925
gene-VC_RS06485	60	94	72	125	124	68	94	73	68	host	gene-VC_RS06485
gene-VC_RS18175	310	443	349	470	591	482	439	556	373	host	nagB
gene-VC_RS04600	348	396	403	326	370	319	318	634	205	host	vpsj
gene-VC_RS03575	3736	5924	4564	3700	5101	3359	6000	7131	1795	host	clpB
gene-VC_RS04770	586	1036	823	759	1173	877	842	10789	647	host	gene-VC_RS04770
gene-VC_RS18605	260	354	285	161	302	175	82	123	71	host	gene-VC_RS18605
gene-VC_RS00450	605	1001	852	2041	2527	1860	2278	2834	1926	host	gene-VC_RS00450
gene-VPVV882_gp56	1070	1566	1261	5360	5561	5100	8613	8848	5683	phage	gene-VPVV882_gp56
gene-VC_RS05570	642	892	679	504	678	485	369	479	307	host	hisH
gene-VC_RS00905	440	676	605	571	892	681	1069	2787	2397	host	gene-VC_RS00905
gene-VC_RS08960	506	788	712	775	918	817	953	1154	741	host	gene-VC_RS08960
gene-VC_RS10115	77	109	116	141	178	194	193	237	160	host	gene-VC_RS10115
gene-VC_RS12990	916	1362	1115	953	1157	936	673	712	489	host	aspA
gene-VC_RS12215	876	1324	1041	1086	1257	1055	1092	1236	917	host	rapZ
gene-VC_RS02690	372	545	437	445	585	392	551	630	414	host	ispF
gene-VC_RS05715	3471	5274	4593	5699	6670	5321	5707	6601	4070	host	aspS
gene-VC_RS03520	2874	4521	3686	4294	5335	4106	3778	4735	6731	host	ettA
gene-VC_RS14220	771	1086	991	1383	1563	1289	2349	2950	1859	host	norR
gene-VC_RS15840	157	248	218	258	417	345	415	466	260	host	gene-VC_RS15840
gene-VC_RS13460	232	312	282	363	416	343	439	458	363	host	gene-VC_RS13460
gene-VC_RS14320	61	68	53	33	62	39	47	62	27	host	gene-VC_RS14320
gene-VC_RS14400	43	70	64	75	101	77	77	100	73	host	gene-VC_RS14400
gene-VC_RS07135	24	41	30	26	34	26	65	79	51	host	gene-VC_RS07135
gene-VC_RS06525	383	516	466	524	721	608	1097	1410	806	host	gene-VC_RS06525
gene-VC_RS06615	751	1294	1003	801	1225	856	577	783	443	host	gene-VC_RS06615
gene-VC_RS17515	324	404	404	483	522	472	332	468	310	host	gene-VC_RS17515
gene-VC_RS11485	1189	2288	1478	1056	1581	1302	1123	1305	794	host	gene-VC_RS11485
gene-VC_RS15660	326	424	416	421	580	450	734	813	540	host	gene-VC_RS15660
gene-VC_RS01910	785	1385	1126	1275	2106	1440	1198	1661	846	host	gene-VC_RS01910
gene-VC_RS10660	663	952	828	1147	1305	1124	1061	1114	746	host	gene-VC_RS10660
gene-VC_RS08325	94	131	162	157	214	157	182	254	158	host	torD
gene-VC_RS11730	417	592	549	619	783	588	750	1013	668	host	nudF
gene-VC_RS17405	18	20	15	26	22	38	20	44	25	host	gene-VC_RS17405
gene-VC_RS12615	952	1427	1119	608	916	711	508	586	611	host	astD
gene-VC_RS13760	4869	7597	6038	6418	8230	6429	8607	10159	6857	host	shyA
gene-VC_RS10800	662	948	798	856	1043	961	1021	1157	793	host	gene-VC_RS10800
gene-VC_RS06935	778	1090	943	794	1262	902	1095	1361	821	host	uspE
gene-VC_RS08705	8	15	15	18	34	26	29	35	25	host	gene-VC_RS08705
gene-VC_RS11230	779	1192	1002	1083	1249	1012	1090	1157	776	host	gene-VC_RS11230
gene-VC_RS15055	397	697	531	510	813	602	657	840	497	host	gene-VC_RS15055
gene-VC_RS18130	199	275	263	250	328	306	326	401	222	host	nhaD
gene-VC_RS08415	198	230	215	205	284	214	399	429	309	host	gene-VC_RS08415
gene-VC_RS09870	880	1280	1131	957	1151	892	849	948	625	host	ccmI
gene-VC_RS05900	91	121	140	100	118	134	109	96	89	host	hutI
gene-VC_RS15125	216	338	317	200	409	298	529	589	415	host	gene-VC_RS15125
gene-VC_RS15765	1854	2079	2227	2739	2952	2789	4799	5662	3747	host	gene-VC_RS15765
gene-VC_RS08895	1930	2928	2327	2565	3156	2531	3317	4165	2695	host	cydA
gene-VC_RS09055	449	677	516	475	604	461	570	616	394	host	gene-VC_RS09055
gene-VC_RS16300	82	136	108	81	118	111	139	152	124	host	phnX
gene-VPVV882_gp36	3014	3870	4656	44419	22151	30761	73294	58083	43096	phage	gene-VPVV882_gp36
gene-VC_RS14135	95	131	130	157	248	158	222	265	187	host	gene-VC_RS14135
gene-VC_RS15400	558	696	663	575	726	568	628	745	495	host	gene-VC_RS15400
gene-VC_RS08110	114	172	156	174	190	155	223	316	215	host	pspC
gene-VC_RS16910	106	181	155	237	355	222	196	266	151	host	gene-VC_RS16910
gene-VC_RS17340	585	858	744	1015	1387	951	537	651	337	host	gene-VC_RS17340
gene-VC_RS17565	198	270	245	254	313	253	286	339	214	host	gene-VC_RS17565
gene-VC_RS02350	261	399	305	261	361	259	181	227	146	host	yggU
gene-VC_RS07935	169	284	201	210	259	174	222	197	150	host	gene-VC_RS07935
gene-VPVV882_gp52	322	473	410	2693	2688	2542	12866	12325	8411	phage	gene-VPVV882_gp52
gene-VC_RS11060	6515	9124	7325	4143	5439	3772	1779	2147	1361	host	nqrF
gene-VC_RS14555	69	134	97	109	147	110	120	167	64	host	gene-VC_RS14555
gene-VC_RS04415	491	785	639	734	922	732	1109	1355	830	host	xseB
gene-VC_RS15180	47	67	64	57	75	73	103	106	86	host	gene-VC_RS15180
gene-VC_RS16380	129	234	188	239	302	266	286	376	240	host	gene-VC_RS16380
gene-VC_RS16665	2577	3700	2885	1735	2454	1722	454	580	366	host	gene-VC_RS16665
gene-VC_RS16290	32	33	32	40	64	44	52	60	31	host	phnW
gene-VC_RS07220	79	107	94	43	73	62	36	54	48	host	gene-VC_RS07220
gene-VC_RS01415	3108	4691	3966	4424	5748	4322	5623	6936	4543	host	dusB
gene-VC_RS02530	55	59	52	54	90	74	87	97	64	host	gene-VC_RS02530
gene-VC_RS11765	1543	2223	1951	1732	2219	1813	2013	2284	1545	host	gene-VC_RS11765
gene-VC_RS09390	346	503	414	444	491	403	523	547	343	host	gene-VC_RS09390
gene-VC_RS01615	19702	31852	35472	17167	21441	15458	23173	154653	19884	host	rpoB
gene-VC_RS02980	701	935	805	1351	1676	1407	1438	5929	2616	host	hpt
gene-VC_RS14800	341	445	356	361	414	290	527	584	398	host	gene-VC_RS14800
gene-VC_RS15390	83	133	106	136	170	135	255	333	198	host	gene-VC_RS15390
gene-VC_RS15795	2510	3121	3104	3447	4006	3413	3225	3684	2367	host	gene-VC_RS15795
gene-VC_RS07800	142	161	153	190	204	198	193	202	131	host	gene-VC_RS07800
gene-VC_RS12915	616	838	797	974	977	900	772	1376	550	host	metJ
gene-VC_RS17150	998	1306	1156	1352	1367	1228	1718	1881	1405	host	gene-VC_RS17150
gene-VC_RS08840	1053	1729	1413	1994	2657	2035	1928	2263	1345	host	nadA
gene-VC_RS11775	293	477	420	388	4875	388	449	541	385	host	gene-VC_RS11775
gene-VC_RS09525	642	1095	900	848	1044	757	983	1117	755	host	gene-VC_RS09525
gene-VC_RS16360	130	167	124	103	170	150	174	209	155	host	gene-VC_RS16360
gene-VC_RS13010	546	941	800	913	1173	837	466	592	355	host	gene-VC_RS13010
gene-VC_RS00800	890	1537	1135	1031	1442	1028	616	2740	428	host	gene-VC_RS00800
gene-VC_RS10630	420	686	504	825	1223	851	873	983	515	host	flgC
gene-VC_RS08560	129	184	140	162	285	208	391	488	270	host	gene-VC_RS08560
gene-VC_RS16230	378	638	514	216	355	226	202	287	209	host	gene-VC_RS16230
gene-VC_RS03630	890	1189	920	739	2495	857	506	21596	390	host	phoB
gene-VC_RS09165	884	1228	1162	1046	1852	1374	1093	1285	873	host	fadR
gene-VPVV882_gp18	499	668	411	6000	6806	6147	12231	13834	9028	phage	gene-VPVV882_gp18
gene-VC_RS01410	3104	5206	3974	3205	5477	3984	4139	5556	3512	host	fis
gene-VC_RS16580	53	96	60	108	124	78	194	249	165	host	gene-VC_RS16580
gene-VC_RS12760	4053	6292	4989	3057	3795	2792	1683	1939	1318	host	ppc
gene-VC_RS17160	354	458	446	550	650	539	780	861	573	host	gene-VC_RS17160
gene-VC_RS08575	100	159	141	163	251	178	251	270	184	host	gene-VC_RS08575
gene-VC_RS00575	566	905	615	569	1008	652	348	478	258	host	gene-VC_RS00575
gene-VC_RS07035	47	67	45	54	61	56	91	95	64	host	gene-VC_RS07035
gene-VC_RS03705	142	213	182	131	182	128	89	120	65	host	gene-VC_RS03705
gene-VC_RS13545	193	325	276	263	333	280	357	461	295	host	gene-VC_RS13545
gene-VC_RS02570	136	222	192	240	229	194	240	264	173	host	gene-VC_RS02570
gene-VC_RS07450	580	904	780	1198	1730	1388	2050	2590	1512	host	vcmA
gene-VC_RS09875	243	385	277	198	310	245	155	209	125	host	gene-VC_RS09875
gene-VC_RS09340	107	165	106	110	140	109	151	156	118	host	gene-VC_RS09340
gene-VC_RS11620	5192	8349	5986	7389	6434	4306	6821	5424	8569	host	aceF
gene-VC_RS14670	736	991	880	568	783	583	573	539	410	host	gene-VC_RS14670
gene-VC_RS00265	678	863	762	822	1019	822	554	716	434	host	gene-VC_RS00265
gene-VC_RS15915	1616	2560	2189	1226	1726	1371	1072	1127	807	host	cqsS
gene-VC_RS18055	413	643	545	863	1109	896	904	1060	705	host	gene-VC_RS18055
gene-VC_RS07345	283	388	272	449	423	408	452	422	354	host	fdhD
gene-VC_RS02215	210	354	304	314	499	365	483	741	338	host	gene-VC_RS02215
gene-VC_RS10845	4426	6858	5541	4265	6083	4233	2946	3391	2085	host	dnaE
gene-VC_RS17905	895	1185	1055	1758	2170	1800	3380	3918	2510	host	gene-VC_RS17905
gene-VC_RS17475	362	397	429	503	621	497	728	766	520	host	gene-VC_RS17475
gene-VC_RS19105	75	98	80	383	524	397	363	458	317	host	gene-VC_RS19105
gene-VC_RS12925	2357	3660	2924	2707	3360	2727	9275	13631	7090	host	gene-VC_RS12925
gene-VC_RS18360	339	498	445	239	352	277	207	258	150	host	speF
gene-VC_RS02755	3029	4596	3890	4241	5396	7239	3816	12258	2879	host	recA
gene-VC_RS03810	3497	5263	4185	3279	5141	3661	3497	4328	2707	host	hisS
gene-VPVV882_gp55	195	269	239	1765	2413	2008	3414	4093	2648	phage	gene-VPVV882_gp55
gene-VC_RS10815	1489	1920	1690	878	1218	893	743	936	588	host	gene-VC_RS10815
gene-VC_RS15065	298	444	367	324	401	316	621	766	513	host	gene-VC_RS15065
gene-VC_RS18420	650	972	840	944	1326	1048	1308	1682	1053	host	gene-VC_RS18420
gene-VC_RS10880	3931	6335	5684	5279	6673	4683	4383	7232	3108	host	bamA
gene-VC_RS08805	174	276	251	286	345	313	419	498	310	host	gene-VC_RS08805
gene-VC_RS18485	671	1137	909	502	764	482	340	377	244	host	gene-VC_RS18485
gene-VC_RS09930	2981	4558	3805	1672	2834	1944	1209	1751	949	host	gene-VC_RS09930
gene-VC_RS06460	197	225	206	164	231	205	263	285	218	host	mglA
gene-VC_RS03245	2155	2511	2255	2292	2643	1687	1173	1051	608	host	gene-VC_RS03245
gene-VC_RS09385	69	82	87	93	123	109	155	147	109	host	gene-VC_RS09385
gene-VC_RS02765	4823	7394	5795	6586	8289	6194	6757	7961	17271	host	alaS
gene-VC_RS10285	2761	4072	3523	3416	4792	3634	5103	3625	2370	host	gene-VC_RS10285
gene-VC_RS12155	846	1046	995	1384	1862	1378	1377	1453	924	host	mlaD
gene-VC_RS13105	863	1236	1069	1359	1588	1261	1316	1671	1065	host	nudE
gene-VC_RS15240	254	391	339	222	484	353	360	457	265	host	gene-VC_RS15240
gene-VC_RS13660	137	170	245	142	186	174	236	176	198	host	gene-VC_RS13660
gene-VC_RS14830	343	403	391	310	480	369	464	485	307	host	gene-VC_RS14830
gene-VC_RS13955	2625	3196	2558	1885	4174	2465	2429	3247	1980	host	gene-VC_RS13955_gene_tssI
gene-VC_RS03165	934	1521	1214	1527	1991	1557	1768	2132	1468	host	hemL
gene-VC_RS11820	817	1250	1054	804	986	863	714	1519	577	host	gene-VC_RS11820
gene-VC_RS10895	3709	5076	4466	5111	8534	21375	29199	9138	10547	host	gene-VC_RS10895
gene-VC_RS15130	65	95	96	69	98	85	129	131	90	host	gene-VC_RS15130
gene-VC_RS04645	41	83	56	75	86	75	107	64	48	host	vpsN
gene-VC_RS09780	344	483	447	450	598	496	558	761	461	host	gene-VC_RS09780
gene-VC_RS02830	965	1349	1053	680	936	564	429	534	350	host	gene-VC_RS02830
gene-VC_RS00220	208	294	296	239	359	286	233	241	163	host	dprA
gene-VC_RS00430	335	528	418	242	419	298	281	966	198	host	tatB
gene-VC_RS14580	61	113	107	122	122	110	105	114	78	host	gene-VC_RS14580
gene-VC_RS08880	458	682	591	654	764	637	880	1012	650	host	ybgE
gene-VC_RS00470	355	509	465	502	670	557	496	620	411	host	gene-VC_RS00470
gene-VC_RS05755	887	1502	1223	511	768	506	190	272	168	host	gene-VC_RS05755
gene-VC_RS05760	1720	2925	2200	399	670	465	174	209	128	host	gene-VC_RS05760
gene-VC_RS10625	676	920	809	989	1312	1036	1019	1123	711	host	flgD
gene-VC_RS04365	93	147	147	169	211	196	422	540	312	host	gene-VC_RS04365
gene-VC_RS13060	497	490	455	383	494	399	431	537	312	host	envZ
gene-VC_RS18590	890	1231	1105	994	1279	885	691	778	465	host	gene-VC_RS18590
gene-VC_RS02925	3772	6334	5188	4386	5605	4387	6195	4998	2874	host	petA
gene-VC_RS05350	87	129	134	114	162	137	163	156	88	host	gene-VC_RS05350
gene-VC_RS05230	635	820	824	1269	1334	1272	1106	1199	786	host	gene-VC_RS05230
gene-VC_RS06595	2368	3858	2819	1750	3294	1931	1936	2384	1534	host	gene-VC_RS06595
gene-VC_RS02280	585	564	542	404	424	339	176	158	117	host	gene-VC_RS02280
gene-VC_RS13240	437	686	580	504	677	548	510	497	343	host	glnG
gene-VC_RS16170	726	963	891	668	1031	830	1039	1143	808	host	gene-VC_RS16170
gene-VC_RS09945	3425	4796	3998	4281	5238	4134	2442	2892	1827	host	gene-VC_RS09945
gene-VPVV882_gp13	117	164	130	1734	2194	1997	4868	5434	3353	phage	gene-VPVV882_gp13
gene-VC_RS05955	508	514	547	421	443	345	156	195	115	host	gene-VC_RS05955
gene-VC_RS02225	342	492	496	432	599	498	477	560	333	host	gene-VC_RS02225
gene-VC_RS09675	273	354	342	503	718	552	451	549	340	host	gene-VC_RS09675
gene-VC_RS08435	171	246	237	294	403	357	439	496	381	host	gene-VC_RS08435
gene-VC_RS06985	251	401	369	415	533	452	450	517	317	host	gene-VC_RS06985
gene-VC_RS00405	359	415	383	425	564	443	525	11334	364	host	rmuC
gene-VC_RS10435	897	1362	1092	946	1337	999	686	813	483	host	ushA
gene-VC_RS13935	76	94	95	46	83	50	30	24	25	host	vasI
gene-VC_RS14375	151	205	180	355	471	369	457	492	335	host	gene-VC_RS14375
gene-VC_RS14715	9286	14644	11384	6668	12124	7292	3686	4853	2941	host	rplT
gene-VC_RS10600	839	1207	1109	2092	2578	1950	2194	2510	1585	host	gene-VC_RS10600
gene-VC_RS11725	236	332	271	211	223	249	215	277	169	host	gene-VC_RS11725
gene-VC_RS14370	131	225	207	359	512	327	322	379	258	host	gene-VC_RS14370
gene-VC_RS15105	368	499	481	566	610	465	834	901	637	host	gene-VC_RS15105
gene-VC_RS06545	145	178	161	159	198	181	165	191	127	host	gene-VC_RS06545
gene-VC_RS03955	64	106	91	113	137	108	174	211	163	host	gene-VC_RS03955
gene-VC_RS06095	433	722	593	416	521	413	208	261	123	host	gene-VC_RS06095
gene-VC_RS17570	226	542	364	106	247	171	191	294	190	host	gene-VC_RS17570
gene-VC_RS05055	148	241	183	133	168	143	272	285	198	host	moaC
gene-VC_RS01315	1308	1873	1621	1520	2137	1567	1951	2418	1623	host	gene-VC_RS01315
gene-VC_RS03190	2655	3638	3111	4118	5665	4361	3556	4624	2709	host	gene-VC_RS03190_gene_tyrS
gene-VC_RS01715	1171	1362	1481	1842	1855	1270	815	753	452	host	gene-VC_RS01715
gene-VC_RS07255	524	722	696	841	1013	786	1324	1569	1002	host	gene-VC_RS07255
gene-VC_RS08405	127	223	173	110	157	144	208	196	154	host	gene-VC_RS08405
gene-VC_RS15520	293	393	401	505	502	457	762	762	576	host	gene-VC_RS15520
gene-VC_RS11260	329	500	381	479	639	475	768	999	589	host	chrA
gene-VC_RS11815	1482	98459	1916	1613	1944	1580	1473	1758	1150	host	barA
gene-VC_RS01645	1030	1499	1412	1098	1244	1029	892	1545	660	host	gene-VC_RS01645
gene-VC_RS15235	188	243	228	246	370	323	587	607	398	host	gene-VC_RS15235
gene-VC_RS07780	581	838	756	783	1034	831	761	898	594	host	gene-VC_RS07780
gene-VC_RS09265	4125	6082	4666	3740	5070	3402	2334	2654	1648	host	clpX
gene-VPVV882_gp26	337	401	438	5301	6294	5697	14823	17421	11924	phage	gene-VPVV882_gp26
gene-VC_RS09470	653	808	766	742	911	744	867	1004	705	host	gene-VC_RS09470
gene-VC_RS13535	399	633	426	783	1206	877	817	1039	633	host	gene-VC_RS13535
gene-VC_RS15640	174	218	226	156	296	228	356	412	274	host	gene-VC_RS15640
gene-VC_RS02840	1021	1260	1280	1612	2248	1764	2407	7147	1989	host	gene-VC_RS02840
gene-VC_RS10515	491	722	642	460	615	431	379	491	307	host	gene-VC_RS10515
gene-VC_RS12825	1373	2088	1717	2380	4790	2244	2467	6009	1628	host	gene-VC_RS12825
gene-VC_RS08855	2650	3598	3125	4162	4725	3825	3609	4038	2561	host	tolB
gene-VC_RS00090	1837	3175	2687	3045	3559	2822	2358	2886	1830	host	glyQ
gene-VPVV882_gp45	336	432	404	4456	3858	3898	14659	14051	10125	phage	gene-VPVV882_gp45
gene-VC_RS06255	184	271	246	222	288	231	262	338	203	host	gene-VC_RS06255
gene-VC_RS05985	1034	1600	1280	1397	1825	1332	1224	1398	913	host	pheS
gene-VC_RS07570	141	195	213	150	185	167	273	316	174	host	gene-VC_RS07570
gene-VC_RS16720	190	320	296	320	379	316	399	467	288	host	gene-VC_RS16720
gene-VC_RS04460	1483	2157	1935	1443	1905	1459	1655	1961	1940	host	gene-VC_RS04460
