Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol
gene-PA1433	309	472	322	483	38	38	16	10	host	gene-PA1433
gene-PA5269	54	40	24	25	4	2	3	2	host	gene-PA5269
gene-PA4317	57	53	30	42	20	19	18	5	host	gene-PA4317
gene-PA1685	106	127	100	153	21	17	16	7	host	masA
gene-PA0051	13	15	6	23	3	3	3	1	host	phzH
gene-PA0506	265	244	128	193	68	37	61	88	host	gene-PA0506
gene-PA0215	4	4	2	3	4	3	0	0	host	gene-PA0215
gene-PA5225	56	57	45	48	6	10	5	5	host	gene-PA5225
gene-PA1927	31	26	39	49	9	9	9	7	host	metE
gene-PA1924	3	6	2	5	0	0	0	0	host	gene-PA1924
gene-PA5425	62	72	48	112	30	41	30	22	host	purK
gene-PA4488	161	125	92	171	21	32	17	14	host	gene-PA4488
gene-PA1944	128	99	44	90	8	9	4	3	host	gene-PA1944
gene-PA4987	38	24	24	44	4	3	7	8	host	gene-PA4987
gene-PA0759	64	62	23	45	5	6	4	6	host	gene-PA0759
gene-PA1912	160	93	13	17	3	1	1	0	host	femI
gene-PA4598	41	38	23	34	13	15	8	5	host	mexD
gene-PA5353	7	7	3	6	1	2	3	0	host	glcF
gene-PA5258	423	342	225	338	54	61	22	26	host	gene-PA5258
gene-PA2581	106	118	62	113	31	47	27	22	host	gene-PA2581
gene-PA2362	63	36	27	42	4	7	1	3	host	gene-PA2362
gene-PA4951	80	84	69	90	23	16	7	4	host	orn
gene-PA4642	61	25	18	24	8	8	5	12	host	gene-PA4642
gene-PA4287	8	10	7	9	3	2	3	3	host	gene-PA4287
gene-PA3583	36	46	53	116	11	11	2	3	host	glpR
gene-PA1213	7	4	2	9	3	2	0	0	host	gene-PA1213
gene-PA4651	3	6	2	7	1	3	2	0	host	gene-PA4651
gene-PA5237	551	496	239	302	39	46	26	15	host	gene-PA5237
gene-PA2080	55	44	95	116	8	18	4	2	host	kynU
gene-PA1444	136	132	84	102	20	15	12	11	host	fliN
gene-PA2072	45	53	20	21	3	3	3	4	host	gene-PA2072
gene-PA2819.2	526	1231	732	1582	596	961	361	180	host	gene-PA2819.2
gene-PA2559	330	244	114	182	15	34	12	10	host	gene-PA2559
gene-PA5405	28	23	17	27	5	6	7	6	host	gene-PA5405
gene-PA1836	31	28	14	9	4	0	1	1	host	gene-PA1836
gene-PA3139	163	275	414	657	161	180	93	51	host	gene-PA3139
gene-PA2992	71	111	56	122	15	22	12	9	host	gene-PA2992
gene-PA2542	184	153	84	135	21	18	11	6	host	gene-PA2542
gene-PA3112	336	522	1197	1873	228	288	104	66	host	accD
gene-PA1973	57	31	17	21	0	2	1	1	host	pqqF
gene-PA1480	133	103	73	148	37	40	26	27	host	ccmF
gene-PA4963	187	287	223	347	48	60	27	24	host	gene-PA4963
gene-PA2160	17	21	14	13	2	7	2	4	host	gene-PA2160
gene-PA1803	3377	5245	2820	4138	494	721	290	187	host	lon
gene-PA1917	1	7	0	6	0	0	0	0	host	gene-PA1917
gene-PA2410	219	297	372	482	70	77	24	18	host	gene-PA2410
gene-PA3832	58	66	45	55	16	10	4	7	host	holC
gene-PA1160	192	124	99	135	17	17	11	4	host	gene-PA1160
gene-PA1543	46	35	22	50	8	10	5	7	host	apt
gene-PA0185	6	2	2	1	0	0	2	0	host	gene-PA0185
gene-PA2878	47	26	15	13	2	3	1	3	host	gene-PA2878
gene-PA1069	413	351	195	349	66	78	52	30	host	gene-PA1069
gene-PA2948	7	9	10	6	1	3	3	1	host	cobM
gene-PA2089	53	52	26	37	8	15	7	3	host	gene-PA2089
gene-PA1659	4	9	3	30	2	23	11	2	host	gene-PA1659
gene-PA1119	33	20	17	42	4	5	4	2	host	yfiB
gene-PA0523	2	2	3	1	2	0	0	0	host	norC
gene-PA2633	34	36	25	31	5	2	1	1	host	gene-PA2633
gene-PA2819.1	154	446	201	552	153	359	112	71	host	gene-PA2819.1
gene-PA4635	20	12	12	13	8	3	0	2	host	gene-PA4635
gene-PA4921	33	30	23	39	4	10	5	1	host	gene-PA4921
gene-PA0269	20	12	9	16	0	2	0	0	host	gene-PA0269
gene-PA2175	1	2	2	4	0	0	1	0	host	gene-PA2175
gene-PA5365	106	115	60	82	18	17	12	12	host	phoU
gene-PA0820	202	339	83	140	15	36	17	9	host	gene-PA0820
gene-PA0761	252	251	138	261	44	61	29	34	host	nadB
gene-PA4824	0	6	0	1	1	1	0	1	host	gene-PA4824
gene-PA2881	15	12	13	14	1	1	0	1	host	gene-PA2881
gene-PA2412	1423	1442	1214	1482	252	283	123	83	host	gene-PA2412
gene-PA0121	22	23	8	11	2	2	1	1	host	gene-PA0121
gene-PA0525	12	7	6	7	3	0	2	2	host	gene-PA0525
gene-PA1271	32	34	23	45	12	16	13	4	host	gene-PA1271
gene-PA4238	3718	6482	4595	8475	5305	2364	1235	692	host	rpoA
gene-PA0858	65	92	93	184	32	31	19	22	host	gene-PA0858
gene-PA0810	56	37	21	47	15	13	8	5	host	gene-PA0810
gene-PA0500	824	701	986	1291	124	121	36	26	host	bioB
gene-PA0951a	111	79	41	56	14	4	1	4	host	gene-PA0951a
gene-PA1540	15	16	6	5	3	3	3	1	host	gene-PA1540
gene-PA0933	587	770	402	740	121	129	83	49	host	ygcA
gene-PA1905	11	31	11	77	6	8	0	0	host	phzG2
gene-PA1812	221	233	126	168	25	38	36	17	host	mltD
gene-PA0627	32	30	55	67	45	46	42	21	host	gene-PA0627
gene-PA2519	10	13	4	3	1	2	4	0	host	xylS
gene-PA0030	8	8	3	9	2	3	2	0	host	gene-PA0030
gene-PA4207	75	58	865	1094	343	338	226	182	host	mexI
gene-PA0270	41	24	8	24	4	4	1	0	host	gene-PA0270
gene-PA3871	5	3	4	0	0	1	1	0	host	gene-PA3871
gene-PA0607	33	44	52	57	17	23	20	12	host	rpe
gene-PA2002	95	101	187	209	29	23	8	7	host	gene-PA2002
gene-PA0240	25	31	13	16	5	4	4	3	host	gene-PA0240
gene-PA1818	718	792	676	969	85	84	21	35	host	ldcA
gene-PA4123	15	15	2	10	0	3	1	2	host	hpcC
gene-PA4063	17	13	6	8	4	1	1	0	host	gene-PA4063
gene-PA3038	167	163	149	151	6	8	2	4	host	gene-PA3038
gene-PA5206	143	130	38	51	11	18	6	4	host	argE
gene-PA5340	544	491	395	588	96	76	43	26	host	gene-PA5340
gene-PA2472	7	3	5	6	2	0	0	2	host	gene-PA2472
gene-PA4801	20	25	10	30	5	7	8	2	host	gene-PA4801
gene-PA2236	46	22	26	66	10	5	5	1	host	pslF
gene-PA2597	15	11	11	9	2	1	1	0	host	gene-PA2597
gene-PA4079	183	143	37	69	6	19	15	6	host	gene-PA4079
gene-PA2048	12	5	6	7	0	1	0	0	host	gene-PA2048
gene-PA1359	28	39	13	26	5	3	4	5	host	gene-PA1359
gene-PA2851	904	1680	1089	1687	415	464	335	201	host	efp
gene-PA2342	17	12	6	16	4	3	4	2	host	mtlD
gene-PA4575	33	34	21	28	10	6	1	2	host	gene-PA4575
gene-PA3269	151	118	25	39	2	7	2	1	host	gene-PA3269
gene-PA1211	2	4	1	1	1	0	2	0	host	gene-PA1211
gene-PA1584	918	976	1257	1872	276	391	214	137	host	sdhB
gene-PA4655	91	100	73	84	12	21	11	9	host	hemH
gene-PA3392	10	14	13	16	4	5	6	0	host	nosZ
gene-PA4873	129	82	82	76	16	12	8	5	host	gene-PA4873
gene-PA4401	169	219	89	166	20	33	12	7	host	gene-PA4401
gene-PA0877	28	9	14	20	12	4	5	2	host	gene-PA0877
gene-PA1630	62	60	15	19	4	2	0	0	host	gene-PA1630
gene-PA4024	141	91	339	273	37	17	7	5	host	eutB
gene-PA4121	5	2	1	3	0	0	2	0	host	gene-PA4121
gene-PA4165	28	16	16	22	3	1	1	0	host	gene-PA4165
gene-PA5174	132	220	598	1004	138	167	75	30	host	gene-PA5174
gene-PA3262.2	398	595	218	375	157	247	125	67	host	gene-PA3262.2
gene-PA4177	0	1	4	5	1	1	1	0	host	gene-PA4177
gene-PA5148	29	37	28	34	4	15	0	5	host	gene-PA5148
gene-PA2495	9	9	8	11	5	2	3	0	host	oprN
gene-PA3509	4	2	6	14	1	0	0	0	host	gene-PA3509
gene-PA4954	119	107	100	114	22	22	9	9	host	motA
gene-PA1955	10	7	2	3	2	0	3	1	host	gene-PA1955
gene-PA3493	11	6	2	8	0	3	1	0	host	gene-PA3493
gene-PA4403	1255	1724	1368	1789	282	320	188	142	host	secA
gene-PA3327	34	137	16	131	7	22	19	9	host	gene-PA3327
gene-PA5015	1063	1264	1003	1226	205	246	229	132	host	aceE
gene-PA1635	3	3	1	5	0	0	0	1	host	kdpC
gene-PA0947	187	201	124	193	55	48	35	20	host	gene-PA0947
gene-PA3292	6	15	4	16	6	0	1	1	host	gene-PA3292
gene-PA2917	16	20	12	16	6	7	6	0	host	gene-PA2917
gene-PA3899	33	35	3	8	0	1	1	1	host	gene-PA3899
gene-PA3726	47	52	42	76	15	14	7	2	host	gene-PA3726
gene-PA2440	33	25	19	60	7	9	2	6	host	gene-PA2440
gene-PA0602	657	416	244	344	20	29	14	10	host	gene-PA0602
gene-PA1187	28	32	12	22	3	1	4	6	host	gene-PA1187
gene-PA0782	219	234	395	554	332	372	178	81	host	putA
gene-PA1140	61	52	28	30	3	5	6	3	host	gene-PA1140
gene-PA0863	39	25	22	26	4	6	1	3	host	gene-PA0863
gene-PA1883	9	5	4	3	0	3	1	0	host	gene-PA1883
gene-PA2540	145	111	204	325	88	84	48	29	host	gene-PA2540
gene-PA3451	32	27	9	18	2	2	0	2	host	gene-PA3451
gene-PA4193	2	2	3	4	2	0	0	1	host	gene-PA4193
gene-PA2691	38	25	10	16	7	2	3	2	host	gene-PA2691
gene-PA3315	18	14	5	11	8	2	4	2	host	gene-PA3315
gene-PA3484	34	28	37	61	18	19	11	5	host	gene-PA3484
gene-PA2369	65	41	49	54	10	9	3	1	host	gene-PA2369
gene-PA5274	97	99	88	148	24	30	15	10	host	rnk
gene-PA4535	84	59	19	35	5	10	0	1	host	gene-PA4535
gene-PA2122	8	8	9	6	2	2	0	0	host	gene-PA2122
gene-PA1402	23	7	5	16	1	2	1	0	host	gene-PA1402
gene-PA2349	5	4	5	2	1	2	0	1	host	gene-PA2349
gene-PA0463	17	20	21	12	4	1	5	3	host	creB
gene-PA0721	14	8	8	15	6	2	10	6	host	gene-PA0721
gene-PA5033	26	45	19	47	15	23	13	8	host	gene-PA5033
gene-PA4002	260	473	211	373	53	83	38	30	host	rodA
gene-PA4667	135	143	106	129	21	19	15	6	host	gene-PA4667
gene-PA3976	28	36	18	36	7	9	1	5	host	thiE
gene-PA2947	7	1	2	5	0	0	0	0	host	gene-PA2947
gene-PPLUZ19_gp1	0	0	56016	55189	18885	19005	5551	6439	phage	gp1
gene-PA0804	140	126	102	121	26	28	17	13	host	gene-PA0804
gene-PA0131	22	16	11	14	3	0	1	2	host	gene-PA0131
gene-PA1465	163	110	115	146	22	18	7	7	host	gene-PA1465
gene-PA3426	109	68	42	48	8	13	4	3	host	gene-PA3426
gene-PA2883	50	54	19	22	6	6	1	3	host	gene-PA2883
gene-PA5029	22	25	3	8	3	1	2	1	host	gene-PA5029
gene-PA3791	130	144	54	111	12	36	18	14	host	gene-PA3791
gene-PA1819	435	393	277	474	45	54	16	14	host	gene-PA1819
gene-PA0606	31	27	32	25	11	12	2	6	host	gene-PA0606
gene-PA0838	151	93	136	166	32	31	22	11	host	gene-PA0838
gene-PA4797	46	57	21	42	5	9	4	4	host	gene-PA4797
gene-PA3984	115	134	83	114	23	26	17	12	host	lnt
gene-PA3672	64	69	12	14	4	4	2	2	host	gene-PA3672
gene-PA1000	4398	2732	2029	2715	416	291	121	146	host	pqsE
gene-PA2489	16	11	5	8	1	2	1	1	host	gene-PA2489
gene-PA4312	34	43	23	36	11	8	10	5	host	gene-PA4312
gene-PA1315	30	29	12	24	4	7	2	1	host	gene-PA1315
gene-PA5283	71	59	29	56	9	9	5	2	host	gene-PA5283
gene-PA1983	1	2	2	6	0	0	0	1	host	exaB
gene-PA1335	94	64	143	71	19	16	3	6	host	gene-PA1335
gene-PA1250	18	37	11	16	2	3	3	4	host	aprI
gene-PPLUZ19_gp47	0	0	103	240	16	59	1493	1055	phage	gp47
gene-PA3603	19	22	9	23	4	7	4	1	host	dgkA
gene-PA2398	2390	3750	4448	4539	718	644	197	175	host	fpvA
gene-PA0330	73	83	84	108	24	22	13	17	host	rpiA
gene-PA0739	4	4	5	2	3	0	1	0	host	gene-PA0739
gene-PA3081	61	74	95	105	30	15	8	6	host	gene-PA3081
gene-PA1636	63	49	33	30	18	9	5	1	host	kdpD
gene-PA4799	31	19	21	25	3	6	2	0	host	gene-PA4799
gene-PA0023	182	145	44	69	13	15	14	7	host	qor
gene-PA1208	34	30	17	30	11	9	3	1	host	gene-PA1208
gene-PA2796	145	154	69	102	17	12	9	5	host	tal
gene-PA4796	63	53	35	42	5	2	2	1	host	gene-PA4796
gene-PA0597	69	101	32	47	23	16	13	7	host	gene-PA0597
gene-PA2144	41	35	12	20	5	6	5	10	host	glgP
gene-PA0798	84	22	26	39	5	8	2	1	host	pmtA
gene-PA1210	16	10	5	6	1	1	2	1	host	gene-PA1210
gene-PA2491	152	174	51	96	17	27	8	4	host	gene-PA2491
gene-PA4940	112	165	223	398	80	91	60	31	host	gene-PA4940
gene-PA2564	41	51	18	31	4	6	4	2	host	gene-PA2564
gene-PPLUZ19_gp25.1	0	1	63	85	8773	16013	159059	136461	phage	gp25.1
gene-PA3496	115	100	15	25	7	23	15	7	host	gene-PA3496
gene-PA1034	42	54	10	17	7	1	7	6	host	gene-PA1034
gene-PA0722	138	267	193	179	145	171	121	150	host	gene-PA0722
gene-PA1306	44	62	41	46	10	9	5	3	host	gene-PA1306
gene-PA2420	11	6	6	9	0	5	0	4	host	gene-PA2420
gene-PA4529	233	230	156	202	18	23	16	10	host	coaE
gene-PA4675	804	1520	523	912	88	142	167	112	host	gene-PA4675
gene-PA5334	254	184	210	299	68	67	39	22	host	rph
gene-PA3366.1	6	22	3	10	2	1	0	0	host	amiL
gene-PA0033	79	53	23	26	6	3	2	3	host	gene-PA0033
gene-PA4612	36	18	9	9	3	5	1	0	host	gene-PA4612
gene-PA4039	33	15	14	13	2	4	2	3	host	gene-PA4039
gene-PA3421	10	10	6	14	1	1	0	3	host	gene-PA3421
gene-PA0084	568	1045	603	947	159	279	183	96	host	gene-PA0084
gene-PA0254	33	30	3	18	2	4	3	0	host	gene-PA0254
gene-PA4673.1	6	19	3	9	4	7	1	0	host	gene-PA4673.1
gene-PA4128	2	2	3	6	1	2	1	0	host	gene-PA4128
gene-PA2893	58	37	26	51	3	9	4	3	host	atuH
gene-PA1544	119	104	67	102	52	39	36	19	host	anr
gene-PA3855	91	120	87	118	17	22	16	8	host	gene-PA3855
gene-PA5385	2	0	2	4	1	0	2	1	host	cdhB
gene-PA1378	48	38	17	29	4	4	2	0	host	gene-PA1378
gene-PA1322	35	21	23	24	8	6	0	1	host	gene-PA1322
gene-PA0848	29	19	11	15	7	5	5	0	host	gene-PA0848
gene-PA1509	66	102	59	136	8	13	5	4	host	gene-PA1509
gene-PA3082	72	100	134	184	46	25	7	11	host	gbt
gene-PPLUZ19_gp22	1	3	17	34	43590	66844	301436	267656	phage	gp22
gene-PA0191	11	6	4	3	0	1	0	0	host	gene-PA0191
gene-PA2312	4	10	2	5	3	2	4	1	host	gene-PA2312
gene-PA1996	27	18	7	10	8	4	0	2	host	ppiC1
gene-PA1617	527	369	97	123	21	12	19	9	host	gene-PA1617
gene-PA0342	114	134	90	127	15	32	12	19	host	thyA
gene-PA2610	72	78	97	149	17	22	11	6	host	gene-PA2610
gene-PA3950	151	113	93	142	27	27	15	7	host	gene-PA3950
gene-PA3937	4	0	2	4	0	2	1	0	host	gene-PA3937
gene-PA3912	6	3	5	3	1	0	1	0	host	gene-PA3912
gene-PA5031	6	12	1	1	2	5	5	0	host	gene-PA5031
gene-PA2164	12	8	4	10	2	3	0	0	host	gene-PA2164
gene-PA5194	61	67	42	49	17	14	14	8	host	gene-PA5194
gene-PA2818	132	105	66	112	18	21	9	6	host	arr
gene-PA4224	166	116	158	237	95	86	9	8	host	pchG
gene-PA3936	6	4	4	5	1	0	2	1	host	gene-PA3936
gene-PA4678	27	36	26	40	10	9	3	10	host	rimI
gene-PA5521	234	190	128	187	49	47	17	10	host	gene-PA5521
gene-PPLUZ19_gp37	0	2	628	1103	107	512	159718	104563	phage	gp37
gene-PA3598	12	8	9	5	1	7	0	0	host	gene-PA3598
gene-PA5017	189	158	93	138	19	20	12	15	host	gene-PA5017
gene-PA0613	29	33	20	38	16	24	16	8	host	gene-PA0613
gene-PA0041a	5	14	5	13	0	1	1	1	host	gene-PA0041a
gene-PA4379	131	161	55	82	20	23	15	6	host	gene-PA4379
gene-PA3572	15	19	14	22	3	0	2	0	host	gene-PA3572
gene-PA4265	6883	12079	6213	11512	2765	3729	2290	1283	host	tufA
gene-PA0234	3	15	2	6	1	3	2	0	host	gene-PA0234
gene-PA5529	229	235	57	73	25	34	29	20	host	gene-PA5529
gene-PA0852	47	61	41	78	9	27	20	6	host	cbpD
gene-PA4313	98	89	65	123	24	15	13	13	host	gene-PA4313
gene-PA3762	110	88	43	46	12	11	8	2	host	gene-PA3762
gene-PA4097	2	1	1	2	1	2	1	1	host	gene-PA4097
gene-PA0190	3	9	1	7	2	0	1	0	host	gene-PA0190
gene-PA2155	4	7	0	1	0	0	0	1	host	gene-PA2155
gene-PA2667	566	466	436	518	97	68	25	21	host	gene-PA2667
gene-PA3454	38	22	37	37	2	3	1	2	host	gene-PA3454
gene-PA1203	21	28	13	12	1	5	1	1	host	gene-PA1203
gene-PA4792	118	81	27	54	5	13	8	4	host	gene-PA4792
gene-PA0237	4	1	1	2	1	1	0	0	host	gene-PA0237
gene-PA5147	126	98	53	81	17	29	11	5	host	mutY
gene-PA2479	13	15	13	27	5	6	1	1	host	gene-PA2479
gene-PA1929	8	2	3	5	1	2	1	1	host	gene-PA1929
gene-PA4368	225	179	49	93	8	18	8	4	host	gene-PA4368
gene-PA2694	15	22	11	9	7	2	1	1	host	gene-PA2694
gene-PA4152	13	11	2	6	0	2	2	3	host	gene-PA4152
gene-PA0953	325	279	133	253	22	31	14	9	host	gene-PA0953
gene-PA2098	5	3	3	2	2	1	0	1	host	gene-PA2098
gene-PA2704	25	25	15	17	4	2	2	2	host	gene-PA2704
gene-PA3179	97	92	99	138	56	89	63	38	host	gene-PA3179
gene-PA0253	41	33	16	32	8	9	3	5	host	gene-PA0253
gene-PA2839	11	8	6	7	0	2	0	2	host	gene-PA2839
gene-PA4235	64	69	40	33	14	18	6	10	host	bfrA
gene-PA4830	8	2	2	1	2	2	1	1	host	gene-PA4830
gene-PA0384	12	28	12	20	0	4	4	0	host	gene-PA0384
gene-PA4285	353	281	191	223	45	49	36	34	host	recC
gene-PA4520	775	671	203	403	27	42	32	32	host	gene-PA4520
gene-PA0772	26	36	24	52	14	7	3	4	host	recO
gene-PA2954	53	42	28	18	5	11	7	6	host	gene-PA2954
gene-PA4051	61	78	84	159	17	30	23	18	host	thiL
gene-PA4735	400	334	344	457	79	74	31	25	host	gene-PA4735
gene-PA4069	113	87	73	78	6	10	3	4	host	gene-PA4069
gene-PA1393	14	24	7	24	0	2	5	0	host	cysC
gene-PA2292	12	15	1	3	1	3	1	0	host	gene-PA2292
gene-PA4776	14	14	9	13	2	2	0	1	host	pmrA
gene-PA0465	27	33	17	22	3	3	5	1	host	creD
gene-PA1307	384	356	178	246	39	47	15	12	host	gene-PA1307
gene-PA5544	182	158	132	163	22	16	7	9	host	gene-PA5544
gene-PA1099	156	94	98	114	15	10	9	4	host	fleR
gene-PA3742	459	1005	718	1390	331	524	396	212	host	rplS
gene-PA5460	3	6	7	4	1	0	2	1	host	gene-PA5460
gene-PA3768	522	631	92	109	13	21	9	8	host	gene-PA3768
gene-PA4099	6	6	3	7	0	1	0	0	host	gene-PA4099
gene-PA0963	1059	1465	1553	2262	386	413	231	157	host	aspS
gene-PA1879	27	9	10	15	6	8	2	3	host	gene-PA1879
gene-PA4898	8	12	14	17	1	1	1	0	host	opdK
gene-PA1046	78	69	70	97	20	17	13	3	host	gene-PA1046
gene-PA1340	190	34	339	88	34	20	10	11	host	gene-PA1340
gene-PA4834	25	28	11	27	5	2	3	2	host	gene-PA4834
gene-PPLUZ19_gp3	2	1	85868	78446	48884	40214	11560	12756	phage	gp3
gene-PA4310	199	168	177	188	40	44	29	23	host	pctB
gene-PA2120	12	10	3	6	5	0	0	0	host	gene-PA2120
gene-PA3836	755	592	358	420	39	18	12	13	host	gene-PA3836
gene-PA4753	154	132	192	265	65	61	17	21	host	gene-PA4753
gene-PA1570	74	36	23	30	4	3	2	2	host	gene-PA1570
gene-PA1215	6	1	3	2	1	1	1	0	host	gene-PA1215
gene-PA3120	25	19	10	27	7	4	2	1	host	leuD
gene-PA1261	7	7	6	3	1	0	0	1	host	gene-PA1261
gene-PA4525	13612	14263	10278	13980	1565	2286	632	338	host	pilA
gene-PA0295	40	36	27	29	5	4	2	0	host	gene-PA0295
gene-PA2651	91	95	57	67	17	12	12	7	host	gene-PA2651
gene-PA3125	22	19	4	12	1	1	3	1	host	gene-PA3125
gene-PA2859	119	89	50	84	17	17	20	6	host	greB
gene-PA3263	75	74	65	58	8	9	5	15	host	gene-PA3263
gene-PA5488	385	330	228	290	46	51	29	25	host	gene-PA5488
gene-PA0251	13	6	5	21	1	2	0	2	host	gene-PA0251
gene-PA2446	165	152	48	61	11	8	5	2	host	gcvH2
gene-PA1797a	16	17	26	30	12	15	3	4	host	gene-PA1797a
gene-PA3065	9	12	4	9	0	3	1	0	host	gene-PA3065
gene-PA4087	2	1	0	4	2	0	1	1	host	gene-PA4087
gene-PA2218	16	10	10	17	2	2	0	0	host	gene-PA2218
gene-PA1822	616	537	250	415	58	49	34	22	host	fimL
gene-PA1768	46	69	72	93	18	22	9	9	host	gene-PA1768
gene-PA3475	29	52	17	32	4	5	6	2	host	pheC
gene-PA2202	17	26	34	53	5	5	2	1	host	gene-PA2202
gene-PA4984	74	38	20	25	5	6	2	3	host	gene-PA4984
gene-PA1040	18	16	6	25	4	2	2	1	host	gene-PA1040
gene-PA0159	31	36	32	30	7	7	2	4	host	gene-PA0159
gene-PA0746	221	202	226	206	15	12	6	4	host	gene-PA0746
gene-PA4201	313	195	100	105	23	25	10	4	host	ddlA
gene-PA4335	60	33	18	25	5	4	4	5	host	gene-PA4335
gene-PA0926	23	28	28	34	5	7	5	2	host	gene-PA0926
gene-PA2850	16	14	15	13	4	6	3	0	host	ohr
gene-PA0579	147	269	360	573	154	212	133	75	host	rpsU
gene-PA3697	160	152	77	96	14	20	5	11	host	gene-PA3697
gene-PA1603	17	9	3	7	3	4	2	1	host	gene-PA1603
gene-PA4541.1	15	76	39	102	81	122	23	21	host	gene-PA4541.1
gene-PA2291	931	2170	1029	3292	129	230	108	40	host	gene-PA2291
gene-PA0343	70	74	48	105	14	15	8	8	host	gene-PA0343
gene-PA0032	37	38	13	11	6	5	3	1	host	gene-PA0032
gene-PA3703	267	266	162	250	28	32	14	13	host	wspF
gene-PA0365	9	7	8	6	0	0	1	0	host	gene-PA0365
gene-PA4453	439	692	308	500	106	166	98	53	host	gene-PA4453
gene-PA3641	188	279	235	382	77	81	35	35	host	gene-PA3641
gene-PA3627	174	168	94	151	29	35	25	12	host	ygbB
gene-PA4981	24	28	10	35	2	4	1	0	host	gene-PA4981
gene-PA4185	11	17	14	25	8	6	2	1	host	gene-PA4185
gene-PA0246	32	27	13	23	7	7	0	3	host	gene-PA0246
gene-PA0143	24	41	20	36	4	5	5	3	host	nuh
gene-PA0905.2	164	293	177	292	88	143	59	32	host	gene-PA0905.2
gene-PA1457	1066	861	624	834	73	67	26	34	host	cheZ
gene-PA4225	908	688	1130	1376	490	359	51	56	host	pchF
gene-PA3117	384	367	320	412	91	85	57	41	host	asd
gene-PA4154	12	11	11	12	6	1	2	0	host	gene-PA4154
gene-PA3722	62	99	74	117	50	54	29	13	host	gene-PA3722
gene-PA2834	31	22	12	16	5	3	1	0	host	gene-PA2834
gene-PA2463	36	41	37	40	15	18	9	5	host	gene-PA2463
gene-PA1006	20	28	16	31	3	4	5	0	host	gene-PA1006
gene-PA2809	31	50	9	23	5	4	2	2	host	copR
gene-PA1590	197	276	306	532	74	65	46	25	host	braB
gene-PA0301	221	363	420	497	58	57	17	17	host	spuE
gene-PA0539	4	3	7	6	0	3	1	0	host	gene-PA0539
gene-PA5307	212	181	109	153	24	24	13	19	host	gene-PA5307
gene-PA0179	49	42	25	55	8	16	2	1	host	gene-PA0179
gene-PA2763a	17	16	13	51	3	4	3	0	host	gene-PA2763a
gene-PA0582	50	80	30	94	21	25	11	5	host	folB
gene-PA0734	12	15	6	5	3	2	0	0	host	gene-PA0734
gene-PA4838	13	14	9	18	2	3	2	1	host	gene-PA4838
gene-PA1600	13	5	16	5	2	1	0	1	host	gene-PA1600
gene-PA2249	1422	1160	1447	2146	229	205	35	45	host	bkdB
gene-PA1412	4	2	3	2	2	0	1	1	host	gene-PA1412
gene-PA2772	25	37	29	36	7	13	9	2	host	gene-PA2772
gene-PA4092	32	8	10	10	1	3	0	0	host	hpaC
gene-PA0508	333	195	88	88	28	18	23	29	host	gene-PA0508
gene-PA4349	41	35	10	11	3	5	3	1	host	gene-PA4349
gene-PA4034	11	10	21	9	2	1	1	2	host	aqpZ
gene-PA3311	68	48	42	45	7	11	2	2	host	gene-PA3311
gene-PA4301	15	21	10	20	6	3	9	8	host	tadB
gene-PA2662	14	19	10	9	4	3	1	2	host	gene-PA2662
gene-PA1723	844	345	636	432	160	88	20	51	host	pscJ
gene-PA5014	677	710	397	562	113	130	80	39	host	glnE
gene-PA0659	265	255	135	240	44	81	45	30	host	gene-PA0659
gene-PA1554	140	348	240	461	133	183	144	78	host	ccoN1
gene-PA1985	10	13	11	11	6	8	3	6	host	pqqA
gene-PA1759	527	361	272	348	37	17	13	11	host	gene-PA1759
gene-PA1136	22	29	4	8	1	0	1	1	host	gene-PA1136
gene-PA1434	38	30	12	22	1	6	2	0	host	gene-PA1434
gene-PA4585	120	69	54	83	21	34	14	13	host	rtcA
gene-PA3969	65	60	30	35	8	7	4	4	host	gene-PA3969
gene-PA3962	8	11	7	2	5	1	3	3	host	gene-PA3962
gene-PA3712	493	267	44	48	8	13	4	3	host	gene-PA3712
gene-PA0603	265	226	166	300	31	40	8	7	host	gene-PA0603
gene-PA1369	64	144	36	80	9	13	6	5	host	gene-PA1369
gene-PA4462	765	1518	199	332	57	85	33	27	host	rpoN
gene-PA2616	153	153	151	199	37	40	15	29	host	trxB1
gene-PA1621	30	34	27	37	5	8	6	2	host	gene-PA1621
gene-PA3725	118	124	97	149	27	38	16	13	host	recJ
gene-PA0296	319	324	524	625	73	79	17	15	host	spuI
gene-PA4668	82	74	52	83	11	14	5	4	host	gene-PA4668
gene-PA4101	28	25	13	12	3	3	3	0	host	bfmR
gene-PA0687	4	8	5	10	3	2	4	3	host	gene-PA0687
gene-PA3300	281	235	128	144	14	15	10	9	host	fadD2
gene-PA2637	64	181	328	588	96	126	77	37	host	nuoA
gene-PA3483	80	124	86	118	9	28	13	3	host	gene-PA3483
gene-PA1462	200	232	129	202	31	35	20	10	host	gene-PA1462
gene-PA1495	9	14	3	9	2	0	3	0	host	gene-PA1495
gene-PA2645	21	20	29	33	18	21	11	12	host	nuoJ
gene-PA2403	507	408	354	549	83	123	33	24	host	gene-PA2403
gene-PA2979	104	100	137	150	28	27	14	10	host	kdsB
gene-PA1670	25	14	10	15	3	3	3	1	host	stp1
