Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1797a	16	17	10	26	30	145	12	15	8	3	4	45	host	gene-PA1797a
gene-PA3065	9	12	7	4	9	53	0	3	3	1	0	266	host	gene-PA3065
gene-PA4087	2	1	53	0	4	142	2	0	8520	1	1	209	host	gene-PA4087
gene-PA2218	16	10	31	10	17	174	2	2	11	0	0	113	host	gene-PA2218
gene-PA1822	616	537	112	250	415	192	58	49	25	34	22	374	host	fimL
gene-PA1768	46	69	43	72	93	117	18	22	11	9	9	32	host	gene-PA1768
gene-PA3475	29	52	27	17	32	153	4	5	9	6	2	237	host	pheC
gene-PA2202	17	26	14	34	53	56	5	5	6	2	1	37	host	gene-PA2202
gene-PA4984	74	38	16	20	25	151	5	6	11	2	3	243	host	gene-PA4984
gene-PA1040	18	16	17	6	25	152	4	2	14	2	1	157	host	gene-PA1040
gene-PA0159	31	36	22	32	30	211	7	7	15	2	4	313	host	gene-PA0159
gene-PA0746	221	202	75	226	206	189	15	12	49	6	4	257	host	gene-PA0746
gene-PA4201	313	195	1488	100	105	1875	23	25	303	10	4	511	host	ddlA
gene-PA4335	60	33	16	18	25	56	5	4	13	4	5	58	host	gene-PA4335
gene-PA0926	23	28	24	28	34	96	5	7	95	5	2	793	host	gene-PA0926
gene-PA2850	16	14	13	15	13	108	4	6	9	3	0	99	host	ohr
gene-PA0579	147	269	59	360	573	353	154	212	46	133	75	92	host	rpsU
gene-PA3697	160	152	80	77	96	299	14	20	34	5	11	269	host	gene-PA3697
gene-PA1603	17	9	15	3	7	72	3	4	4	2	1	89	host	gene-PA1603
gene-PA4541.1	15	76	40	39	102	545	81	122	66	23	21	144	host	gene-PA4541.1
gene-PA2291	931	2170	656	1029	3292	352	129	230	45	108	40	173	host	gene-PA2291
gene-PA0343	70	74	31	48	105	241	14	15	20	8	8	388	host	gene-PA0343
gene-PA0032	37	38	32	13	11	157	6	5	20	3	1	336	host	gene-PA0032
gene-PA3703	267	266	71	162	250	199	28	32	21	14	13	190	host	wspF
gene-PA0365	9	7	24	8	6	130	0	0	17	1	0	211	host	gene-PA0365
gene-PA4453	439	692	11026	308	500	313	106	166	33	98	53	54	host	gene-PA4453
gene-PA3641	188	279	116	235	382	365	77	81	30	35	35	325	host	gene-PA3641
gene-PA3627	174	168	49	94	151	118	29	35	7	25	12	130	host	ygbB
gene-PA4981	24	28	49	10	35	349	2	4	47	1	0	519	host	gene-PA4981
gene-PA4185	11	17	41	14	25	192	8	6	524	2	1	174	host	gene-PA4185
gene-PA0246	32	27	30	13	23	251	7	7	25	0	3	350	host	gene-PA0246
gene-PA0143	24	41	45	20	36	223	4	5	24	5	3	243	host	nuh
gene-PA0905.2	164	293	49	177	292	288	88	143	59	59	32	40	host	gene-PA0905.2
gene-PA1457	1066	861	470	624	834	293	73	67	35	26	34	53	host	cheZ
gene-PA4225	908	688	2360	1130	1376	765	490	359	853	51	56	728	host	pchF
gene-PA3117	384	367	104	320	412	262	91	85	22	57	41	283	host	asd
gene-PA4154	12	11	429	11	12	221	6	1	29	2	0	273	host	gene-PA4154
gene-PA3722	62	99	51	74	117	163	50	54	28	29	13	219	host	gene-PA3722
gene-PA2834	31	22	19	12	16	136	5	3	24	1	0	127	host	gene-PA2834
gene-PA2463	36	41	43	37	40	221	15	18	30	9	5	325	host	gene-PA2463
gene-PA1006	20	28	11	16	31	51	3	4	9	5	0	29	host	gene-PA1006
gene-PA2809	31	50	20	9	23	96	5	4	12	2	2	183	host	copR
gene-PA1590	197	276	40	306	532	190	74	65	28	46	25	269	host	braB
gene-PA0301	221	363	249	420	497	496	58	57	52	17	17	221	host	spuE
gene-PA0539	4	3	20	7	6	186	0	3	17	1	0	348	host	gene-PA0539
gene-PA5307	212	181	94	109	153	352	24	24	159	13	19	299	host	gene-PA5307
gene-PA0179	49	42	60	25	55	141	8	16	9	2	1	65	host	gene-PA0179
gene-PA2763a	17	16	31	13	51	44	3	4	8	3	0	20	host	gene-PA2763a
gene-PA0582	50	80	17	30	94	112	21	25	11	11	5	192	host	folB
gene-PA0734	12	15	180	6	5	33	3	2	114	0	0	400	host	gene-PA0734
gene-PA4838	13	14	59	9	18	333	2	3	58	2	1	268	host	gene-PA4838
gene-PA1600	13	5	19	16	5	84	2	1	15	0	1	133	host	gene-PA1600
gene-PA2249	1422	1160	438	1447	2146	161	229	205	9	35	45	162	host	bkdB
gene-PA1412	4	2	10	3	2	72	2	0	7	1	1	64	host	gene-PA1412
gene-PA2772	25	37	24	29	36	150	7	13	14	9	2	88	host	gene-PA2772
gene-PA4092	32	8	465	10	10	152	1	3	20	0	0	246	host	hpaC
gene-PA0508	333	195	50	88	88	382	28	18	38	23	29	598	host	gene-PA0508
gene-PA4349	41	35	304	10	11	93	3	5	10	3	1	746	host	gene-PA4349
gene-PA4034	11	10	12	21	9	131	2	1	14	1	2	216	host	aqpZ
gene-PA3311	68	48	32	42	45	332	7	11	39	2	2	368	host	gene-PA3311
gene-PA4301	15	21	19	10	20	146	6	3	16	9	8	254	host	tadB
gene-PA2662	14	19	11	10	9	116	4	3	8	1	2	295	host	gene-PA2662
gene-PA1723	844	345	43	636	432	153	160	88	23	20	51	89	host	pscJ
gene-PA5014	677	710	1037	397	562	504	113	130	788	80	39	607	host	glnE
gene-PA0659	265	255	110	135	240	292	44	81	38	45	30	514	host	gene-PA0659
gene-PA1554	140	348	194	240	461	506	133	183	56	144	78	183	host	ccoN1
gene-PA1985	10	13	9	11	11	36	6	8	2	3	6	40	host	pqqA
gene-PA1759	527	361	123	272	348	354	37	17	43	13	11	330	host	gene-PA1759
gene-PA1136	22	29	13	4	8	95	1	0	10	1	1	95	host	gene-PA1136
gene-PA1434	38	30	6	12	22	95	1	6	11	2	0	160	host	gene-PA1434
gene-PA4585	120	69	21	54	83	97	21	34	15	14	13	162	host	rtcA
gene-PA3969	65	60	37	30	35	204	8	7	255	4	4	302	host	gene-PA3969
gene-PA3962	8	11	28	7	2	189	5	1	18	3	3	188	host	gene-PA3962
gene-PA3712	493	267	65	44	48	106	8	13	8	4	3	205	host	gene-PA3712
gene-PA0603	265	226	84	166	300	239	31	40	53	8	7	222	host	gene-PA0603
gene-PA1369	64	144	139	36	80	299	9	13	39	6	5	169	host	gene-PA1369
gene-PA4462	765	1518	3976	199	332	322	57	85	47	33	27	137	host	rpoN
gene-PA2616	153	153	103	151	199	222	37	40	26	15	29	142	host	trxB1
gene-PA1621	30	34	13	27	37	92	5	8	3	6	2	181	host	gene-PA1621
gene-PA3725	118	124	55	97	149	197	27	38	22	16	13	272	host	recJ
gene-PA0296	319	324	251	524	625	437	73	79	48	17	15	244	host	spuI
gene-PA4668	82	74	138	52	83	251	11	14	127	5	4	106	host	gene-PA4668
gene-PA4101	28	25	18	13	12	139	3	3	21	3	0	317	host	bfmR
gene-PA0687	4	8	21	5	10	73	3	2	19	4	3	173	host	gene-PA0687
gene-PA3300	281	235	92	128	144	374	14	15	44	10	9	227	host	fadD2
gene-PA2637	64	181	169	328	588	233	96	126	24	77	37	84	host	nuoA
gene-PA3483	80	124	52	86	118	162	9	28	8	13	3	225	host	gene-PA3483
gene-PA1462	200	232	70	129	202	127	31	35	22	20	10	124	host	gene-PA1462
gene-PA1495	9	14	7	3	9	55	2	0	7	3	0	98	host	gene-PA1495
gene-PA2645	21	20	44	29	33	96	18	21	10	11	12	99	host	nuoJ
gene-PA2403	507	408	115	354	549	261	83	123	32	33	24	150	host	gene-PA2403
gene-PA2979	104	100	26	137	150	85	28	27	10	14	10	166	host	kdsB
gene-PA1670	25	14	15	10	15	85	3	3	5	3	1	145	host	stp1
gene-PA4067	33	120	8630	53	130	746	16	22	1728	14	14	103	host	oprG
gene-PA1478	21	25	11	16	28	54	5	8	10	5	1	39	host	gene-PA1478
gene-PA5520	145	175	54	65	89	152	19	20	32	13	4	153	host	gene-PA5520
gene-PA0609	479	457	104	263	359	304	71	87	58	45	33	117	host	trpE
gene-PA0790	15	10	454	22	28	3278	3	5	37216	0	1	232	host	gene-PA0790
gene-PA2910	12	8	12	11	11	85	3	2	20	2	1	158	host	gene-PA2910
gene-PPLUZ19_gp30	0	1	36	650	1103	86720	1337	3159	90293	157223	115266	330271	phage	gp30
gene-PA1011	1411	1324	277	841	1277	409	209	255	42	170	102	251	host	gene-PA1011
gene-PA0226	15	8	25	11	10	224	1	3	15	0	1	327	host	gene-PA0226
gene-PA5335	73	37	9929	50	68	318	22	15	13	6	7	386	host	gene-PA5335
gene-PA2158	10	8	22	6	7	127	1	4	4	1	0	292	host	gene-PA2158
gene-PA1163	46	55	53	24	47	345	12	14	30	14	6	635	host	ndvB
gene-PA0665	362	405	72	259	370	163	78	105	17	39	40	85	host	gene-PA0665
gene-PA5265	98	73	1801	31	53	681	15	12	264	7	4	2762	host	gene-PA5265
gene-PA3941	31	30	23	29	28	90	7	6	5	5	2	109	host	gene-PA3941
gene-PA2944	45	29	37	26	38	344	11	8	32	5	4	759	host	cobN
gene-PA4864	10	4	16	0	2	78	1	3	13	1	0	71	host	ureD
gene-PA1871	45	110	50	8	31	115	2	9	13	6	3	85	host	lasA
gene-PA2907	28	19	15	16	23	71	9	5	12	0	1	76	host	cobL
gene-PA0451	54	38	29	18	22	114	4	4	28	1	4	146	host	gene-PA0451
gene-PA2304	33	37	10	15	27	56	3	3	12	0	1	144	host	ambC
gene-PA0529	30	20	39	12	36	166	0	2	17	1	0	221	host	gene-PA0529
gene-PA3747	40	42	45	16	29	190	3	7	22	2	1	103	host	gene-PA3747
gene-PA4417	475	388	193	251	480	248	39	47	24	28	12	323	host	murE
gene-PA2775.1	20	25	11	4	7	156	3	10	22	3	3	34	host	gene-PA2775.1
gene-PA4581	72	88	1571	17	23	299	3	8	33	5	1	613	host	rtcR
gene-PA4486	64	55	27	62	78	94	7	13	5	6	4	202	host	gene-PA4486
gene-PA0380	10	15	15	9	19	97	8	8	13	6	0	127	host	gene-PA0380
gene-PA2000	325	121	173	342	329	94	67	44	13	14	11	58	host	dhcB
gene-PA3442	11	14	13	25	31	96	2	1	15	4	2	93	host	gene-PA3442
gene-PA1998	20	19	25	15	19	109	2	2	11	1	0	170	host	dhcR
gene-PA0309	50	36	23	19	28	131	11	8	18	4	4	164	host	gene-PA0309
gene-PPLUZ19_gp33	0	0	3	34	80	17910	40	101	13116	19914	14042	57000	phage	gp33
gene-PA5297	28	17	820	20	28	394	5	2	70	3	0	507	host	poxB
gene-PA1510	108	107	110	78	128	334	12	14	44	13	3	207	host	gene-PA1510
gene-PA2895	41	32	23	23	42	47	3	4	4	3	1	49	host	gene-PA2895
gene-PA1668	12	17	50	12	27	179	4	5	26	9	2	94	host	gene-PA1668
gene-PA0345	17	22	13	5	7	94	1	5	13	1	2	171	host	gene-PA0345
gene-PA1829	78	54	44	35	48	207	5	5	28	4	5	249	host	gene-PA1829
gene-PA2949	53	50	12	38	67	170	8	21	18	6	4	152	host	gene-PA2949
gene-PA1144	5	4	29	4	2	210	2	0	19	5	1	245	host	gene-PA1144
gene-PA4831	13	14	9216	2	11	126	1	1	7	1	1	229	host	gene-PA4831
gene-PA4412	391	345	94	234	364	153	37	26	14	13	11	320	host	murG
gene-PA1729	128	84	32	47	66	73	8	7	8	5	5	131	host	gene-PA1729
gene-PA5223	393	277	83	217	358	192	38	46	23	25	17	337	host	ubiH
gene-PA4857	12	10	23	4	9	120	4	1	9	0	0	256	host	gene-PA4857
gene-PA3867	13	22	29	6	11	135	2	4	13	2	1	48	host	gene-PA3867
gene-PA1624	183	108	35	94	97	110	13	8	6	6	8	210	host	gene-PA1624
gene-PA5370	86	123	52	66	83	270	26	21	39	16	14	247	host	gene-PA5370
gene-PA5523	43	33	36	32	61	209	10	15	30	12	6	379	host	gene-PA5523
gene-PA5526	16	36	35	18	29	64	6	6	5	4	3	38	host	gene-PA5526
gene-PA2280	19	15	27	13	27	127	8	6	11	3	5	192	host	gene-PA2280
gene-PA4542	188	166	1413	141	204	441	33	40	83	24	22	820	host	clpB
gene-PA4339	95	63	24	25	25	152	5	3	19	4	2	258	host	gene-PA4339
gene-PA0560	27	38	36	26	30	170	10	4	19	0	2	80	host	gene-PA0560
gene-PA3017	124	78	35	25	62	72	3	6	7	7	7	132	host	gene-PA3017
gene-PA2909	19	8	3	8	7	24	3	3	6	1	0	51	host	gene-PA2909
gene-PA1384	8	8	42	1	7	254	2	1	29	0	0	106	host	galE
gene-PA0222	5	5	48	8	3	278	1	1	45	0	2	639	host	gene-PA0222
gene-PA0842	25	12	23	24	18	258	2	0	44	0	1	297	host	gene-PA0842
gene-PA4120	8	7	26	5	4	145	2	5	19	1	0	149	host	gene-PA4120
gene-PA3599	47	40	34	27	42	200	3	3	18	4	3	227	host	gene-PA3599
gene-PA2093	10	7	10	7	3	54	0	1	7	0	0	103	host	gene-PA2093
gene-PA3463	9	7	11	1	8	90	0	0	10	0	0	165	host	gene-PA3463
gene-PA1796.2	109	241	59	111	222	376	74	100	80	51	26	110	host	gene-PA1796.2
gene-PA3481	154	151	68	116	128	201	24	26	24	10	11	336	host	gene-PA3481
gene-PA5478	123	92	66	29	68	281	18	16	40	13	12	596	host	gene-PA5478
gene-PA0923	44	40	25	22	32	178	12	14	23	9	6	251	host	dinB
gene-PA1430	494	582	214	411	780	164	106	124	17	48	29	63	host	lasR
gene-PA2076	15	20	13	14	23	74	4	9	10	4	2	129	host	gene-PA2076
gene-PA2427	455	438	55	276	470	108	49	87	9	22	23	103	host	gene-PA2427
gene-PA1067	6	10	23	4	8	119	0	3	13	1	1	247	host	gene-PA1067
gene-PA0457.1	25	37	25	27	41	139	5	5	10	1	2	242	host	gene-PA0457.1
gene-PA1796.3	36	48	24	48	95	285	25	29	65	13	8	84	host	gene-PA1796.3
gene-PA0110	17	18	35	6	10	120	3	1	14	1	1	199	host	gene-PA0110
gene-PA5492	86	67	87	83	132	194	18	23	27	10	3	102	host	gene-PA5492
gene-PA4718	59	63	28	47	66	112	6	10	8	3	4	126	host	gene-PA4718
gene-PA1502	24	16	20	12	6	264	2	4	23	2	4	407	host	gcl
gene-PA0938	805	1151	450	445	923	428	102	172	62	88	47	126	host	gene-PA0938
gene-PA0202	6	5	48	9	10	284	4	3	25	0	0	471	host	gene-PA0202
gene-PA2252	23	18	21	9	9	151	4	0	9	1	2	118	host	gene-PA2252
gene-PA3716	249	312	272	229	353	608	97	129	82	72	49	477	host	gene-PA3716
gene-PPLUZ19_gp13.1	0	0	17	70	43	13746	38326	31338	7512	15598	13656	14342	phage	gp13.1
gene-PA2165	20	16	21	7	14	144	3	3	25	0	2	259	host	gene-PA2165
gene-PA3236	43	26	33	22	21	174	7	6	21	3	1	176	host	gene-PA3236
gene-PA1763	35	48	32	36	49	167	5	4	26	0	3	139	host	gene-PA1763
gene-PA3072	3	1	1	1	3	18	0	0	4	1	0	43	host	gene-PA3072
gene-PA5380	58	76	87	25	38	237	19	12	54	16	17	191	host	gbdR
gene-PA1674	241	316	138	139	214	166	56	63	17	32	30	72	host	folE2
gene-PA2957	100	136	38	70	112	137	30	44	19	46	25	52	host	gene-PA2957
gene-PA3386	6	12	5	6	15	59	1	3	9	3	1	43	host	gene-PA3386
gene-PA4113	14	17	2361	10	21	232	7	8	29	4	2	316	host	gene-PA4113
gene-PA5092	44	25	28	23	44	168	9	4	15	4	1	450	host	hutI
gene-PA3488	26	39	147	19	31	395	5	6	54	10	2	308	host	gene-PA3488
gene-PA5546	240	158	103	58	72	251	21	25	33	19	13	235	host	gene-PA5546
gene-PA3413	174	125	55	33	57	111	11	7	12	9	8	73	host	gene-PA3413
gene-PA1989	49	38	17	30	41	153	5	4	10	4	1	237	host	pqqE
gene-PA0177	61	70	62	38	71	158	9	15	13	6	6	163	host	gene-PA0177
gene-PA3026	76	51	39	29	56	225	8	9	33	5	5	442	host	gene-PA3026
gene-PA3685	48	68	18	52	100	65	21	21	12	14	8	47	host	gene-PA3685
gene-PA2360	66	55	12	45	40	99	8	7	8	4	2	113	host	gene-PA2360
gene-PA1518	6	9	13	6	3	64	1	1	12	0	2	40	host	gene-PA1518
gene-PA3856	48	31	19	37	47	91	4	5	12	2	1	117	host	gene-PA3856
gene-PA3152	187	306	203	176	343	453	31	47	42	15	7	250	host	hisH2
gene-PA1073	97	122	132	157	213	306	9	10	263	8	8	178	host	braD
gene-PA3204	47	49	20	21	37	93	7	3	8	3	5	132	host	gene-PA3204
gene-PA4027	17	16	1054	13	13	139	3	3	154	1	3	192	host	gene-PA4027
gene-PA2267	69	42	18	21	18	78	6	1	12	3	3	123	host	gene-PA2267
gene-PA1758	158	151	53	100	111	202	22	21	34	9	4	131	host	pabB
gene-PA0272	55	50	42	29	29	192	3	11	24	4	7	348	host	gene-PA0272
gene-PA5093	26	28	28	24	26	157	6	6	12	1	0	372	host	gene-PA5093
gene-PA5021	63	53	57	15	18	330	6	5	35	2	2	615	host	gene-PA5021
gene-PA3337	18	25	393	7	29	133	1	8	15	2	0	227	host	rfaD
gene-PA3996	626	566	212	499	779	277	107	128	25	61	40	162	host	lis
gene-PA4559	191	359	120	298	422	208	67	72	21	48	26	92	host	lspA
gene-PA4521	111	76	25	44	70	128	9	9	15	7	2	295	host	gene-PA4521
gene-PA4808	56	49	31	30	35	141	12	6	19	6	2	350	host	selA
gene-PA4191	19	12	715	16	29	163	2	9	13	0	0	224	host	gene-PA4191
gene-PA4150	39	31	105	15	15	137	1	3	15	6	1	169	host	gene-PA4150
gene-PA3129	95	83	34	36	77	164	20	21	18	12	16	269	host	gene-PA3129
gene-PA4722	157	164	37	77	115	198	18	20	24	10	5	176	host	gene-PA4722
gene-PA5306	55	107	30	70	72	93	11	21	13	13	4	50	host	gene-PA5306
gene-PA3309	102	114	1318	34	80	546	6	15	12	11	8	127	host	gene-PA3309
gene-PA2237	41	40	50	63	106	242	13	18	19	3	3	281	host	pslG
gene-PA0811	73	55	33	52	93	129	22	28	24	12	6	281	host	gene-PA0811
gene-PA4095	1	4	300	1	0	104	0	0	10	1	0	63	host	gene-PA4095
gene-PA2105	61	80	42	43	60	177	1	4	10	4	2	59	host	gene-PA2105
gene-PA3578	298	198	47	97	165	208	14	18	25	7	5	245	host	gene-PA3578
gene-PA2380	21	34	11	8	21	78	4	6	6	1	6	48	host	gene-PA2380
gene-PA1595	65	74	21	27	68	91	18	5	11	8	8	116	host	gene-PA1595
gene-PA5379	9	9	32	8	6	267	5	4	24	4	6	368	host	sdaB
gene-PA1817	189	137	47	58	94	56	16	18	10	7	6	60	host	gene-PA1817
gene-PA2684	350	304	192	188	344	356	41	71	50	35	21	436	host	gene-PA2684
gene-PA2162	13	10	27	7	14	96	3	1	17	0	0	316	host	gene-PA2162
gene-PA3470	42	29	19	45	45	114	11	8	8	5	2	160	host	gene-PA3470
gene-PA5352	3	4	286	3	6	71	1	0	2372	1	1	1182	host	gene-PA5352
gene-PA5140	245	265	91	182	259	198	35	40	27	26	10	196	host	hisF1
gene-PA3664	79	101	24	55	89	63	23	20	6	14	6	108	host	gene-PA3664
gene-PA0986	5	8	18	1	4	98	1	0	19	1	0	91	host	gene-PA0986
gene-PA0708	3	10	650	5	10	1451	1	3	46	0	0	899	host	gene-PA0708
gene-PA0890	70	169	37	87	147	144	17	15	20	4	5	162	host	aotM
gene-PA0862	164	150	67	64	75	165	9	13	13	3	5	247	host	gene-PA0862
gene-PA4682	33	34	63	11	20	301	13	10	34	11	5	200	host	gene-PA4682
gene-PA1085	229	144	91	192	201	173	28	17	24	13	11	210	host	flgJ
gene-PA3142	114	118	52	73	158	93	31	35	8	24	10	41	host	gene-PA3142
gene-PA4145	41	24	320	11	25	167	5	4	12	0	2	489	host	gene-PA4145
gene-PA3443	4	6	19	3	7	136	0	3	16	1	0	115	host	gene-PA3443
gene-PA4595	774	619	4492	531	653	469	170	141	177	82	59	449	host	gene-PA4595
gene-PA4969	141	111	26	38	57	194	10	10	15	6	3	435	host	cpdA
gene-PA4277.1	250	577	206	320	699	766	233	412	77	171	97	241	host	gene-PA4277.1
gene-PA3293	14	5	11	5	7	161	2	1	11	4	1	162	host	gene-PA3293
gene-PA1351	8	6	13	2	7	50	1	2	10	1	2	155	host	gene-PA1351
gene-PA5197	67	74	43	37	54	203	8	15	50	10	8	239	host	rimK
gene-PA1519	5	4	34	5	5	216	0	3	26	1	0	300	host	gene-PA1519
gene-PA0870	727	808	346	1026	1695	222	136	137	230	47	32	193	host	phhC
gene-PA2483	100	98	30	86	134	100	21	15	14	10	8	103	host	gene-PA2483
gene-PA5211	11	7	13	7	5	63	3	4	6	1	3	110	host	gene-PA5211
gene-PA5539	9	13	19	6	8	157	1	1	15	0	1	219	host	gene-PA5539
gene-PA1858	15	10	26	10	12	137	2	8	8	1	0	311	host	str
gene-PA0886	16	13	17	7	13	182	2	2	20	0	2	242	host	gene-PA0886
gene-PA4564	336	309	9796	182	236	240	52	65	44	47	34	133	host	gene-PA4564
gene-PA2352	23	21	27	22	25	106	8	8	14	4	1	180	host	gene-PA2352
gene-PA0919	104	77	37	75	70	196	21	25	32	11	10	153	host	gene-PA0919
gene-PA5454	523	493	107	96	163	283	15	10	39	5	7	162	host	rmd
gene-PA3033	26	12	11	9	11	65	3	4	8	3	2	55	host	gene-PA3033
gene-PA0570	17	12	6	3	16	112	2	3	8	1	2	216	host	gene-PA0570
gene-PA1055	8	11	15	10	23	89	2	7	7	4	3	131	host	gene-PA1055
gene-PA3119	56	80	45	26	52	118	3	2	16	2	0	186	host	gene-PA3119
gene-PA0895	1119	1118	1430	205	522	276	45	55	41	36	21	253	host	aruC
gene-PA1328	14	16	22	8	14	118	0	1	15	0	2	255	host	gene-PA1328
gene-PA0099	50	111	152	56	121	414	17	22	38	15	7	202	host	gene-PA0099
gene-PA3459	41	39	180	21	27	280	6	5	32	1	1	300	host	gene-PA3459
gene-PA3473	36	33	20	13	37	166	10	8	16	4	3	431	host	gene-PA3473
gene-PA5318	29	23	41	10	28	81	8	8	143	5	3	125	host	gene-PA5318
gene-PA3963	17	17	1966	4	12	172	1	2	28	1	3	296	host	gene-PA3963
gene-PA4828	18	19	14	5	9	65	2	1	14	0	1	106	host	gene-PA4828
gene-PA4982	40	26	298	15	22	213	2	1	2377	0	1	2227	host	gene-PA4982
gene-PA5224	863	771	1106	489	715	339	75	109	152	52	47	262	host	pepP
gene-PA0861	302	364	226	122	236	3061	19	26	794	17	8	513	host	gene-PA0861
gene-PA4627	36	20	6098	29	34	191	8	4	323	7	3	205	host	gene-PA4627
gene-PA2755a	50	20	21	14	18	79	9	1	1	3	3	38	host	gene-PA2755a
gene-PA2501	8	30	112	4	4	34	3	5	5	3	0	29	host	gene-PA2501
gene-PA4813	6	7	21	3	6	253	1	1	14	0	0	501	host	lipC
gene-PA0725	9	15	22	2	8	174	0	0	20	1	1	117	host	gene-PA0725
gene-PA1516	10	21	10	7	8	106	1	0	17	0	1	145	host	gene-PA1516
gene-PA0181	42	24	33	8	7	209	4	2	22	2	1	131	host	gene-PA0181
gene-PA0445	38	46	30	25	50	254	6	9	18	5	5	157	host	gene-PA0445
gene-PA0371	47	61	67	86	77	353	14	13	37	6	8	540	host	gene-PA0371
gene-PA1709	5732	1075	79	3064	952	111	962	215	13	52	205	65	host	popD
gene-PA2750a	40	45	25	22	30	47	6	15	12	2	2	54	host	gene-PA2750a
gene-PA2772a	13	8	13	7	14	87	0	5	6	2	0	128	host	gene-PA2772a
gene-PA0885	11	7	10	1	7	117	1	1	10	1	2	167	host	gene-PA0885
gene-PA4277	5356	8329	133080	5083	9113	6106	2311	3125	582	2068	1257	1475	host	tufB
gene-PA3114	88	85	33	101	151	125	18	12	19	10	5	169	host	truA
gene-PA3938	9	10	30	4	10	221	0	4	31	0	1	367	host	gene-PA3938
gene-PA5270	43	29	691	14	25	266	4	4	931	2	3	335	host	gene-PA5270
gene-PA1128	25	25	57	12	15	148	5	4	17	1	1	125	host	gene-PA1128
gene-PA4806	17	20	24	15	19	188	4	0	22	0	2	255	host	gene-PA4806
gene-PA2785	2	1	9	1	1	42	1	0	10	1	0	43	host	gene-PA2785
gene-PA3432	2	0	13	2	1	63	1	2	14	0	1	57	host	gene-PA3432
gene-PA2697	8	1	4	2	7	77	0	2	5	0	0	113	host	gene-PA2697
gene-PA0631	18	24	7	19	34	69	13	27	8	10	9	98	host	gene-PA0631
gene-PA3301	75	82	53	65	82	234	17	16	25	7	10	252	host	gene-PA3301
gene-PA1804	3139	3577	636	1941	2772	431	517	593	42	278	175	78	host	hupB
gene-PA4649	9	5	1405	1	9	182	8	1	75	0	1	480	host	gene-PA4649
gene-PA1038	25	28	12	18	23	76	4	5	5	2	3	57	host	gene-PA1038
gene-PA3365	45	33	20	33	49	191	4	3	12	0	0	247	host	gene-PA3365
gene-PA3375	4	3	9	3	5	98	0	0	11	1	0	181	host	gene-PA3375
gene-PA1114	35	24	10	20	23	36	1	5	1329	1	0	21	host	gene-PA1114
gene-PA2725	59	84	45	40	64	169	16	13	21	9	8	227	host	gene-PA2725
gene-PA0423	6775	8819	1560	5780	7720	1875	1271	1399	99	485	344	163	host	pasP
gene-PA5346	280	331	678	113	195	392	37	40	327	23	24	438	host	gene-PA5346
gene-PA2416	19	11	14	5	14	109	0	3	22	0	0	159	host	treA
gene-PA1003	249	305	111	254	456	206	28	38	89	15	15	82	host	mvfR
gene-PA2998	103	222	115	220	307	244	50	68	18	38	24	209	host	nqrB
gene-PA1049	48	60	74	41	61	116	9	14	26	9	1	190	host	pdxH
gene-PA0814	6	6	5	8	5	20	0	3	3	2	0	26	host	gene-PA0814
gene-PA1994	39	27	20	18	32	100	6	2	14	5	0	162	host	gene-PA1994
gene-PA1061	90	59	40	46	76	212	8	11	22	6	10	301	host	gene-PA1061
gene-PA2886	17	15	26	3	9	174	1	0	18	2	2	419	host	atuA
gene-PA3172	84	113	70	118	156	131	34	31	18	20	15	112	host	gene-PA3172
gene-PA2595	12	17	27	11	15	115	3	4	14	3	0	181	host	gene-PA2595
gene-PA0568	65	61	37	27	35	130	4	4	10	8	5	87	host	gene-PA0568
gene-PA3916	33	26	23	26	27	116	8	10	7	4	2	151	host	moaE
gene-PA5114	144	123	84	64	145	376	36	55	74	34	13	641	host	gene-PA5114
gene-PA0364	23	16	41	18	26	257	7	3	42	4	1	454	host	gene-PA0364
gene-PA5113	133	141	87	94	122	212	25	40	33	30	8	310	host	gene-PA5113
gene-PA4663	114	107	225	72	141	117	14	36	22	17	8	201	host	moeB
gene-PA0340	33	53	26	17	38	189	8	6	27	4	4	358	host	gene-PA0340
gene-PA3195	212	247	136	247	399	210	25	31	27	17	13	198	host	gapA
gene-PA0850	39	15	13	11	13	54	2	3	8	0	3	104	host	gene-PA0850
gene-PA2915	65	27	21	16	16	123	0	6	9	3	2	269	host	gene-PA2915
gene-PA5367	182	101	11763	59	85	301	36	44	72	38	38	364	host	pstA
gene-PA1464	963	799	382	766	967	280	98	96	25	36	38	88	host	gene-PA1464
gene-PA1381	8	11	34	7	7	144	0	4	25	2	1	83	host	gene-PA1381
gene-PA4315	312	308	534	208	273	351	24	40	33	26	14	58	host	mvaT
gene-PA4812	155	173	206	129	223	798	14	22	80	11	5	729	host	fdnG
gene-PA2983	256	292	41	136	272	140	46	43	34	18	17	132	host	gene-PA2983
gene-PA2500	22	35	56	6	5	79	0	3	11	3	0	130	host	gene-PA2500
gene-PA3425	46	28	7	21	12	56	2	2	10	1	1	103	host	gene-PA3425
gene-PA4137	7	6	36650	5	10	375	3	8	320	2	1	432	host	gene-PA4137
gene-PA3671	62	76	42	13	10	189	2	3	19	4	3	154	host	gene-PA3671
gene-PA3531	22	22	369	966	1271	362	601	788	19	384	238	112	host	bfrB
